ORGANIZACION_POLITICA,NOMBRE_COMPLETO,LUGAR_POSTULA,SEXO
PARTIDO HUMANISTA PERUANO,ELMER LESMES MADUEÑO CHAVEZ,AREQUIPA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,YUNE NELLY MOLLEAPAZA CONDORI,AREQUIPA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ROSA DELSA MAVILA LEON,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ALAN JOEL TAPIA ROBLES,AYACUCHO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ROCIO LEANDRO MELGAR,AYACUCHO  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,WASHINGTON BOLIVAR DIAZ,UCAYALI  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,CARLOS FAUSTINO MARCELO OYAGUE,JUNIN  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,PABLO MORI SALDAÑA,SAN MARTIN  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,MARBELY REATEGUI CUEVA,SAN MARTIN  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,MARIA MAGDALENA RIOS ORBE,SAN MARTIN  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,MARIANELLA LIBERTAD SEGOVIA VILLANUEVA,AREQUIPA  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,DAVID APAZA ENRIQUEZ,AREQUIPA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,JENNY ELIZABETH RODRIGUEZ TASSO,ICA  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,PEDRO ALEXIS CHAVEZ SOLARI,ICA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,JOHNNY CARDENAS CERRON,JUNIN  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,DIANA EVELYN BERROCAL BRAVO,UCAYALI  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,EMILDA TOTOCAYO VENTURA DE MANCHEGO,ICA  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,CLARITA LUZ ROJAS SANTA CRUZ,JUNIN  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,ANA MARIA SOLORZANO FLORES ,AREQUIPA  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,MELITON MILTON VALENCIA FLORES,AREQUIPA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,VICTOR ANDREE POLAR CONCHA ,AREQUIPA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,TOMAS MARTIN ZAMUDIO BRICEÑO,AREQUIPA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,JUAN JOSE CARTOLIN GUZMAN,ICA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,NANCY AMANDA MEJIA DE GALAN,PIURA  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,MAX VELL QUINTO PAREDES,JUNIN  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,ANITA FELY YUPANQUI TELLO,JUNIN  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,ALFREDO RENGIFO NAVARRETE,PIURA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,LEONIDAS HUAYAMA NEIRA,PIURA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,GRACILDA ORDOÑEZ GRANDA,PIURA  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,MARIA DE LOURDES SABA MAURICIO,PIURA  ,FEMENINO
PARTIDO NACIONALISTA PERUANO,EDGAR JAVIER TAVARA POLO,PIURA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,HERMES TORRES DAVILA,UCAYALI  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,FERNANDO CESAR BUSTAMANTE RUIZ,PIURA  ,MASCULINO
PARTIDO NACIONALISTA PERUANO,ALDOMAR LOZANO RAMIREZ,SAN MARTIN  ,MASCULINO
PARTIDO POLITICO ORDEN,MIRTHA PATRICIA MENDOZA LEYVA,ANCASH  ,FEMENINO
PARTIDO POLITICO ORDEN,VICTZEN JULIAN VERGARAY ARANDA,ANCASH  ,MASCULINO
PARTIDO POLITICO ORDEN,CESAR HUMBERTO GALINDO AGUIRRE,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,CRISTINA HUAMANÑAHUI BARAZORDA,APURIMAC  ,FEMENINO
PARTIDO POLITICO ORDEN,MARCELINO WALTER MARQUINA SALGUERO,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,MARCO ANTONIO RUIZ ONTON,APURIMAC  ,MASCULINO
PARTIDO POLITICO ORDEN,ROSMERY CCAYPANI BAZAN,APURIMAC  ,FEMENINO
PARTIDO POLITICO ORDEN,ESTEBAN NARCISO ROSAS MENDOZA,MOQUEGUA  ,MASCULINO
PARTIDO POLITICO ORDEN,NANCY BALDARRAGO VALDIVIA,MOQUEGUA  ,FEMENINO
PARTIDO POLITICO ORDEN,JUAN BENITO VALENCIA VARGAS,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,DURGA EDELMIRA RAMIREZ MIRANDA,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,ESTEFITA PORTOCARRERO SORIA,LORETO  ,FEMENINO
PARTIDO POLITICO ORDEN,NORMANDO MOZOMBITE MENDOZA,AREQUIPA  ,MASCULINO
PARTIDO POLITICO ORDEN,CARLOS ALBERTO TORRES CARO,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,EUCLIDES LIBERIO BOCANEGRA VAELLA,LA LIBERTAD  ,MASCULINO
PARTIDO POLITICO ORDEN,DANIEL DELFIN CALIXTRO TRUJILLO,CALLAO  ,MASCULINO
PARTIDO POLITICO ORDEN,LINDON PEREZ ESQUIVEL,ANCASH  ,MASCULINO
PARTIDO POLITICO ORDEN,RUPERTO CLARK ARANDA RAMIREZ,ANCASH  ,MASCULINO
PARTIDO POLITICO ORDEN,EDITH LUZ MUCHO MENDOZA,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,LUIS ENRIQUE BALCONA FLORES,PUNO  ,MASCULINO
PARTIDO POLITICO ORDEN,MARTIN RAMOS GOMEZ,PUNO  ,MASCULINO
PARTIDO POLITICO ORDEN,NICOLAS VALENCIA ORTIZ,PUNO  ,MASCULINO
PARTIDO POLITICO ORDEN,SONIA BEATRIZ SELLERICO MACEDO,PUNO  ,FEMENINO
PARTIDO POLITICO ORDEN,ROMULO MUCHO MAMANI,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,MIGUEL ANGEL PEREZ VIZCARRA,AREQUIPA  ,MASCULINO
PARTIDO POLITICO ORDEN,SONIA MERCEDES PAREDES BARRIGA,PUNO  ,FEMENINO
PARTIDO POLITICO ORDEN,HERBERT NINA ARCAYA,CUSCO  ,MASCULINO
PARTIDO POLITICO ORDEN,FIDEL AUGUSTO MORENO RODRIGUEZ,CAJAMARCA  ,MASCULINO
PARTIDO POLITICO ORDEN,GUSTAVO ADOLFO CUADROS OVIEDO,AREQUIPA  ,MASCULINO
PARTIDO POLITICO ORDEN,VIHELMO CEFERINO VELAPATIÑO COCHACHI,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,JULIO ARAOZ ANCHAISE,MOQUEGUA  ,MASCULINO
PARTIDO POLITICO ORDEN,JOSE ANGEL QUISPE ZUÑIGA,AREQUIPA  ,MASCULINO
PARTIDO POLITICO ORDEN,ALEJANDRO FRANCISCO CUELLAR LEYVA,HUANCAVELICA  ,MASCULINO
PARTIDO POLITICO ORDEN,CIRO SALUSTIANO LANDEO LAURA,HUANCAVELICA  ,MASCULINO
PARTIDO POLITICO ORDEN,NANCY SONIA RIVAS MEJIA,HUANCAVELICA  ,FEMENINO
PARTIDO POLITICO ORDEN,MARIO JAVIER NUÑEZ CORNEJO,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,YESSENIA RUBI SANCHEZ MARTEL,HUANUCO  ,FEMENINO
PARTIDO POLITICO ORDEN,HUGO ORLANDO RUIZ ABARCA,HUANUCO  ,MASCULINO
PARTIDO POLITICO ORDEN,RICARDO ROBERTO WOOLCOTT ECHEVARRIA,HUANUCO  ,MASCULINO
PARTIDO POLITICO ORDEN,ENRIQUE QUISPE SULCA,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,MARCO ANTONIO CABRERA HUAMAN,LA LIBERTAD  ,MASCULINO
PARTIDO POLITICO ORDEN,ROSA AMALIA PARI QUENTA,CUSCO  ,FEMENINO
PARTIDO POLITICO ORDEN,JOSE EFRAIN GONGORA QUINTANILLA,CUSCO  ,MASCULINO
PARTIDO POLITICO ORDEN,MARIA ELIZABETH CASTRO JIMENEZ,CUSCO  ,FEMENINO
PARTIDO POLITICO ORDEN,EMILIANO ELIAS MENDOZA ZEVALLOS,CUSCO  ,MASCULINO
PARTIDO POLITICO ORDEN,ALICE PATRICIA ROMAN DELGADO,AREQUIPA  ,FEMENINO
PARTIDO POLITICO ORDEN,KARELYN KELLY PASTOR BECERRA,AREQUIPA  ,FEMENINO
PARTIDO POLITICO ORDEN,JIMMY SCOTT MEZA PUENTE,CAJAMARCA  ,MASCULINO
PARTIDO POLITICO ORDEN,ROCIO SALAZAR BOCANGEL DE EVANS,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,JOEL ANDREY DIAZ CHAVEZ,AYACUCHO  ,MASCULINO
PARTIDO POLITICO ORDEN,YNES MERCEDES TRUJILLO VIDAL,ANCASH  ,FEMENINO
PARTIDO POLITICO ORDEN,GERMAN WALTER ORIZOLA PACHECO,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,JACQUELINE ROSMERY MARTELLO MORENO,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,SANDRO MAURICIO PARODI CERNA,CALLAO  ,MASCULINO
PARTIDO POLITICO ORDEN,OFELIA CAROL CERNAQUE MIRANDA,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,EILEEN JACQUELINE MIRANDA FRIAS DE RODRIGUEZ,LAMBAYEQUE  ,FEMENINO
PARTIDO POLITICO ORDEN,HENRY WILFREDO PAICO BERNILLA,LAMBAYEQUE  ,MASCULINO
PARTIDO POLITICO ORDEN,CARLOS JULIO SECLEN MORALES,LAMBAYEQUE  ,MASCULINO
PARTIDO POLITICO ORDEN,ALLISON QUISPE ALVAREZ,PIURA  ,FEMENINO
PARTIDO POLITICO ORDEN,MIGUEL ELADIO STUART PANDO,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,DORA MARISOL SOLANO QUISPE,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,JORGE HENDERSON PALACIOS,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,CARLOS ALFONSO RADA PEREZ,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,ANGGIE KAROLIN MORALES MORANTE,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,ZOILA ROSA CARMONA LOZADA DE MUÑOZ,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,CESAR AUGUSTO CAMACHO MORALES,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,ENRIQUE EDMUNDO BETANCOURT SILVA,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,FRANCISCO ARTURO RUBIO SOCOLA,PIURA  ,MASCULINO
PARTIDO POLITICO ORDEN,CESAR MARIANO FERRADAS ZEGARRA,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,BENJAMIN BENITO CASTILLO FLORIAN,LA LIBERTAD  ,MASCULINO
PARTIDO POLITICO ORDEN,LYZ CECILIA SAGASTEGUI BACA,LA LIBERTAD  ,FEMENINO
PARTIDO POLITICO ORDEN,DIOGENES AMARANTE JUAREZ CAMPOS,LA LIBERTAD  ,MASCULINO
PARTIDO POLITICO ORDEN,AMILCAR VLADIMIR YUFRA HENRIQUEZ,CAJAMARCA  ,MASCULINO
PARTIDO POLITICO ORDEN,MARIA DEL CARMEN SANCHEZ MEZA,LA LIBERTAD  ,FEMENINO
PARTIDO POLITICO ORDEN,YOLANDA ELIZABETH MESTANZA MEDINA,LA LIBERTAD  ,FEMENINO
PARTIDO POLITICO ORDEN,ARACELY MILUSKA RUIZ TOCAS,LAMBAYEQUE  ,FEMENINO
PARTIDO POLITICO ORDEN,YANETT ELSA CHAVEZ LEZCANO,AYACUCHO  ,FEMENINO
PARTIDO POLITICO ORDEN,JHONY PARDAVE LIVIA,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,CHRISTIAN IVAN CORREA CRUZ,PIURA  ,MASCULINO
PARTIDO POLITICO ORDEN,ANA CLAUDIA RUIZ SCHMIEL,PIURA  ,FEMENINO
PARTIDO POLITICO ORDEN,MARIA ELIZABETH NEIRA MARTINEZ,PIURA  ,FEMENINO
PARTIDO POLITICO ORDEN,DORIS JANET LOPEZ SUAREZ,CAJAMARCA  ,FEMENINO
PARTIDO POLITICO ORDEN,SATURDINO BRAN AGUILAR,PIURA  ,MASCULINO
PARTIDO POLITICO ORDEN,FELIX ROBERTO CORTES ALFARO,PIURA  ,MASCULINO
PARTIDO POLITICO ORDEN,IRMA EUDORA BURNEO ARRESE,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,MERY LUCY BOTTON ESTRADA,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,CARLOS ENRIQUE ARCELLES SANCHEZ,LAMBAYEQUE  ,MASCULINO
PARTIDO POLITICO ORDEN,ROSA ELVIRA BALABARCA MORALES DE HIDALGO,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,DAVID ARNALDO SOUZA PANAIFO,LORETO  ,MASCULINO
PARTIDO POLITICO ORDEN,CESAR FERNANDO MESTANZA ZAVALETA,LORETO  ,MASCULINO
PARTIDO POLITICO ORDEN,MARISOL DEL AGUILA LINARES,LORETO  ,FEMENINO
PARTIDO POLITICO ORDEN,MYRKO OLORTEGUI DEL CASTILLO,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,ENITH SADITH CHUQUIVAL SAAVEDRA,CALLAO  ,FEMENINO
PARTIDO POLITICO ORDEN,LUISA ALEXANDRA AYALA MARQUEZ,CAJAMARCA  ,FEMENINO
PARTIDO POLITICO ORDEN,JOSE LUIS RISCO MONTALVAN,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,ROLANDO CARO DE LA CUBA,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,HUMBERTO ENRIQUE CATTER D'ASTE,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,GIOVANNI OCHOA WALDE,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,FIDEL ALFREDO CLARO SINCHE,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,ERIC CONRAD KOECHLIN FEBRES,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,RUBEN ANGELINO AZURIN ALVAREZ,LIMA LIMA ,MASCULINO
PARTIDO POLITICO ORDEN,JOSE FERNANDO FEBRES SERRON,LIMA  ,MASCULINO
PARTIDO POLITICO ORDEN,MARIA LUISA ESPINOSA TALAVERA,LIMA  ,FEMENINO
PARTIDO POLITICO ORDEN,EDIN DELGADO LOZA,CAJAMARCA  ,MASCULINO
PARTIDO POLITICO ORDEN,LUIS ALFREDO YALAN RAMIREZ,AYACUCHO  ,MASCULINO
PARTIDO POLITICO ORDEN,PATRICIA GRACIELA JO NUÑEZ,CALLAO  ,FEMENINO
PARTIDO POLITICO ORDEN,ANGEL FELIX CUSTODIO ARIAS,LIMA LIMA ,MASCULINO
PARTIDO POLITICO ORDEN,LUCINDA VIRGINIA QUIROZ DE LA CRUZ,LIMA LIMA ,FEMENINO
PARTIDO POLITICO ORDEN,BEATRIZ JULIA VALENCIA CAMPOVERDE,LIMA LIMA ,FEMENINO
PERU LIBERTARIO,WALDEMAR JOSE CERRON ROJAS ,JUNIN  ,MASCULINO
PERU LIBERTARIO,DANTE RAFAEL MENDOZA ALFARO,CAJAMARCA  ,MASCULINO
PERU LIBERTARIO,LUIS ALFREDO CALDERON LINDO,LIMA  ,MASCULINO
PERU LIBERTARIO,WILSON FREDY BARRANTES MENDOZA,LIMA  ,MASCULINO
PERU LIBERTARIO,LINDA SANDRA CROSBY LOPEZ,LAMBAYEQUE  ,FEMENINO
PERU LIBERTARIO,GAMANIEL ROJAS LAURENTE,HUANUCO  ,MASCULINO
PERU LIBERTARIO,ONESIMO JARAMILLO FALCON,LIMA  ,MASCULINO
PERU LIBERTARIO,ESAU JARAMILLO FALCON,HUANUCO  ,MASCULINO
PERU LIBERTARIO,ROLANDO ROJAS ROQUE,LIMA  ,MASCULINO
PERU LIBERTARIO,FERNANDO ALFREDO VILELA LACHIRA,PIURA  ,MASCULINO
PERU LIBERTARIO,ROXANA MARCELA VILELA MORAN,PIURA  ,FEMENINO
PERU LIBERTARIO,VICTOR RAUL CHANDUVI CHAVEZ,PIURA  ,MASCULINO
PERU LIBERTARIO,DORIS ELIDA ZAPATA AGUIRRE,PIURA  ,FEMENINO
PERU LIBERTARIO,RICARDO AGUILERA ULLOA,PIURA  ,MASCULINO
PERU LIBERTARIO,JOSE PASCUAL PALACIOS MOGOLLON,PIURA  ,MASCULINO
PERU LIBERTARIO,YRMA RODRIGUEZ SANDOVAL,PIURA  ,FEMENINO
PERU LIBERTARIO,YRMA ROSA VIVAS MANRIQUE,UCAYALI  ,FEMENINO
PERU LIBERTARIO,ALEJANDRO ESQUIVEL PEREZ,LORETO  ,MASCULINO
PERU LIBERTARIO,MARIBEL ACOSTA DONAYRE,LORETO  ,FEMENINO
PERU LIBERTARIO,MILLER VIDAL LOPEZ SANTILLAN,LORETO  ,MASCULINO
PERU LIBERTARIO,ANNIE GRACE LOPEZ DE LA CRUZ,LIMA  ,FEMENINO
PERU LIBERTARIO,PEDRO WANGER CARI RODRIGUEZ,MADRE DE DIOS  ,MASCULINO
PERU LIBERTARIO,RAFAEL EDWI RIOS LOPEZ,MADRE DE DIOS  ,MASCULINO
PERU LIBERTARIO,ANGE LUCY RODRIGUEZ MORENO,MADRE DE DIOS  ,FEMENINO
PERU LIBERTARIO,SANDRA NAHELY VARGAS MOLINA,PUNO  ,FEMENINO
PERU LIBERTARIO,DEISY JUSTINA LUIZ MURILLO,MOQUEGUA  ,FEMENINO
PERU LIBERTARIO,JOSE FRANKLIN WINSTON LORA CAM,AREQUIPA  ,MASCULINO
PERU LIBERTARIO,FELICIANO REYNALDO MENDOZA COSI,MOQUEGUA  ,MASCULINO
PERU LIBERTARIO,GUSTAVO DACIO ESPINOZA SOTO,LIMA  ,MASCULINO
PERU LIBERTARIO,JOSE MANUEL VELASCO GUERRERO,LIMA  ,MASCULINO
PERU LIBERTARIO,RUBEN DARIO FERNANDEZ ALATA,CUSCO  ,MASCULINO
PERU LIBERTARIO,YURI ANITO MONTES ROJAS,LIMA  ,MASCULINO
PERU LIBERTARIO,EDELY JANETH ANTONIO TREJO,LIMA  ,FEMENINO
PERU LIBERTARIO,JOHNNY FERNANDO VALDIVIESO LA ROSA,LIMA  ,MASCULINO
PERU LIBERTARIO,JORGE ARTURO MESAJIL VILLARREAL,LIMA  ,MASCULINO
PERU LIBERTARIO,ELENA ELIZABETH POMACHE LEON,TACNA  ,FEMENINO
PERU LIBERTARIO,WILLIAM JAMES CHAVEZ ALCANTARA,LIMA  ,MASCULINO
PERU LIBERTARIO,ROSA GLADYS ORIHUELA RUIZ,LIMA  ,FEMENINO
PERU LIBERTARIO,WILLY OSWALDO CUADROS BONILLA,LIMA  ,MASCULINO
PERU LIBERTARIO,ELENA MARIA SOTO CABANA,MOQUEGUA  ,FEMENINO
PERU LIBERTARIO,VICTOR TORIBIO QUISPE SALAZAR,LIMA  ,MASCULINO
PERU LIBERTARIO,HECTOR VICEHICH MILLAN CAMPOSANO ,JUNIN  ,MASCULINO
PERU LIBERTARIO,GEORGINA CISNEROS CHAVARRIA,AYACUCHO  ,FEMENINO
PERU LIBERTARIO,NOEMI FLORABEL PACCONCCA PEREZ,AYACUCHO  ,FEMENINO
PERU LIBERTARIO,CARMEN ROSA HUIDOBRO ESPINOZA,LIMA  ,FEMENINO
PERU LIBERTARIO,EDUARDO EUGENIO GONZALEZ TORO,LIMA  ,MASCULINO
PERU LIBERTARIO,ROGER NAJAR KOKALLY,LIMA  ,MASCULINO
PERU LIBERTARIO,JUAN MANUEL TELLO FLORES,UCAYALI  ,MASCULINO
PERU LIBERTARIO,FIDEL ORDOÑEZ BLANCO,UCAYALI  ,MASCULINO
PERU LIBERTARIO,IVAN OVALLE ESCALANTE,APURIMAC  ,MASCULINO
PERU LIBERTARIO,MODESTO ROBLES QUISPE,APURIMAC  ,MASCULINO
PERU LIBERTARIO,ALEJANDRA PALOMINO TITO,LIMA  ,FEMENINO
PERU LIBERTARIO,LUIS SANDOVAL PAIVA,LIMA  ,MASCULINO
PERU LIBERTARIO,JOSE LITO HUAMAN VEGA,LAMBAYEQUE  ,MASCULINO
PERU LIBERTARIO,CESAR ACHING GUZMAN,LIMA  ,MASCULINO
PERU LIBERTARIO,FERNANDO RONALD PAISIG VELA,LORETO  ,MASCULINO
PERU LIBERTARIO,MARCELINO VELARDE CASTILLO,TACNA  ,MASCULINO
PERU LIBERTARIO,DULIA COYA CCAÑIHUA,PUNO  ,FEMENINO
PERU LIBERTARIO,CLETO DANIEL VALENCIA EYZAGUIRRE,PUNO  ,MASCULINO
PERU LIBERTARIO,PABLO HERNAN FUENTES GUZMAN,PUNO  ,MASCULINO
PERU LIBERTARIO,ISAAC MITA ALANOCA,TACNA  ,MASCULINO
PERU LIBERTARIO,LUZ MARINA MAMANI AYMA,APURIMAC  ,FEMENINO
PERU LIBERTARIO,FERNANDO POOL ORIHUELA ROJAS,JUNIN  ,MASCULINO
PERU LIBERTARIO,GALIA MARTINEZ CAMACHO,LIMA  ,FEMENINO
PERU LIBERTARIO,ROXANA GODOY ESCALANTE,CUSCO  ,FEMENINO
PERU LIBERTARIO,PORFIRIO VELIZ SALAS,PUNO  ,MASCULINO
PERU LIBERTARIO,WENCESLAO HOLGUIN CUTE,CUSCO  ,MASCULINO
PERU LIBERTARIO,CESAR JURADO MANCHA,HUANCAVELICA  ,MASCULINO
PERU LIBERTARIO,ALFREDO PARIONA SINCHE,HUANCAVELICA  ,MASCULINO
PERU LIBERTARIO,SANTIAGO MAMERTO LLANCARI ILLANES,LIMA  ,MASCULINO
PERU LIBERTARIO,NORMA ZORRILLA QUISPE,HUANCAVELICA  ,FEMENINO
PERU LIBERTARIO,JOSE ANTONIO DIAZ TUEROS,LIMA  ,MASCULINO
PERU LIBERTARIO,SONIA BEATRIZ RAMIREZ AGUIRRE,HUANUCO  ,FEMENINO
PERU LIBERTARIO,FLOR XUXA TOCTO CALDERON,LIMA  ,FEMENINO
PERU LIBERTARIO,ANDRES PACHECO VARGAS,LIMA  ,MASCULINO
PERU LIBERTARIO,ALEX RANDU FLORES RAMIREZ,AYACUCHO  ,MASCULINO
PERU LIBERTARIO,HERIBERTO GOMEZ SANCHEZ,CAJAMARCA  ,MASCULINO
PERU LIBERTARIO,YANINA SOCORRO POVEDA MERCEDES,CAJAMARCA  ,FEMENINO
PERU LIBERTARIO,ANDERSON GARCIA CHAVEZ,LIMA  ,MASCULINO
PERU LIBERTARIO,SEGUNDO LATORRE CUBAS,CAJAMARCA  ,MASCULINO
PERU LIBERTARIO,BLANCA FLOR MOLOCHO SILVA,CAJAMARCA  ,FEMENINO
PERU LIBERTARIO,CARLOS ALBERTO GONZALES LEIVA,CAJAMARCA  ,MASCULINO
PERU LIBERTARIO,CARMEN ROSA PEREZ NUÑEZ,LAMBAYEQUE  ,FEMENINO
PERU LIBERTARIO,JUAN CONZA MACHACA,AREQUIPA  ,MASCULINO
PERU LIBERTARIO,ABEL HALLASI ZARATE,CUSCO  ,MASCULINO
PERU LIBERTARIO,ANAHI KARINA CARDONA RIVERO,CUSCO  ,FEMENINO
PERU LIBERTARIO,OTTO HITO URQUIZO,AREQUIPA  ,MASCULINO
PERU LIBERTARIO,LUIS DONATO CATACORA NINANTAY,AREQUIPA  ,MASCULINO
PERU LIBERTARIO,SUSANA SABINA LLACSA CCARITA,AREQUIPA  ,FEMENINO
PERU LIBERTARIO,NATIVIDAD RUTH RAMIREZ DEL CARPIO,AREQUIPA  ,FEMENINO
PERU LIBERTARIO,MARCELA ROCIO SALDARRIAGA ORTIZ,LIMA  ,FEMENINO
PERU LIBERTARIO,HILDA MARIA CONTRERAS GUTIERREZ,LIMA  ,FEMENINO
PERU LIBERTARIO,TEOFILO ELKI FIESTAS PAZ,LAMBAYEQUE  ,MASCULINO
PERU LIBERTARIO,LUIS ANTONIO NEVADO CAMPOS,LAMBAYEQUE  ,MASCULINO
PERU LIBERTARIO,BISMARK ROKOV CARRANZA SOTO,LIMA  ,MASCULINO
PERU LIBERTARIO,SUSANA VEGA SUDARIO,LIMA  ,FEMENINO
PERU LIBERTARIO,MARCO ANTONIO VELAYARCE BARDALES,LIMA  ,MASCULINO
PERU LIBERTARIO,BRAULIO JUAN DE DIOS GRAJEDA BELLIDO,LIMA  ,MASCULINO
PERU LIBERTARIO,LARIZA POLINA ROJAS ROJAS ,JUNIN  ,FEMENINO
PERU LIBERTARIO,MOISES VIDAL RAMON GONZALES,LIMA  ,MASCULINO
PERU LIBERTARIO,EDITHLUZ IRENE CASTRO MUÑOZ,LIMA  ,FEMENINO
PERU LIBERTARIO,LENA GERALDINE MONTES BRIGGS,LIMA  ,FEMENINO
PERU LIBERTARIO,SANDRA BENEDICTA CHAVEZ RIVAS ,JUNIN  ,FEMENINO
PERU NACION,JOSE CARLOS GIRON PALACIOS,PIURA  ,MASCULINO
PERU NACION,ANDRES MONTALBAN PALACIOS,PIURA  ,MASCULINO
PERU NACION,BRENDA BETSABE BENITES TURKOWSKY,PIURA  ,FEMENINO
PERU NACION,MARGARITA GAMBOA URBINA,LIMA  ,FEMENINO
PERU NACION,LEONCIO GENARO FLORES KONJA,LIMA  ,MASCULINO
PERU NACION,CARLOS EMIGDIO CUBAS SILVA,LIMA  ,MASCULINO
PERU NACION,CARLOS JORGE BABARCZY SAENZ,LIMA  ,MASCULINO
PERU NACION,MANUEL TEODORO MACEDO ALTAMIRANO,UCAYALI  ,MASCULINO
PERU NACION,JAVIER OTONIEL PARDO NIMA,LIMA  ,MASCULINO
PERU NACION,LUIS ALBERTO SANCHEZ CACERES,LIMA  ,MASCULINO
PERU NACION,CAROLINA ROXANA PONCE CONCHA,LIMA  ,FEMENINO
PERU NACION,OLCES CHRISTIAN CARRION REYES,LIMA  ,MASCULINO
PERU NACION,CLAUDIO ALEJANDRO ZOLLA SUAREZ,LIMA  ,MASCULINO
PERU NACION,ROBERTO ALEJANDRO MUÑANTE LAMBRUSCHINI,TACNA  ,MASCULINO
PERU NACION,LILIANA CARLOTA LAMBRUSCHINI REY,TACNA  ,FEMENINO
PERU NACION,LUIS EDGAR PALOMINO CABRERA,AREQUIPA  ,MASCULINO
PERU NACION,GLORIA MARIA SALAZAR TORRES,AREQUIPA  ,FEMENINO
PERU NACION,GIANCARLO JOSE DE LA GALA ORIHUELA,AREQUIPA  ,MASCULINO
PERU NACION,JOSE FREDY HUASHUAYO HUAMANI,PIURA  ,MASCULINO
PERU NACION,LEONCIO BEJARBEJAR GARCIA,AYACUCHO  ,MASCULINO
PERU NACION,HENRY RIVEROS ALVIZURI,AYACUCHO  ,MASCULINO
PERU NACION,ZAIRA PAMELA MENDIETA ALANYA,AYACUCHO  ,FEMENINO
PERU NACION,ALEJANDRO VILLANUEVA BOLAÑOS,LIMA  ,MASCULINO
PERU NACION,SERGIO MANUEL LOZANO ACHO,LIMA  ,MASCULINO
PERU NACION,JOSE ENRIQUE BOOTTGER PRADA,UCAYALI  ,MASCULINO
