ORGANIZACION_POLITICA,NOMBRE_COMPLETO,LUGAR_POSTULA,SEXO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,JOSE ALEJANDRO VEGA ANTONIO ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PEDRO ESTEBAN ARREDONDO MENDOZA ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,GRACIELA ELIZABETH LOYA AQUIJE DE COSENTINO,LIMA  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,ADOLFO ALBERTO ARRIETA KOHLER ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,NADIA MARGARITA VERASTEGUI VILLAR,LIMA LIMA ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,HAYDEE FLORES ROJAS ,LIMA  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,JORGE ARTURO ORTECHO BARCO,LA LIBERTAD  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,VICTOR HERMOGENES IZQUIERDO MENDOZA ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,MARI ERLINDA ARTEAGA VASQUEZ,LA LIBERTAD  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,LUZ ELIZABETH MONTENEGRO DAVILA,LAMBAYEQUE  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,WILDER AUGUSTO RUIZ SILVA ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,LUIS ALBERTO SIESQUEN CHAPOÑAN,LAMBAYEQUE  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,JOSE EDILBERTO SANTISTEBAN GRANADOS,LAMBAYEQUE  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,ELIOVARDO CALIXTO HUACOTO PALLAROZO,LIMA LIMA ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CIRILO PABLO RAMIREZ ROJAS,LIMA LIMA ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,KILDER FUENTES BERMUDEZ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,ESTHER CONSUELO QUIÑONES ZARATE DE NAJARRO,LIMA  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,ROSA BAUTISTA NAVARRO ,LIMA  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,MARGARITA ISABEL PAJARES FLORES ,LIMA  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,OLGA ROSA GARCIA FUCAY ,LIMA  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,GERARDO GIESSLER LOPEZ QUIROZ ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,DANIEL HUGO BARRAGAN COLOMA ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,MARTIN BELAUNDE MOREYRA ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CHRISTOPHER ANTONIO CASTILLO CALDERON ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,JOSE LEON LUNA GALVEZ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,ENRIQUE WONG PUJADA,CALLAO  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,MARCO ANTONIO ACOSTA ASHTU,ANCASH  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,JACKELYNE KELLY FUERTES VEGA DE DAVILA,LIMA  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,LUIS ALBERTO MATOS DEL POZO ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,MIGUEL JESUS CABRERA VELEZ,LAMBAYEQUE  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,AGUSTINA CARMELA TORRES RODRIGUEZ,JUNIN  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,MIGUEL RAFAEL PEREZ ARROYO ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,WARNER ELMO LLALLICO HUANCAYA ,LIMA  ,MASCULINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CARMEN ROSA NOLORBE YUYARIMA,LAMBAYEQUE  ,FEMENINO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,SOLEDAD MARITZA MUCHA MATEO,JUNIN  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ELISA PAITA BERROSPI ,PASCO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,LILIA RAMIREZ MEDRANO ,PASCO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,MARISOL ESPINOZA CRUZ,PIURA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,FELIX ALBERTO CAMPOS CACERES ,PIURA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MARIO JAVIER QUISPE SUAREZ ,PIURA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JEESSIKHA UBILLUS REYES ,PIURA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,UVALDO PIZARRO PAICO ,PIURA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,CESAR TEDDY UBILLUS OLEMAR ,PIURA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,CHARLES ADRIAN ZAPATA VEGA ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ALEX BENITO NEYRA ARANA ,TUMBES  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,LUIS CARLOS ANTONIO IBERICO NUÑEZ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,BORIS MICHEEL PAZ DE LA BARRA ,AYACUCHO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,GLADYS NATALIE CONDORI JAHUIRA ,TACNA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ZOILA SOLEDAD YAURI AQUINO ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,RICARDO CHAVARRIA ORIA ,LIMA LIMA ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,FLOR DE MARIA SANCHEZ AGUILAR ,LIMA LIMA ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,MARCIAL ALCIBIADES PALOMINO GARCIA MILLA ,LIMA LIMA ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ANGELA DEL CARMEN JIPA CARBAJAL,LORETO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ROGER FERNANDO GRANDEZ RIOS ,LORETO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,BORIS DAVID DARMONT BARDALES ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,LUIS AMERICO MENENDEZ ROJAS,LORETO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,FRANCISCO ANTONIO PEZO TORRES ,UCAYALI  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,FREDDY ALVARO VRACKO METZGER ,MADRE DE DIOS  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,GILBERT GALINDO MAYTAHUARI ,MADRE DE DIOS  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,FATIMA PIZANGO SALAZAR ,MADRE DE DIOS  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,PAMELA INDIRA BLAS CASTRO ,MOQUEGUA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JOHAN FLORES VILLEGAS ,MOQUEGUA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDUARDO RUBEN CARHUARICRA MEZA ,PASCO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ISAAC MEKLER NEIMAN,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JULIA PEREGRINA PANTA QUEVEDO ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ROSSMARY MALPARTIDA OSTOS ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,CARLOS DAVID ALVA GONZALES ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JOSE AUGUSTO PERALES AVENDAÑO,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDWIN SANTIAGO SIFUENTES CHAVEZ ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ROBERTO CARLOS PALACIOS MESTAS,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JOSE PUCHURI DURAND ,ICA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,RAQUEL ATAUCUSI PUCHURI ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,KHELY CHRIS SANTIAGO RIVERA ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,SONIA RAFAELA CALDERON QUIÑONES ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JOSE FERNANDO MENDOZA RAMIREZ ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,CESAR ALFREDO PALOMINO COLINA ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ROSA YOLANDA VIGIL PEREZ ,LORETO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,GICELLA JACQUELINE SANTOYO DELGADO ,LAMBAYEQUE  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,SANDRA NOELHY ARAGON CRUZ ,LAMBAYEQUE  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,WILLY SERRATO PUSE ,LAMBAYEQUE  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDA ELIZABETH AGUILAR SAMANAMUD ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,BARBARA ALESSANDRA VENTURA CASTILLO ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,FERNANDO JUAN ANDRADE CARMONA ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ELSA YOLANDA MAMANI CARPIO ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,MANUEL SILVERIO YTO SEGUIL ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,AUGUSTO LEONEL ZAMORA HERRERA ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,SABINA CARDENAS CANALES ,ICA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JAVIER YAURI SALOME ,JUNIN  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDWIN ULISES LLANA BALDEON ,JUNIN  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDITH JANETT HUARI CONTRERAS,JUNIN  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,CARLOS ALBERTO ANCCO SOTOMAYOR ,JUNIN  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ARCADIO JULIO ARROYO MIRANDA ,HUANCAVELICA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JUAN RAMIRO ALVARADO GOMEZ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,RAMIRO LUIS QUITO RODRIGUEZ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,CARLOS HUMBERTO SAMPEN FERNANDEZ ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JUAN JOSE MARTIN FORT CABRERA,LA LIBERTAD  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,GARY HANS LLEMPEN RUBIO,LA LIBERTAD  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JORGE ALONZO RODRIGUEZ LAZARO ,LA LIBERTAD  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JENNY PAOLA VALDIVIA HERRERA ,LA LIBERTAD  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,OLGA ROSA YGLESIAS PELAEZ ,LA LIBERTAD  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,RICHARD FRANK ACUÑA NUÑEZ ,LA LIBERTAD  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,TANIA NOELIE RUIZ GOMEZ ,ANCASH  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,MARIA ISABEL ARMAS ZAVALETA ,SAN MARTIN  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JUAN NOE CORNEJO CHINGUEL ,LAMBAYEQUE  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ANNER ROMAN NEIRA ,CAJAMARCA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,LUIS ELMER ANGULO CABANILLAS ,ANCASH  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,LUZ REBECA CRUZ TEVEZ ,CUSCO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,WILBER RAUL HURTADO TERRAZAS ,CUSCO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,HERNAN DE LA TORRE DUEÑAS ,CUSCO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,BENICIO RIOS OCSA ,CUSCO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDGAR SAMUEL RAMIREZ RIVERA ,HUANCAVELICA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,BETTY CHAMORRO BALVIN ,JUNIN  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,MARITZA MARLENY RAVELO CHAVEZ ,HUANCAVELICA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JUAN ANTONIO JARA GALLARDO ,HUANUCO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JULIO PABLO ROSAS HUARANGA,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ELISA CRESPO RODRIGUEZ,HUANUCO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,GLORIA EDELMIRA MONTENEGRO FIGUEROA ,LA LIBERTAD  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,TITO JOSIP JAIME HIDALGO,HUANUCO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MONICA MARGOT GUILLEN TUANAMA ,ICA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,PEDRO GERARDO REJAS TATAJE ,ICA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JUAN CARLOS PARETTO FLORES ,MOQUEGUA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MARIA ENRIQUETA RIVERA DELGADO ,CUSCO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,GIOVANNA JEANICE ARANIBAR ROSAS ,AREQUIPA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ANA MERCEDES ZUÑIGA MEDINA ,AREQUIPA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JORGE FAUSTO SUMARI BUENDIA ,AREQUIPA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,CARLOS FEDERICO LEYTON MUÑOZ ,AREQUIPA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,BENIGNO TEOFILO CORNEJO VALENCIA ,AREQUIPA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MARCO TULIO FALCONI PICARDO ,AREQUIPA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDWIN ALBERTO DONAYRE GOTZCH,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MILAGRITOS ALICIA CARRASCO ARONES,AYACUCHO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JULIO ERNESTO VALDEZ CARDENAS ,AYACUCHO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,TADEO ANASTACIO GUARDIA HUAMANI,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,SUSANA VIVANCO ROJAS ,LIMA LIMA ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,JUAN CARLOS DIAZ SANCHEZ ,CAJAMARCA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,NELSON ALBERTO BARRANTES SANCHEZ ,CAJAMARCA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,SONNIA DEL CARMEN ALARCON HORNA ,CAJAMARCA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,CESAR HENRY VASQUEZ SANCHEZ ,CAJAMARCA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ESPERANZA DIAZ VDA DE OJEDA,CALLAO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,VIRGILIO ACUÑA PERALTA ,LAMBAYEQUE  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ROSA ELVIRA OLIVERA GONZALES ,CAJAMARCA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ESPERANZA JOBITA DIAZ SILVA ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,YVAN VLADIMIR PARDO VINCES ,TUMBES  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,CRISTOBAL EUDOS CAPCHA GUERRA,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ROGELIO ANTENOR CANCHES GUZMAN,CALLAO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ELOY RICARDO NARVAEZ SOTO ,ANCASH  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,ARMANDO SIGIFREDO SANDOVAL ROSALES ,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,AMERICA ODAR ROSARIO ,ANCASH  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,MARIA JESUS ESPINOZA MATOS ,LIMA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,PEDRO JORGE LOPEZ BARRIOS ,CALLAO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,EDUARDO GUILLERMO ARTETA IZARNOTEGUI,LIMA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,INDIRA MARIANA URCIA AREVALO ,UCAYALI  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ZENAYDA EMILIA ESTRADA TUESTA ,UCAYALI  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,MILUSKA MELYNA PRIETO DAVILA ,CALLAO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,OMAR MERINO LOPEZ ,APURIMAC  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,LILIA VARGAS CESPEDES ,APURIMAC  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,EDWIN ACOSTA CCAHUANA,APURIMAC  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MARIANO EUTROPIO PORTUGAL CATACORA,PUNO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MARGARITA TEODORA SUCARI CARI ,PUNO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,DINA IRENE HANCCO HANCCO ,PUNO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,DANIEL QUIROZ ORIHUELA ,PUNO  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,MARIA ELSA QUELLO BARRANTES ,PUNO  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,DAVID OSVALDO CALDERON DE LOS RIOS ,AMAZONAS  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JOSE ALFONSO MASLUCAN CULQUI ,AMAZONAS  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JENNY CLARIVEL NUÑEZ MARIN ,AMAZONAS  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,GELACIO LOMBARDO MAUTINO ANGELES ,ANCASH  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,HEIDY LISBETH JUAREZ CALLE ,PIURA  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,ELSA VASQUEZ RUIZ ,SAN MARTIN  ,FEMENINO
ALIANZA PARA EL PROGRESO DEL PERU,CESAR VILLANUEVA AREVALO ,SAN MARTIN  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JORGE FELIX RENGIFO HERRERA,SAN MARTIN  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,NESTOR ARMANDO PARI GONZALES ,TACNA  ,MASCULINO
ALIANZA PARA EL PROGRESO DEL PERU,JULIO EUSEBIO FLORES PASCAJA ,TACNA  ,MASCULINO
ALIANZA POPULAR,DAVID ABRAHAM SALAZAR MOROTE,APURIMAC  ,MASCULINO
ALIANZA POPULAR,SILVIA MIRIAM ORTEGA MIRANDA,PUNO  ,FEMENINO
ALIANZA POPULAR,MERCEDES MILAGROS NUÑEZ GUTIERREZ ,AREQUIPA  ,FEMENINO
ALIANZA POPULAR,JAVIER ALCIDES BERNAL SALAS,PUNO  ,MASCULINO
ALIANZA POPULAR,MARCIANO ANTONIO VELASQUEZ OSCCO,PUNO  ,MASCULINO
ALIANZA POPULAR,ALEXANDER BRYAN UCHASARA MAMANI ,PUNO  ,MASCULINO
ALIANZA POPULAR,ELSA PUTPAÑA RUIZ ,SAN MARTIN  ,FEMENINO
ALIANZA POPULAR,OSCAR ENRIQUE TORRES QUIROZ,AMAZONAS  ,MASCULINO
ALIANZA POPULAR,RUT ELIZABETH HUAMAN CORONEL ,CAJAMARCA  ,FEMENINO
ALIANZA POPULAR,JHON SANDER ALEGRIA ANGULO,SAN MARTIN  ,MASCULINO
ALIANZA POPULAR,GONZALO GUSTAVO GONZALES GONZALES,SAN MARTIN  ,MASCULINO
ALIANZA POPULAR,ESGGILIA PAOLA ZELADA CONTRERAS,SAN MARTIN  ,FEMENINO
ALIANZA POPULAR,RINA DILLMAN NIZAMA PUICON,LAMBAYEQUE  ,FEMENINO
ALIANZA POPULAR,GEORGE ADRIEL BERRIOS RAMOS,MADRE DE DIOS  ,MASCULINO
ALIANZA POPULAR,JAVIER ALBERTO BARREDA JARA,LIMA  ,MASCULINO
ALIANZA POPULAR,URSULA CECILIA SILVA ALIAGA,LIMA  ,FEMENINO
ALIANZA POPULAR,LUIS ENRIQUE RIOS GALDO,LIMA  ,MASCULINO
ALIANZA POPULAR,HERNAN ELAR DE LA FUENTE RONDON,LIMA  ,MASCULINO
ALIANZA POPULAR,MARIA DEL CARMEN VALENCIA CASAS DE SIMBRON,LIMA  ,FEMENINO
ALIANZA POPULAR,ANTONINA ROSARIO SASIETA MORALES ,LIMA  ,FEMENINO
ALIANZA POPULAR,LESLIE KAREN ANGULO PEREZ,LA LIBERTAD  ,FEMENINO
ALIANZA POPULAR,BELEN YSABEL GARCIA MENDOZA,ICA  ,FEMENINO
ALIANZA POPULAR,FERNANDO GARI HUAYHUA LEVANO ,AYACUCHO  ,MASCULINO
ALIANZA POPULAR,ALONSO ALBERTO NAVARRO CABANILLAS,ICA  ,MASCULINO
ALIANZA POPULAR,GIANINA DE JESUS CAIPO BERROCAL,ICA  ,FEMENINO
ALIANZA POPULAR,ALBERTO MESSA MEZA ,AREQUIPA  ,MASCULINO
ALIANZA POPULAR,WILBER NILO MEDINA BARCENA,LIMA  ,MASCULINO
ALIANZA POPULAR,MANUEL VICENTE TELLO CESPEDES,ICA  ,MASCULINO
ALIANZA POPULAR,ROCIO DEL PILAR CARTOLIN ANDAMAYO,JUNIN  ,FEMENINO
ALIANZA POPULAR,CIRO JESUS RODRIGUEZ ALIAGA,JUNIN  ,MASCULINO
ALIANZA POPULAR,NIDIA RUTH VILCHEZ YUCRA,JUNIN  ,FEMENINO
ALIANZA POPULAR,WILMER TAPIA SAMANIEGO,JUNIN  ,MASCULINO
ALIANZA POPULAR,MARIO FERNANDO JERI KURIYAMA,JUNIN  ,MASCULINO
ALIANZA POPULAR,PERCY ALBERTO RAMOS PUELLES,LAMBAYEQUE  ,MASCULINO
ALIANZA POPULAR,MONICA PAOLA SANCHEZ MINCHOLA,LA LIBERTAD  ,FEMENINO
ALIANZA POPULAR,HERNAN ULISES CADENILLAS LUNA,LA LIBERTAD  ,MASCULINO
ALIANZA POPULAR,CARLOS ENRIQUE CALDERON CARVAJAL,LA LIBERTAD  ,MASCULINO
ALIANZA POPULAR,MARIA ELIZABETH RONDO LAYZA ,LA LIBERTAD  ,FEMENINO
ALIANZA POPULAR,FLAVIA AVELINA CRUZADO ULLOA DE REYES,LIMA  ,FEMENINO
ALIANZA POPULAR,ANA CECILIA URE SERRANO ,CUSCO  ,FEMENINO
ALIANZA POPULAR,LUIS DANIEL WILSON UGARTE,CUSCO  ,MASCULINO
ALIANZA POPULAR,JAIME ALEJANDRO ZEA USCA,LIMA  ,MASCULINO
ALIANZA POPULAR,GLADYS SOLEDAD ARCE LOPEZ,HUANCAVELICA  ,FEMENINO
ALIANZA POPULAR,ORLANDO SALAZAR QUISPE,HUANCAVELICA  ,MASCULINO
ALIANZA POPULAR,MAYBEE MILAGROS VALENTIN CALDAS,HUANUCO  ,FEMENINO
ALIANZA POPULAR,ERASMO ALEJANDRO FERNANDEZ SIXTO,HUANUCO  ,MASCULINO
ALIANZA POPULAR,PEDRO HANSEL ALBORNOZ ALVAREZ,HUANUCO  ,MASCULINO
ALIANZA POPULAR,RAFAEL GUSTAVO YAMASHIRO ORE ,LIMA  ,MASCULINO
ALIANZA POPULAR,EDGARDO RENAN DE POMAR VIZCARRA,LIMA  ,MASCULINO
ALIANZA POPULAR,ROBERTO CARLOS LAIME SIVANA ,CUSCO  ,MASCULINO
ALIANZA POPULAR,ROSANGELA ALEXI ARIAS PORTUGAL DE GUILLEN,AREQUIPA  ,FEMENINO
ALIANZA POPULAR,YOLANDA ERMENILDA LOZADA STAMBURY ,AREQUIPA  ,FEMENINO
ALIANZA POPULAR,JUAN CARLOS EGUREN NEUENSCHWANDER ,AREQUIPA  ,MASCULINO
ALIANZA POPULAR,JOSE MIGUEL GAMBETTA RIOS ,TACNA  ,MASCULINO
ALIANZA POPULAR,DANTE ADOLFO DE CORDOVA VELEZ ,AREQUIPA  ,MASCULINO
ALIANZA POPULAR,NERI FELIPE TORRES GUTIERREZ ,MOQUEGUA  ,MASCULINO
ALIANZA POPULAR,PAOLA CAPCHA CABRERA,AYACUCHO  ,FEMENINO
ALIANZA POPULAR,ROFILIO T NEYRA HUAMANI ,AYACUCHO  ,MASCULINO
