ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,INSTITUCION,CARGO,ANIO_INICIO,ANIO_FINAL
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LENIN ABRAHAM,CHECCO CHAUCA ,JUVENTUD POPULAR,COORDINADOR REGIONAL,1999,2000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONCIO,EGUSQUIZA SANCHEZ,CRALAM,SECRET. DEFENSA,2014,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONCIO,EGUSQUIZA SANCHEZ,FACETA-ASCETA-CENCAAC,PRESIDENTE FUNDADOR,1990,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONILA MARTINA,PORTOCARRERO RAMOS ,ACEPADIA,PRESIDENTA,2000,2004
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONILA MARTINA,PORTOCARRERO RAMOS ,COORDINACION DE ARTISTAS 19 DE JULIO,SECRETARIA GENERAL ,1978,1983
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUCHA,PAUCCAR RIOS ,FEDERACION DE CAFETALEROS DE LA PROVINCIA DE LA CONVENCION CUSCO,FISCAL,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUCHA,PAUCCAR RIOS ,FEPCACYL,EX SECRETARIA GENERAL,2012,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS,GARNIQUE ORTIZ,CAMARA DE COMERCIO DE SULLANA,DIRECTOR,2000,2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS,GARNIQUE ORTIZ,ASOC. DE ABOGADOS DE SULLANA,PRESIDENTE,1993,1994
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUZ AGNESZKA,VALENCIA CHAVEZ ,colectivo feminista Takana Warmi,VOCERA,2014,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL,RIVAS VALERA ,SUTEDU,SECRETARIO ASUNTOS SINDICALES,1973,1975
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL ENRIQUE ERNESTO,DAMMERT EGO AGUIRRE ,CIUDADANOS POR EL CAMBIO,INTEGRANTE DE COMISIÓN POLITICA,2011,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL GERMAN,BENZA PFLÜCKER ,INP,SUBDIRECTOR AREA SOCIAL,1975,1978
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA ELENA,FORONDA FARRO ,PROGRAMA DE PEQUEÑAS DONACIONES DE NN.UU.,PRESIDENTA,2000,2004
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA ELENA,FORONDA FARRO ,FONOCIUDADES POR LA VIDA,PRESIDENTE,2012,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA FRANCISCA,CORDOVA GRANDA,FORO SALUD REGIONAL,COORDINADORA REGIONAL,2007,2009
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIA FRANCISCA,CORDOVA GRANDA,F. REGION PIURA,COORDINADORA REGIONAL,2009,2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARILUZ,ALEGRE PALOMINO ,Sutep base Huando,Secretaria General,2009,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARILUZ,ALEGRE PALOMINO ,Sutep base Huando,Secretaria de economia,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARIO JOSE,CANZIO ALVAREZ,APEMIPE-HUANCAYO,DIRECTOR DE ORGANIZ.,1993,1994
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARISA,GLAVE REMY ,Consejo Estudiantes Recoletas,Presidenta,1997,1998
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARISA,GLAVE REMY ,Federación de Estudiantes de la PUCP,Presidenta,2002,2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARTIN ARNALDO,MORALES TORRES ,COORD. RECUPERANDO EL CALLAO,DIRIGENTE REGIONAL,2015,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MICHEL FRANK,BERAUN CHACA,INSTITUCION NACIONAL DE CULTURA PASCO - DAD,DIRECTOR DEL INC.PASCO DANIEL CARRION,2002,2004
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MICHEL FRANK,BERAUN CHACA,COMUNIDAD CAMPESINA SAN PEDRO DE AYAHUANCA,SECRETARIO GENERAL,2001,2002
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MONICA,ALARCON ANTEZANA,FENUTSSA,ASESORA LEGAL,2011,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MONICA,ALARCON ANTEZANA,SIND. TRAB. HOSP. LOAYZA,SUB. SEC. DEFENSA,2011,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NELIDA,AYAY CHILON ,JASS,SECRETARIA,2008,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NELIDA,AYAY CHILON ,ASOC. QUILISH YAKU,TESORERA,2010,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ORESTES,QUINO TICA,ASOC. AGROFORESTAL LOS ROSALES - INAMBARI - MADRE DE DIOS,PRESIDENTE,2011,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,OSCAR AVELINO,MOLLOHUANCA CRUZ ,FRENTE DE DEFENSA,PRESIDENTE,1997,1998
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,PEDRO FERNANDO,TINCOPA CALLE,PLATAFORMA MULTISECTORIAL,SECRETARIO TECNICO DE LA MESA DE CONCERTACION PARA EL DES. DE LA PROV LUCANAS,2001,2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,PEDRO LEONEL,MOREANO CHICLLA ,ASOC O BARRIO EL RIMAC LURIGANCHO CHOSICA,PRESIDENTE,2011,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,PEDRO LEONEL,MOREANO CHICLLA ,JOSE MARTI 1124 - LA VICTORIA,SUTEP BASE,2012,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,REYES EMILIANO,MURILLO CALDERON ,FEDERACION NACIONAL DE TRABAJADORES AZUCARES DEL PERU,ASESOR,2010,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,REYES EMILIANO,MURILLO CALDERON ,FRENTE DE DEFENSA ACCIONISTA DE CARTAVIO,FUNDADOR PRESIDENTE,2004,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RICARDO,JIMENEZ PALACIOS ,MOVIMIENTO CIUDADANO PARA QUE NO SE REPITA,COORDINADOR REGIONAL,2010,2014
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RICHARD,ARCE CACERES,PROCOMPITE,ASESOR TECNICO,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RICHARD,ARCE CACERES,EMBAJADA DE BELGICA,EVALUADOR DE PROYECTOS,2005,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ROGELIO ROBERT,TUCTO CASTILLO,MOVIMIENTO LIBERTAD,PRESIDENTE,2013,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ROSARIO SUSANA,CRISPIN NEIRA ,RED INTERQUORUM ICA,VOCERA ICA,2005,2007
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RUFINA ANDREA,ORDINOLA ARELLANO,ASOC DE MAESTROS Y MAESTRAS EN DDHH,COORDINADORA GENERAL DE AMAPRODH,2002,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RUFINA ANDREA,ORDINOLA ARELLANO,COPARE,REPRESENTANTE ONG POR AMAPRODH,2004,2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RUTH,LUQUE IBARRA,CNDH,Miembro de Consejo Directivo,2010,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SAMUEL REYNEL,YAÑEZ TORRES ,COMITÉ PRO HOSPITAL TAHUANTINSUYO,SECRETARIO DE ORGANIZACIÓN,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SANTIAGO,RIVAS PANDURO ,RED. AMAZ. CONS. LORETO,PRESIDENTE,2013,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SANTIAGO,RIVAS PANDURO ,IV EIAA - IQUITOS 2016,PRESIDENTE,2013,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SIGIFREDO MARCIAL,VELASQUEZ RAMOS ,COMUNIDAD URBANA AUTOGESTIONARIA V.E.S.,DIRECTIVO CENTRAL DEL G.R. 8-2° SECTOR V.E.S.,1980,1984
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SIGIFREDO MARCIAL,VELASQUEZ RAMOS ,BARRIO CUAYES IV SECTOR DE V.E.S,PRESIDENTE COMITE DE DEPORTES,2005,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SONIA,MALCA SILVA ,CONFENADIP,VICEPRESIDENTE,2009,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SONIA,MALCA SILVA ,CONFENADIP,PRESIDENTE,2012,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TANIA EDITH,PARIONA TARQUI,ENLACE CONTINENTAL DE MUJERES INDIGENAS DE LAS AMERICAS,REPRESENTANTE DE LA JUVENTUD INDIGENA,2012,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TANIA EDITH,PARIONA TARQUI,RED DE ORGANIZACION DE JOVENES INDIGENAS DEL PERU - REOJIP,FUNDADORA DE REDES DE JOVENES INDIGENAS NACIONAL E INTERNACIONAL ,2015,2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TANIA MICHAEL,TURRIATE CAVERO ,RED SOLIDARIA DE TRABAJADORES DEL PERU,COORDINADORA,2011,Actualidad
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TEOFILO,VALLEJOS RAMOS,FREDERSEC,PRESIDENTE,2005,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TEOFILO,VALLEJOS RAMOS,FECONAYA,CONCEJO CONSULTIVO,1980,2016
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,VALDEMAR,DOMINGUEZ RAMIREZ ,COLEGIO DE PROFESORES DEL PERU,SECRETARIO DE BBSS,2008,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,VALDEMAR,DOMINGUEZ RAMIREZ ,SUTEP GRAN CHIMU,SECRETARIO GENERAL ,2012,2014
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,VERONICA MELANIA,RIOS CALIZAYA ,GOBIERNO REGIONAL,REPRESENTANTE DE LA SOCIEDAD CIVIL ANTE EL CCR,2009,2012
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,VERONICA MELANIA,RIOS CALIZAYA ,SUTEP REGION MOQUEGUA,SECRETARIA GENERAL,2009,2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,WILBERT GABRIEL,ROZAS BELTRAN,REMURPE,PRESIDENTE,2007,2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,WILBERT GABRIEL,ROZAS BELTRAN,REMURPE,PRESIDENTE,2003,2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ZENAIDA JULIA,COLONIA SOLANO,HOSPITAL DE CHANCAY SBS,SECRET. ECONOMIA CM HOSP.,2011,2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ZENAIDA JULIA,COLONIA SOLANO,HOSPITAL DE CHANCAY SBS,PRESIDENTA DEL C.M. HOSP. CH.,2012,2013
FRENTE ESPERANZA,CONGRESISTA,ALEJANDRO,PINCHI RAMIREZ,FEDERACION DE COMUNIDADES NATIVAS,DIRIGENTE,2015,Actualidad
FRENTE ESPERANZA,CONGRESISTA,ANIDA MARITZA,CARIAPAZA QUISPE ,I.E. F.A.Z.,PRESIDENTE DE APAFA,2004,2005
FRENTE ESPERANZA,CONGRESISTA,CARLOS RICARDO,CUARESMA SANCHEZ,Cámara Peruana de Radio y TV,Presidente,2015,Actualidad
FRENTE ESPERANZA,CONGRESISTA,CARLOS RICARDO,CUARESMA SANCHEZ,Camara de Radio y TV del Cusco,Presidente,2015,Actualidad
FRENTE ESPERANZA,CONGRESISTA,EDISON MANUEL,GIL TORRES,COOPERATIVA EL DORADO,DELEGADO,2010,2012
FRENTE ESPERANZA,CONGRESISTA,EDISON MANUEL,GIL TORRES,ESSALUD - BASE SABOGAL,SECRETARIO DE DISCIPLINA,2008,2009
FRENTE ESPERANZA,CONGRESISTA,EDUARDO ANTONIO,CHAUCA MEJIA,DESPACHO CONGRESAL,COORDINADOR PRO FAMILIA,2014,2015
FRENTE ESPERANZA,CONGRESISTA,EDUARDO ANTONIO,CHAUCA MEJIA,DESPACHO CONGRESAL,VOCERO PRO FAMILIA,2014,2015
FRENTE ESPERANZA,CONGRESISTA,EFRIN MARCOS,QUISPE HUAYNACHO ,ASOC. JOVENES A.M.B.,PRESIDENTE,2002,2008
FRENTE ESPERANZA,CONGRESISTA,EFRIN MARCOS,QUISPE HUAYNACHO ,ASTRAMIN,PRESIDENTE,2015,Actualidad
FRENTE ESPERANZA,CONGRESISTA,ELSA IRMA,RODRIGO MACHACA ,CDF. LA MERCED,PRESIDENTA,2013,2015
FRENTE ESPERANZA,CONGRESISTA,ERIBERTO,VENTURA CASTREJON,FEDERACION PROVINCIAL DE RONDAS CAMPESINAS DE CAJAMARCA,PRESIDENTE,1980,1986
FRENTE ESPERANZA,CONGRESISTA,GREGORIO,DURAND AGUILAR ,CONAPAFAS,Presidente,2001,Actualidad
FRENTE ESPERANZA,CONGRESISTA,GREGORIO,DURAND AGUILAR ,CONMUNAPAF,Presidente,2009,Actualidad
FRENTE ESPERANZA,CONGRESISTA,GUSTAVO GUZMAN,ROMERO IZAGUIRRE ,C.P. San Cristobal,Presidente,1988,1990
FRENTE ESPERANZA,CONGRESISTA,IRENE,PINEDO VASQUEZ,FEDERACION DE MUJERES INDIGENAS ARTESANAS DE LORETO,PRESIDENTA,2015,Actualidad
FRENTE ESPERANZA,CONGRESISTA,JORGE LUIS,MICALAY LOZANO,COLEGIO DE ABOGADOS DE LIMA,COORDINADOR PARLAMENTARIO,2005,2006
FRENTE ESPERANZA,CONGRESISTA,JORGE LUIS,MICALAY LOZANO,COLEGIO DE ABOGADOS DE LIMA,VICEPRESIDENTE COMISION  DE LEGISLACION DEPORTIVA,2002,2015
FRENTE ESPERANZA,CONGRESISTA,JOSE CARLOS,CHENG PALOMINO,CLUB CULTURAL DEPORTIVO LOS AUDACES - HUARAL,PRESIDENTE,1972,1975
FRENTE ESPERANZA,CONGRESISTA,JOSE CARLOS,CHENG PALOMINO,COOP/VIVIENDA ANGELA GASCO HURTADO,PRESIDENTE,1996,1998
FRENTE ESPERANZA,CONGRESISTA,LUZMARINA,PALOMINO QUISPE,ASOC. EL SOLAR DE CAYMA,VICE PRESIDENTA,2012,2016
FRENTE ESPERANZA,CONGRESISTA,LUZMARINA,PALOMINO QUISPE,RESP. SOC. CIVIL CAYMA,DELEGADA TRANS CAYMA,2008,2010
FRENTE ESPERANZA,CONGRESISTA,MARIVEL,PICON ALVARADO ,ASOCIACION DE EMPRENDEDORES TEXTILES DE ILO,PRESIDENTE,2013,Actualidad
FRENTE ESPERANZA,CONGRESISTA,RAMON,INOÑAN ZAPATA,COLEGIO DE ABOGADOS,DIRECTOR,2000,2001
FRENTE ESPERANZA,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CARLOS RICARDO,CUARESMA SANCHEZ,Cámara Peruana de Radio y TV,Presidente,2015,Actualidad
FRENTE ESPERANZA,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CARLOS RICARDO,CUARESMA SANCHEZ,Camara de Radio y TV del Cusco,Presidente,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,ALEJANDRINA,CARRANZA NORIEGA,CLUB DE MADRE Y COMEDORES POPULARES LIMA Y CALLAO,COORDINADORA,2010,Actualidad
FUERZA POPULAR,CONGRESISTA,ALEJANDRINA,CARRANZA NORIEGA,CLUB DE MADRES Y COMEDORES POPULARES,COORDINADORA DISTRITAL DE COMAS,1998,Actualidad
FUERZA POPULAR,CONGRESISTA,ANGEL,NEYRA OLAYCHEA ,COORDINADORA NACIONAL PYME,PRESIDENTE,2005,2007
FUERZA POPULAR,CONGRESISTA,ANGEL,NEYRA OLAYCHEA ,SALVEMOS LOS OLIVOS,POSTULANTE A REGIDOR MUNICIPALIDAD DE OS OLIVOS,2006,2006
FUERZA POPULAR,CONGRESISTA,ANGEL,NEYRA OLAYCHEA ,CAMBIO 90,PARTICIPANTE - MOVILIZACION DE BASES,1995,1995
FUERZA POPULAR,CONGRESISTA,ANGEL,NEYRA OLAYCHEA ,ATEM PERU,PRESIDENTE,2003,2006
FUERZA POPULAR,CONGRESISTA,BEATRIZ,YAMASHIRO NAKASONE ,MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO,PRESIDENTA DE COMITE DE DAMAS ,1999,2012
FUERZA POPULAR,CONGRESISTA,BIENVENIDO,RAMIREZ TANDAZO,FEDERACIÓN MÉDICA DE LA REGIÓN TUMBES,PRESIDENTE,2016,Actualidad
FUERZA POPULAR,CONGRESISTA,BIENVENIDO,RAMIREZ TANDAZO,FEDERACIÓN MÉDICA DE LA REGIÓN TUMBES,PRESIDENTE ,2014,2016
FUERZA POPULAR,CONGRESISTA,CARLOS ALBERTO SEGUNDO,SANCHEZ CENTURION ,Fuerza Área del Perú,Médico Pediatra,1999,2001
FUERZA POPULAR,CONGRESISTA,CARLOS ALBERTO SEGUNDO,SANCHEZ CENTURION ,EsSalud,Médico Pediatra,2002,2003
FUERZA POPULAR,CONGRESISTA,CARLOS HUMBERTO,TICLLA RAFAEL ,Ministerio del Interior - Prefectura de Cajamarca,Gobernador del Distrito de Chota,2001,2002
FUERZA POPULAR,CONGRESISTA,CESAR ANTONIO,SEGURA IZQUIERDO ,CAMARA DE COMERCIO ICA,DIRECTOR TESORERO,2011,2014
FUERZA POPULAR,CONGRESISTA,CESAR ANTONIO,SEGURA IZQUIERDO ,CAMARA DE COMERCIO ICA,PRESIDENTE,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,CLAYTON FLAVIO,GALVAN VENTO,Prefectura Pasco,Prefecto ,1999,2000
FUERZA POPULAR,CONGRESISTA,DANIEL GUILLERMO,URBINA HUERTAS,CONSEJO DE FACULTAD INGENIERÍA AGRÍCOLA - UNALM,MIEMBRO TERCIO DE FACULTAD,1999,1999
FUERZA POPULAR,CONGRESISTA,DAYSI MARIA,VALDEZ QUISPE ,PARTIDO POLITICO FUERZA 2011,CANDIDATA AL CONGRESO,2011,2011
FUERZA POPULAR,CONGRESISTA,ESTEBAN DIOMEDES,RIVERA CARRERA ,Colegio de Enfermeros-CRXXVI,Vocal I,2009,2011
FUERZA POPULAR,CONGRESISTA,ESTELITA SONIA,BUSTOS ESPINOZA ,ASOC. VIRGEN DEL CARMEN,VICEPRESIDENTA,2011,2015
FUERZA POPULAR,CONGRESISTA,ESTELITA SONIA,BUSTOS ESPINOZA ,ASOC. VIRGEN DEL CARMEN,PRESIDENTA,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,ESTHER,SAAVEDRA VELA ,CONGRESO DE LA REPUBLICA,PRESIDENTA (i) PARLAMENTO AMAZONICO,2015,2016
FUERZA POPULAR,CONGRESISTA,FELIPE BENIGNO,REINOSO CERVANTES,MUNICIPALIDAD DE SAN BORJA,PRESIDENTE PRESUPUESTO PARTICIPATIVO ,2013,2014
FUERZA POPULAR,CONGRESISTA,FELIPE BENIGNO,REINOSO CERVANTES,MUNICIPALIDAD SAN BORJA,PRESIDENTE JUNTA VECINAL 12B ,2012,2013
FUERZA POPULAR,CONGRESISTA,FELIPE BENIGNO,REINOSO CERVANTES,PARTIDO DEMOCRATA DE LOS ESTADOS UNIDOS,DIPUTADO ESTATAL,2001,2009
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén Residencial La Molina,Presidente,2005,2008
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén de Monterrico,Presidente,2003,2005
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén de San Borja,Presidente,2002,2004
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén Las Gardenias de Caminos del Inca,Presidente,2009,2012
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén de Pisco,Presidente,2013,2015
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén de la Encalada,Presidente,2008,2011
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Propietarios Los Emprendedores El Edén,Presidente,2013,Actualidad
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén de la Ensenada La Molina,Presidente,2007,2010
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén de Primavera,Presidente,2008,2011
FUERZA POPULAR,CONGRESISTA,FELIX,NINA COAGUILA,Asociación de Comerciantes El Edén Residencial Higuereta,Presidente,2009,2012
FUERZA POPULAR,CONGRESISTA,FRANCISCO AMADOR,MERINO REYNA MENESES,MINISTERIO DEL INTERIOR ,SUB PREFECTO,1995,1997
FUERZA POPULAR,CONGRESISTA,FRANCISCO JAVIER,VILLAVICENCIO CARDENAS,COLEGIO DE NOTARIOS DEL DISTRITO NOTARIAL DEL CALLAO,DECANO,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,FRANCISCO JAVIER,VILLAVICENCIO CARDENAS,JUNTA DE DECANO DE LOS COLEGIOS DE NOTARIOS EN EL PERU ,PRESIDENTE,2011,2012
FUERZA POPULAR,CONGRESISTA,FREDDY FERNANDO,SARMIENTO BETANCOURT ,Club Rotary Piura,Presidente,1994,1994
FUERZA POPULAR,CONGRESISTA,GABINO HUGO,ROSAS LOPEZ ,ASOC.HIJOS DE CHUMPI,PRESIDENTE,2000,2006
FUERZA POPULAR,CONGRESISTA,GABINO HUGO,ROSAS LOPEZ ,FEDERACIÓN DE INST.PARINACOCHAS,PRESIDENTE FUNDADOR,2005,2007
FUERZA POPULAR,CONGRESISTA,GILMER,TRUJILLO ZEGARRA ,AMRESAM,SECRETARIO,1996,1998
FUERZA POPULAR,CONGRESISTA,GIOVANNA PILAR,REBATTA LOZA ,Federación para la paz universal - UPF,Embajador para la paz,2015,Actualidad
FUERZA POPULAR,CONGRESISTA,GLADYS,CONDORI CHOQUEMAMANI,U. ANDINA NESTOR CACERES VELASQUEZ,CONSEJERA UNIVERSITARIA,2012,2014
FUERZA POPULAR,CONGRESISTA,GLADYS,CONDORI CHOQUEMAMANI,ASOCIACION DE INSTITUCIONES PANDILLERAS - SAN ROMAN,TESORERA,2015,2016
FUERZA POPULAR,CONGRESISTA,GLIDER AGUSTIN,USHÑAHUA HUASANGA ,COLEGIO DE ABOGADOS DE UCAYALI,DECANO,2015,2016
FUERZA POPULAR,CONGRESISTA,GUILLERMO HERNAN,MARTORELL SOBERO,ZOFRATACNA,DIRECTOR,2003,2012
FUERZA POPULAR,CONGRESISTA,GUILLERMO HERNAN,MARTORELL SOBERO,"CAMARA DE COMERCIO, INDUSTRIA Y PRODUCCION DE TACNA",PRESIDENTE,2003,2006
FUERZA POPULAR,CONGRESISTA,JOSE LUIS,ESPICHAN PEREZ,MUNICIPALIDAD DE SAN MARTIN DE PORRES,GERENTE MUNICIPAL,2006,2006
FUERZA POPULAR,CONGRESISTA,JOSE LUIS,ESPICHAN PEREZ,MUNICIPALIDAD DE SURCO,PROCURADOR PUBLICO,2007,2007
FUERZA POPULAR,CONGRESISTA,JUAN CARLO,YUYES MEZA ,SOCIEDAD NACIONAL DE ACUICULTURA,PRESIDENTE COMITE DE LANGOSTINOS,2015,2016
FUERZA POPULAR,CONGRESISTA,JUAN CARLOS,DEL AGUILA CARDENAS ,CAMARA DE COMERCIO DE LORETO,PRESIDENTE,2000,2002
FUERZA POPULAR,CONGRESISTA,KARINA JULIZA,BETETA RUBIN,CONGRESO DE LA REPÚBLICA,PRESIDENTA DE LA SUB COMISIÓN DE ACUSACIONES CONSTITUCIONALES ,2010,2011
FUERZA POPULAR,CONGRESISTA,KARINA JULIZA,BETETA RUBIN,CONGRESO DE LA REPÚBLICA,"PRESIDENTA DE LA COMISIÓN DE LA PRODUCCIÓN, MICRO PEQUEÑA EMPRESA Y COOPERATIVAS",2015,Actualidad
FUERZA POPULAR,CONGRESISTA,KARINA JULIZA,BETETA RUBIN,CONGRESO DE LA REPÚBLICA,PRESIDENTA DE LA COMISIÓN DE LA MUJER Y DESARROLLO SOCIAL,2007,2010
FUERZA POPULAR,CONGRESISTA,KESIA SOFIA,SANCHEZ LARICO,ILUSTRE COLEGIO DE ABOGADOS DE PUNO,COORDINADORA DE DELEGADOS DE PROVINCIAS,2011,2012
FUERZA POPULAR,CONGRESISTA,LILIANA MILAGROS,TAKAYAMA JIMENEZ ,Sociedad Japonesa de Auxilios Mutuos,Tesorera,2015,Actualidad
