ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,NOMBRE_CENTRO,NOMBRE_CARRERA,FECHAS
DEMOCRACIA DIRECTA,CONGRESISTA,ALIOSI ANTONIA,CANCAN OLEA,ESCUELA DEPARTAMENTAL DE EDUCACIÓN ARTISTICA,ARTES PLÁSTICAS ,1968 - 1973
DEMOCRACIA DIRECTA,CONGRESISTA,ANDREA LIA,VALDERRAMA CAMPOS ,IDAT,TECNICO EN DISEÑO GRAFICO,2009 - 2009
DEMOCRACIA DIRECTA,CONGRESISTA,ANDRES,SULLCARAY BENITO,FEDERACION MINERA DEL PERU,LEGISLACION LABORAL,1984 - 1989
DEMOCRACIA DIRECTA,CONGRESISTA,ANDRES,SULLCARAY BENITO,FETIMAC,TECNICO EN ELECTRICIDAD,1994 - 1996
DEMOCRACIA DIRECTA,CONGRESISTA,CARLOS ALBERTO LUDECINO,MARTINEZ MARQUEZ ,ICPNA,INGLES,2000 - 2000
DEMOCRACIA DIRECTA,CONGRESISTA,CARMITA,CALVA GUERRERO ,I.S.T SAN AGUSTIN,ENFERMERIA,1998 - 2000
DEMOCRACIA DIRECTA,CONGRESISTA,CESAR AUGUSTO,BAZAN RUBIO ,(CGR) ESCUELA NACIONAL CTROL,AUDITORIA GESTION AMBIENTAL,2004 - 2004
DEMOCRACIA DIRECTA,CONGRESISTA,CESAR AUGUSTO,BAZAN RUBIO ,COLEGIO DE INGENIEROS DEL PERU,SNIP - PROY INVERSIONES PUBLICAS,2007 - 2007
DEMOCRACIA DIRECTA,CONGRESISTA,CIRILO,HERRERA TAIPE,"INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO ""ABANCAY""",TÉCNICO AGROPECUARIO,1995 - 1997
DEMOCRACIA DIRECTA,CONGRESISTA,DIOMEDES,DE LA CRUZ CASTRO ,ATENEO DEMOSTENES,ATENEO DEMOSTENES,1988 - 1988
DEMOCRACIA DIRECTA,CONGRESISTA,DIOMEDES,DE LA CRUZ CASTRO ,IPAE,ADMINISTRACION,1975 - 1976
DEMOCRACIA DIRECTA,CONGRESISTA,EDGAR NELSON,QUISPE FLORES,SENATI,TECNICO EN ELECTRICIDAD INDUSTRIAL,1993 - 1994
DEMOCRACIA DIRECTA,CONGRESISTA,EDY HERACLIO,HERNANDEZ CARDENAS,SENCICO,AUTOCAD,1995 - 0
DEMOCRACIA DIRECTA,CONGRESISTA,EDY HERACLIO,HERNANDEZ CARDENAS,TECSUP,PLC CONTROLADORES LOGICOS PROGRAMABLES,1996 - 1996
DEMOCRACIA DIRECTA,CONGRESISTA,ENRIQUE MANUEL,CASTAÑEDA TELLO ,UNI - UNIVERSIDAD NACIONAL DE  INGENIERIA ,ELECTRICISTA,2014 - 2014
DEMOCRACIA DIRECTA,CONGRESISTA,FANY ROSSEMERY,SARMIENTO POLO ,C.E.O CAYETANO HEREDIA,OBSTETRIA TECNICA,1988 - 1988
DEMOCRACIA DIRECTA,CONGRESISTA,FANY ROSSEMERY,SARMIENTO POLO ,I.S.P  FEDERICO VILLAREAL,TECNICA ENFERMERIA,1989 - 1990
DEMOCRACIA DIRECTA,CONGRESISTA,FANY ROSSEMERY,SARMIENTO POLO ,"I.S.N.E ""SANTA MARIA REYNA""",ENFERMERIA,1989 - 1991
DEMOCRACIA DIRECTA,CONGRESISTA,FREDDY,MERMA DAMIAN ,CITE MADERA,MANEJO DE MAQUINA INDUSTRIAL,2013 - 2013
DEMOCRACIA DIRECTA,CONGRESISTA,FREDDY,MERMA DAMIAN ,CENTRO PEDRO PAULET,CARPINTERIA,2008 - 2008
DEMOCRACIA DIRECTA,CONGRESISTA,GERARDINA,TORRES TOLEDO ,ESCUELA METROPOLITANA POLITICA,FORMANDO LIDERES,2013 - 2013
DEMOCRACIA DIRECTA,CONGRESISTA,GERARDINA,TORRES TOLEDO ,IST. SUPERIOR PEDRO PAULET,CONTABILIDAD BASICA,1979 - 1979
DEMOCRACIA DIRECTA,CONGRESISTA,INGRID PATRICIA,PEREZ FERNANDEZ,I.S.T. CEPEA,SECRETARIADO EJECUTIVO,2007 - 2009
DEMOCRACIA DIRECTA,CONGRESISTA,IRENE MARTHA,QUISPE TABOADA,I. E. AMERICANA,AUXILIAR CONTABLE,1974 - 1975
DEMOCRACIA DIRECTA,CONGRESISTA,JACKELINE NATALIE,ALVAREZ PAREDES ,IPCNA,INGLES,2011 - 2013
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE,GROVAS GONZALES,I.S.P. SANTA ROSA CUSCO,PROGRAMA DE PROFESIONALIZACION,1992 - 1997
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE DAVID,COVEÑAS CARRASCO ,NOVA,PANADERIA - PASTELERIA,2015 - 0
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,CENTRUM,COMO CREAR UN ENTORNO DE TRABAJO,2002 - 2002
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,U.N. PEDRO RUIZ GALLO,ADMINISTRACION DE EMPRESAS DE COOPER.,1971 - 1971
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,ABACO COORP EDUCATIVA,NEGOCIACION,2003 - 2003
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,ABACO CENTRO DESARROLLO EMPRESARIAL,PROGRAMA DE EXCELENCIA EN ADMINISTRACION,2003 - 2003
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MIGUEL ANGEL,CORTEZ VIGO,SENATI,CONSTRUCCIONES METALICAS,1989 - 1990
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE NESPITO,VASQUEZ HUAMAN,I.P.E  GAMOR,TECNICO EN AUTOMOTORES Y DIESEL,1980 - 1981
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE NESPITO,VASQUEZ HUAMAN,I.C.A.E.M ,RELACIONES INDUSTRIALES,1980 - 1981
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE VICENTE,GARCIA CASTILLO,INSTITUTO NACIONAL AGROPECUARIO (INA Nro. 7),TECNICO AGROPECUARIO,1970 - 1974
DEMOCRACIA DIRECTA,CONGRESISTA,JOVITA,REATEGUI CUMAPA,I.S.T.P. VIRGEN DE LAS NIEVES,AUXILIAR EN ENFERMERIA,1997 - 1997
DEMOCRACIA DIRECTA,CONGRESISTA,JUAN CARLOS,GONZALES CALLA,I.S.T ALBERT EINSTEN,COMPUTACION E INFORMATICA,1987 - 1989
DEMOCRACIA DIRECTA,CONGRESISTA,JUAN JOSE,CHAMBILLA VENTURA,CETPRO CAP. MINERA MARIO SAMAME BOGGIO,MECÁNICO DE MANTENIMIENTO DE EQUIPOS MINEROS,1999 - 2000
DEMOCRACIA DIRECTA,CONGRESISTA,KETTY FLOR,CASTILLO PADILLA,IBM,ESPECIALISTA EN PROGRAMACION DE PC,2000 - 2001
DEMOCRACIA DIRECTA,CONGRESISTA,KETTY FLOR,CASTILLO PADILLA,IBM,ESPECIALISTA EN PC,1999 - 2000
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS LUCHO,ROJAS HUAMANI ,CEOPA,MECANICA DE PRODUCCION,1992 - 1994
DEMOCRACIA DIRECTA,CONGRESISTA,LUSDAY LIBERTAD,VEGA APONTE DE MARTINEZ,"I.E.S.T.P ""ALMIRANTE MIGUEL GRAU""",TÉCNICO CONTABLE,1988 - 1990
DEMOCRACIA DIRECTA,CONGRESISTA,LUZ ANGELICA,SOLANO HARO ,CESCA,SECRETARIADO,2002 - 2003
DEMOCRACIA DIRECTA,CONGRESISTA,MARI LUZ,CARHUASUICA TAPIA,CENTRO DE ESTUDIOS CIMUVI,SECRETARIADO EJECUTIVO E IDIOMAS,2001 - 2003
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ISABEL,ESCOBAR MAMANI,I.S.T.P VALLE DE TAMBO,PRODUCCION DE ABONOS ORGANICOS,2008 - 2010
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ISABEL,ESCOBAR MAMANI,JORGE BASADRE,ENFERMERIA TECNICA ,2000 - 2002
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA LOURDES,COARITE LAURA,CEOGNE TECNIC FASHION,TECNICO EN CONFECCIONES INDUSTRIALES,1999 - 2000
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA LOURDES,COARITE LAURA,CEOGNE MARIA DOMITILA LASCOMBES,AUXILIAR DE EDUCACION INICIAL,2005 - 2006
DEMOCRACIA DIRECTA,CONGRESISTA,MARIA ROSA,SANCHEZ JARANDILLA ,ANGLO AMERICANA,ENFERMERÍA,1977 - 1980
DEMOCRACIA DIRECTA,CONGRESISTA,MELISSA,PERALTA ORELLANA,I.S.T.P. CESDE,INFORMATICA,2005 - 2007
DEMOCRACIA DIRECTA,CONGRESISTA,MELISSA,PERALTA ORELLANA,CEPTRO RIKCAARISUN,INFORMATICA,2007 - 2008
DEMOCRACIA DIRECTA,CONGRESISTA,NELLY MERCEDES,VILCA QUISPE,MEGATRONIC,PERIODISMO,2005 - 2008
DEMOCRACIA DIRECTA,CONGRESISTA,OSCAR ELIAS QUINTO,CARDENAS BARTRA ,CAEN,INTELIGENCIA ESTRATEGICA,2012 - 2012
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,CENTRO DE INVESTIGACION DE SICOLOGIA APLICADA LATINOAMERICANA CIPAL,ORATORIA Y LIDERAZGO,2011 - 2011
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,	CENTRO DE INVESTIGACION DE SICOLOGIA APLICADA LATINOAMERICANA CIPAL,DIPLOMADO EN GESTION PUBLICA,2014 - 2014
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,CENTRO DE INVESTIGACION DE SICOLOGIA APLICADA LATINOAMERICANA CIPAL,GESTION MUNICIPAL,2014 - 2014
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,CENCICO,ELECTRICIDAD DOMICILIARIA,2005 - 2006
DEMOCRACIA DIRECTA,CONGRESISTA,RODIL,ROJAS DAHUA ,CENTRO DE INVESTIGACION DE SICOLOGIA APLICADA LATINOAMERICANA CIPAL,REALIDAD NACIONAL,2015 - 2015
DEMOCRACIA DIRECTA,CONGRESISTA,ROSA ALICIA,MENDOZA CRESPO,INSTITUTO SUPERIOR PEDAGÓGICO,EDUCACIÓN,1983 - 1989
DEMOCRACIA DIRECTA,CONGRESISTA,SANTIAGO,FLORES LOZA ,INST. EDUC. SUP. TECNICO PUBLICO NAV. CITEN,ESC. RADIO COMUNICACIONES,1971 - 1972
DEMOCRACIA DIRECTA,CONGRESISTA,SEGUNDINA RUFINA,VENTURA HINOSTROZA,INSTITUTO SUPERIOR TECNOLÓGICO CATALINA BUENDÍA DE PECHO,TÉCNICO EN METALURGIA,1983 - 1985
DEMOCRACIA DIRECTA,CONGRESISTA,SEVERIANO HIGOR,RODRIGUEZ TORRES ,INSTITUTO TECNOLOGICO JOSE PARDO,MECANICA DE PRODUCCION,1984 - 1987
DEMOCRACIA DIRECTA,CONGRESISTA,VANESSA YANINA,CUBAS VASQUEZ,SENATI,INGLES,2005 - 2006
DEMOCRACIA DIRECTA,CONGRESISTA,YENI PAOLA,BARRAZUETA LARREATEGUI,I.S.T.P. SAN IGNACIO DE LOYOLA,TÉCNICO AGROPECUARIO,2007 - 2010
DEMOCRACIA DIRECTA,CONGRESISTA,YOHANA HELEN,VILCA FLORES,INSTITUTO CULTURAL DE IDIOMAS,INGLÉS,2007 - 2008
DEMOCRACIA DIRECTA,CONGRESISTA,YOHANA HELEN,VILCA FLORES,INSTITUTO SUPERIOR MARIA MONTESSORI,FARMACIA,2008 - 2008
DEMOCRACIA DIRECTA,CONGRESISTA,YSMENE DARLY,VARGAS CORDOVA,IPAE,ADMINISTRACION,2008 - 2008
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,Manuela Ramos,El trabajo del cuidado de la mujer,2014 - 2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,FLORA TRISTAN,FORMACION POLITICA,2010 - 2010
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,UCV,Liderazgo,2013 - 2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADELINDA,DIAZ URIARTE,INS. SUPERIOR PAUL MILLER,COMPUTACION E INFORMATICA,2005 - 2005
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ALEX MANUEL,GALLARDO ZETA,C.J. ALBERT EINSTEIN,MECANICA INDUSTRIAL,1990 - 1991
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,CURSO INTERNACIONAL ITS Y SIDA SIGLO XXI,IMPACTA,2001 - 2001
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,UNIVERSIDAD CAYETANO HEREDIA,CULTURA DE CALIDAD PARA GESTION,2004 - 0
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,CONSEJO LATINOAMERICANO DEL CARIBE CON SERVICIO EN VIH Y SIDA,PROGRAMA DE DESARROLLO DE LIDERAZGO,2004 - 0
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ANGELA LEONOR,VILLON BUSTAMANTE ,REDES LATINOAMERICANA EN VIH Y SIDA,CONSULTORES COMUNITARIOS,2005 - 0
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ETELVINA,BRICEÑO VELA,INST. SUPERIOR PEDAGOGICO,-,1994 - 1999
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,GRETELL ESPERANZA,REBAZA ARAUJO ,INSTITUTO PERUANO AMERICANO,INGLES,1979 - 1981
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANEETH LILIANA,OTOYA BRAMON ,COMPUTRONIC,COMPUTACIÓN,1998 - 2000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JAVIER,CASTRO ZAVALETA ,PROGRAMA VELASCO - PESQUERIA,BIOLOGIA MARINA,1974 - 1974
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JAVIER,CASTRO ZAVALETA ,PROGRAMA VELASCO - DICAPI,NAVEGACION Y PRIMEROS AUXILIOS,1974 - 0
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE,OLIVOS VINCES ,ESEFUL,DIRECT. TECNICO FUTBOL,2008 - 2009
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOVANA ELENA,VILLANUEVA CHOMB,SECRETARIADO COMERCIAL,SECRETARIADO COMERCIAL,2015 - 2015
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,KATIUSKA,VILLASANTE VERGARA,I.E.S.T.P.,GUIA OFICIAL DE TURISMO,2004 - 2008
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONILA MARTINA,PORTOCARRERO RAMOS ,CONSERVATORIO NACIONAL,PEDAGOGIA MUSICAL,1969 - 0
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEONILA MARTINA,PORTOCARRERO RAMOS ,CONSERVATORIO NACIONAL,ESTUDIOS SUPERIORES DE MUSICA,1969 - 1974
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEYDI ELIZABETH,DE LA CRUZ MAYTA,INJOUNSA,ASISTENTE INFORMATICA Y DOCUMENTACION EMPRESARIAL,2008 - 2008
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEYDI ELIZABETH,DE LA CRUZ MAYTA,INJOUNSA,CICLO BASICO,2008 - 2008
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS,QUINDE GARCIA ,ISTP. SAN IGNACIO,CONTABILIDAD,2012 - 2014
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LUIS PEDRO,PORTILLA Y TORRES,PARROQUIA SAGRADA FAMILIA,COMPUTACION,2004 - 2005
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARTIN ARNALDO,MORALES TORRES ,INSTITUTO SAN IGNACIO DE LOYOLA,CARRERA PROF. COMPUTACION E INFORMATICA,1993 - 1997
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MICHEL FRANK,BERAUN CHACA,ISAEFT. AMERICANO,COMPUTACION E INFORMATICA,2013 - 2013
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MONICA,ALARCON ANTEZANA,IESP. ARGENTINA,ADMINISTRACION,1998 - 1999
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NADIA YESENIA,GRANDEZ PISCO,CETPRO,Computación,2001 - 2001
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NADIA YESENIA,GRANDEZ PISCO,CETPRO,Corte y confección,2000 - 2000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NATALY ROSARIO,MONTALDO TORRES,SAN IGNACIO DE LOYOLA,ADM DE EMPRESAS,2008 - 2011
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NELIDA,AYAY CHILON ,COMPUTACION E INFORMATICA,COMPUTACION E INFORMATICA,2006 - 2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NELIDA,AYAY CHILON ,SENATI,CONFECCIONES TEXTILES,2004 - 2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NINFA ANGELA,QUISPE QUISPE,IST. J.C. MARIATEGUI,TECNICO EN CONTABILIDAD,1983 - 1985
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,NINFA ANGELA,QUISPE QUISPE,IS PEDAGOGICO NUESTRA SEÑORA DEL ROSARIO,HISTORIA Y GEOGRAFIA SECUNDARIA,1995 - 1998
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,PEDRO FERNANDO,TINCOPA CALLE,SENATI,ELECTRICIDAD,1970 - 1972
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RAFAEL,RUIZ DIAZ ,INTE. CIRO ALEGRIA BAZAN,ADMINISTRACION DE EMPRESAS,1988 - 1990
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RUBEN DARION,VEGA MATOS ,IST. TAYLOR,ADMINISTRACION DE EMPRESAS,1991 - 1993
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,RUFINA ANDREA,ORDINOLA ARELLANO,I.S.T. COSMOS,ADM DE EMPRESAS,1977 - 1980
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,SANTIAGO,MANUIN VALERA ,DEUSTO,DERECHOS HUMANOS,2001 - 2001
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TANIA MICHAEL,TURRIATE CAVERO ,INSTITUTO SUPERIOR LATINO,TECNICO EN COMPUTACION,2003 - 2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,TANIA MICHAEL,TURRIATE CAVERO ,IPAE,ADMINISTRACION,2005 - 2006
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,WALTER,DE LA CRUZ BUJAICO,ISTP PAMPAS,AGROPECUARIA,2000 - 2003
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ZENAIDA JULIA,COLONIA SOLANO,A COMPU CLASS INFORMATICA,INFORMATICA,1999 - 1999
FRENTE ESPERANZA,CONGRESISTA,ALBERTO RUBEN,CORDERO NUÑEZ,CENTRO DE IDIOMAS DE LA FUERZA ARMADA,INGLES,1982 - 1982
FRENTE ESPERANZA,CONGRESISTA,ALDO ALONSO,TAVARA CESPEDES ,ISPP JUAN JOSE FARFAN,ADMINISTRACION DE EMPRESAS,2000 - 2002
FRENTE ESPERANZA,CONGRESISTA,AMANDA ESIDORA,SILVA LANDA ,CEPRO LA LIBERTAD,COSMETOLOGIA,2010 - 2012
FRENTE ESPERANZA,CONGRESISTA,ANA ROSA,MEDINA MENDOZA ,CEVATUR,COUNTER,1996 - 1999
FRENTE ESPERANZA,CONGRESISTA,ANA ROSA,MEDINA MENDOZA ,INSTITUTO SAN LUIS,COMPUTACION E INFORMATICA,1989 - 1991
FRENTE ESPERANZA,CONGRESISTA,CARLOS ALBERTO,JARA CORONADO ,DRTC - PIURA,EVALUACION Y SUPERVISION DE CONSTRUCCIONES VIALES,2012 - 2012
FRENTE ESPERANZA,CONGRESISTA,CARMEN MUJER,GALVEZ GAMARRA,SENATI,PROCESADOR DE ALIMENTOS,1995 - 1997
FRENTE ESPERANZA,CONGRESISTA,CESAR AUGUSTO OSWALDO,PEREA RAMIREZ,RADIO COM DATA,SATEL TRAINING,2002 - 2002
FRENTE ESPERANZA,CONGRESISTA,CESAR AUGUSTO OSWALDO,PEREA RAMIREZ,REGIONAL CENTER,WIRELESS PLANNING,2001 - 2001
FRENTE ESPERANZA,CONGRESISTA,DARIO EZEQUIEL,TAPIA SALAZAR,CAEM,DEFENSA NACIONAL,1988 - 1988
FRENTE ESPERANZA,CONGRESISTA,DIONICIA KETTY,HILARIO PEDROZO,VICTOR ANDRES BELAUNDE,SECRETARIADO JURIDICO,1970 - 1970
FRENTE ESPERANZA,CONGRESISTA,EDISON MANUEL,GIL TORRES,INFOCAE,FUNDAMENTOS BASIC - JAVA,2011 - 2011
FRENTE ESPERANZA,CONGRESISTA,EDISON MANUEL,GIL TORRES,IST IDAT,COMPUTACION E INFORMATICA,1989 - 1991
FRENTE ESPERANZA,CONGRESISTA,EMMA,PINEDO RAMIREZ,HIPOLITO UNANUE,ENFERMERIA TECNICA,1984 - 1986
FRENTE ESPERANZA,CONGRESISTA,ENOCH TEODORO,SANCHEZ PRUDENCIO ,CIESA,Ciencias de la Comunicacion,1994 - 1995
FRENTE ESPERANZA,CONGRESISTA,FERMIN CIRILO,CHAMBI LINARES,MIAMI POPULAR SCHOOL,ELECTRONICA,1968 - 1971
FRENTE ESPERANZA,CONGRESISTA,GERSON,DELGADO CHUJUTALLI ,INSTITUTO SUPERIOR TECNOLOGICO ALTO HUALLAGA,ENFERMERIA TECNICA,1992 - 1993
FRENTE ESPERANZA,CONGRESISTA,ISABEL,ALVARADO DE SANCHEZ,CPE IQUITOS,SASTRERIA BASICA,1979 - 0
FRENTE ESPERANZA,CONGRESISTA,ISABEL,ALVARADO DE SANCHEZ,CAPACITACION Y PRODUCCION,INDUSTRIA DEL VESTIDO,1977 - 1978
FRENTE ESPERANZA,CONGRESISTA,JESSICA YANINA,FALCON GARCIA,INSTITUTO CULTURAL ARGENTINO NORTEAMERICANO,NEW CUAVE 2 COURSE,1995 - 0
FRENTE ESPERANZA,CONGRESISTA,JESSICA YANINA,FALCON GARCIA,INSTITUTO CULTURAL ARGENTINO,SPECTRUN 2A - 2B ,1996 - 0
FRENTE ESPERANZA,CONGRESISTA,JESSICA YANINA,FALCON GARCIA,INSTITUTO CULTURAL ARGENTINO NORTEAMERICANO,NEW CUAVE 1 COURSE,1995 - 0
FRENTE ESPERANZA,CONGRESISTA,JESSICA YANINA,FALCON GARCIA,ACADEMIA OLIE,CORTES Y PEINADOS,1995 - 1998
FRENTE ESPERANZA,CONGRESISTA,JORGE LUIS,MICALAY LOZANO,COMISION NACIONAL DE FISICOCULTURISMO,INSTRUCTOR PERSONAL ACM,1998 - 1998
FRENTE ESPERANZA,CONGRESISTA,JORGE LUIS,MICALAY LOZANO,INSTITUTO DE INV. Y DESARROLLO DEL DEPORTE,ENTRENADOR DE FISICOCULTURISMO,1991 - 1994
FRENTE ESPERANZA,CONGRESISTA,JOSE EFRAIN,MAZA BALLADARES ,I.S.T. San Martin de Porres,Comunicacion Audiovisual,1988 - 1990
FRENTE ESPERANZA,CONGRESISTA,JUAN TEOBALDO,ZAPATA CARRION,ISTP ACCION COMUNITARIA,ADMINISTRACION,2005 - 2007
FRENTE ESPERANZA,CONGRESISTA,LUZMARINA,PALOMINO QUISPE,CEO INMACULADA,CORTE Y CONFECCION ,1977 - 1978
FRENTE ESPERANZA,CONGRESISTA,MARIANELA YOJANA,GONZALES FLORES ,I.S.T. Cap. Jose Abelardo Quiñones,Computacion e Informatica,2001 - 2003
FRENTE ESPERANZA,CONGRESISTA,MARIO MARTIN,PAREDES LOSTAUNAU,IPAE,ADMINISTRACION,2012 - 2014
FRENTE ESPERANZA,CONGRESISTA,MARIO MARTIN,PAREDES LOSTAUNAU,IDAT,COMPUTACION,1991 - 1992
FRENTE ESPERANZA,CONGRESISTA,MARY ROSA,JACINTO GABRIEL ,CONTADORES GRADUADOS UNMSM,COMPUTACION,1997 - 1998
FRENTE ESPERANZA,CONGRESISTA,MIGUEL ALEX,ALE VALERIANO ,UNIMASTER,DISEÑO GRAFICO,2005 - 2005
FRENTE ESPERANZA,CONGRESISTA,MIGUEL ALEX,ALE VALERIANO ,SENATI,MECANICA INDUSTRAIL,1989 - 1991
FRENTE ESPERANZA,CONGRESISTA,MILAGROS MALENA,GAMBOA MOQUILLAZA,CESCA,TECNICO EN MICROCOMPUTACION,1993 - 1993
FRENTE ESPERANZA,CONGRESISTA,MIRTHA LUZ,DOMINGUEZ RAMIREZ,UNMEVAL,COMPUTACION,2005 - 2007
FRENTE ESPERANZA,CONGRESISTA,MONICA ITALA,HINOJOSA PALOMINO,INCA GARCILASO DE LA VEGA,SECRETARIADO,1990 - 1992
FRENTE ESPERANZA,CONGRESISTA,NOELIA ROSSVITH,HERRERA MEDINA,ISTP ACCION COMUNITARIA,ADMINISTRACION,2005 - 2007
FRENTE ESPERANZA,CONGRESISTA,NORMA ADRIANA,RUEDA ÑOPO,IST GILDA BALLIVIAN,TECNICAS INFORMATICASA,2000 - 2001
FRENTE ESPERANZA,CONGRESISTA,PILAR ALEJANDRA,BALBIN VILLANUEVA,UNIVERSIDAD SAN MARTIN DE PORRES,INGLES,2012 - 2013
FRENTE ESPERANZA,CONGRESISTA,ROSA PASCUALA,SERRA ALBURQUEQUE,SANTO TORIBIO DE MOGROVEJO,ENFERMERIA,1997 - 2000
FRENTE ESPERANZA,CONGRESISTA,TITO ALEXANDER,CARHUAMACA RODRIGUEZ,SENCICO,TECNICO EN EDIFICACIONES,2002 - 2004
