ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,EMPLEADOR,CARGO,ANIO_INICIO,ANIO_FIN
PERU NACION,CONGRESISTA,LUIS,CORZO CORZO,TOTAL BANK MIAMI,GERENTE,2002,2012
PERU NACION,CONGRESISTA,LUIS,CORZO CORZO,BANCO WIESE,MONEDA ESTRANJERA,1980,1984
PERU NACION,CONGRESISTA,ENRIQUE FRANCISCO,SARMIENTO LOYOLA,Bioconsulting S.A.C.,Antropólogo,2015,Actualidad
PERU NACION,CONGRESISTA,ENRIQUE FRANCISCO,SARMIENTO LOYOLA,Universidad Privada San Juan Bautista,Docente,2012,Actualidad
PERU NACION,CONGRESISTA,ENRIQUE FRANCISCO,SARMIENTO LOYOLA,PROESMIN S.A.C.,Consultor,2007,2011
PERU NACION,CONGRESISTA,JENNY ROCIO,DIAZ HONORES,Golden Peru Export & Import SAC,Asesora Legal,2009,2014
PERU NACION,CONGRESISTA,JUAN ARTURO,ZAVALA GARCIA,craffort,gerente,2002,Actualidad
PERU NACION,CONGRESISTA,ENRIQUE FRANCISCO,SARMIENTO LOYOLA,Environmental Solutions S.A.C.,Antropólogo,2012,2013
PERU NACION,CONGRESISTA,ENRIQUE FRANCISCO,SARMIENTO LOYOLA,Ministerio Público del Perú,Analista,2004,2004
PERU NACION,CONGRESISTA,LEONCIO,BEJARBEJAR GARCIA,DIRECCIÓN REGIONAL AGRARIA,ESPECIALISTA AMBIENTAL/ INGENIERO AMBIENTAL,2016,Actualidad
PERU NACION,CONGRESISTA,LEONCIO,BEJARBEJAR GARCIA,"IEP ""LOS LIBERTADORES""",DOCENTE,2002,2015
PERU NACION,CONGRESISTA,MARIA SANTOS,LLAQUE SANCHEZ,Essalud,Enfermera asistencial,1996,Actualidad
PERU NACION,CONGRESISTA,JACINTO JAIME,POVES SIHUAY,"ISTP "" 9 DE MAYO""",DOCENTE ESTABLE I,1990,Actualidad
PERU NACION,CONGRESISTA,CARLOS ANGEL,NOROÑA VELARDE,CEBA POLITÉCNICO REGIONAL DEL CENTRO - CEBA SANTA ISABEL,PROFESOR POR HORAS,2004,Actualidad
PERU NACION,CONGRESISTA,CARLOS ANGEL,NOROÑA VELARDE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL TAYACAJA,ASESOR JURIDICO,2013,2014
PERU NACION,CONGRESISTA,CARLOS ANGEL,NOROÑA VELARDE,MUNICIPALIDAD DISTRITAL DE COVIRIALI,ASESOR JURIDICO,2015,2015
PERU NACION,CONGRESISTA,JUAN CARLOS,LAPA CAMARGO,I.E. ISTAY,PROFESOR POR HORAS,2012,2014
PERU NACION,CONGRESISTA,JUAN CARLOS,LAPA CAMARGO,MUNICIPALIDAD DISTRITAL DE COLCABAMBA,ASISTENTE ADMINISTRATIVO EDUCACION CULTURA Y DEPORTE,2011,2011
PERU NACION,CONGRESISTA,JUAN CARLOS,LAPA CAMARGO,I.E. SANTA ROSA DE HUACHOCOLPA,PROFESOR POR HORAS,2015,2015
PERU NACION,CONGRESISTA,KATTIA ROXANA,MUCHA MANSILLA,"I.E. ""MARÍA INMACULADA""",PERSONAL ADMINISTRASTIVO,2012,2015
PERU NACION,CONGRESISTA,ROSA HORTENSIA,MARTINEZ CUBA,MINISTERIO DE LA MUJER Y DESARROLLO SOCIAL,CONTROL PATRIMONIAL,2009,2009
PERU NACION,CONGRESISTA,ROSA HORTENSIA,MARTINEZ CUBA,CONTADURIA PUBLICA DE LA NACION,TECNICO ADMINISTRATIVO III,1989,1991
PERU NACION,CONGRESISTA,KARLA JOANNA,QUIÑE IGLESIAS,VALERISSIMA MODA,ASESORA DE MARCA,2015,2015
PERU NACION,CONGRESISTA,MARLENE JANET,IGLESIAS GONZALES,COLEGIO PRIVADO CIENTIFICO EL AMAUTA,JEFE DEL DEPARTAMENTO PSICOLOGICO,2015,Actualidad
PERU NACION,CONGRESISTA,CARLOS MANUEL,PONCE GOICOCHEA,Caja Municipal de Credito Popular de Lima,Funcionario,2003,2010
PERU NACION,CONGRESISTA,JUAN PABLO,QUIÑE VIGIL,Ministerio de Defensa,PENSIONISTA,1970,Actualidad
PERU NACION,CONGRESISTA,ALEJANDRO,VILLANUEVA BOLAÑOS,Ministerio de Industria turismo e integracion.,Jefatura de Proyecto piloto de constituciones empresariales,1981,1991
PERU NACION,CONGRESISTA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Inversiones CPC S.A.C,Presidente - Gerente General,2007,2013
PERU NACION,CONGRESISTA,MARIA RAQUEL,DARG QUIÑONES,La Casa del Ingeniero,auxiliar de contabilidad,1986,1987
PERU NACION,CONGRESISTA,MARIA RAQUEL,DARG QUIÑONES,Aero Perú,area de reservas,1989,1996
PERU NACION,CONGRESISTA,CARLOS EMIGDIO,CUBAS SILVA,Universidad Alas Peruanas.,Profesor Universitario,2004,2016
PERU NACION,CONGRESISTA,MARIA RAQUEL,DARG QUIÑONES,Universidad Peruana Cayetano Heredia,Departamento de biología,1987,1988
PERU NACION,CONGRESISTA,MANUEL TEODORO,MACEDO ALTAMIRANO,UGEL - CORONEL PORTILLO,DOCENTE,2011,Actualidad
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,MUNICIPALIDAD DISTRITAL DE POCOLLAY,ADMINISTRADOR,2004,2004
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,BANCO LATINO,creditos y cobranzas,1990,1995
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,F&F srl,Jefe de Marketing,2010,2012
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,BANCO DEL TRABAJ0,Jefe de Creditos,1996,1999
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,ELECTROSUR,TESORERO,2000,2003
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,CAJA MUNICIPAL DE TACNA,ASISTENTE DE CAJA Y OPERACIONES,2012,Actualidad
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,PROCESOS DE MEDIOS DE PAGO S.A.,Representante Regional,2005,2010
PERU NACION,CONGRESISTA,ROBERTO ALEJANDRO,MUÑANTE LAMBRUSCHINI,R.J.INVERSIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,Diseñador – Programador – Jefe de Proyectos,2011,2011
PERU NACION,CONGRESISTA,ROBERTO ALEJANDRO,MUÑANTE LAMBRUSCHINI,UNIVERSIDAD PRIVADA DE TACNA,WEBMASTER,2013,2013
PERU NACION,CONGRESISTA,ROBERTO ALEJANDRO,MUÑANTE LAMBRUSCHINI,BANCO DE CRÉDITO DEL PERÚ ,Promotor de Servicios,2012,2012
PERU NACION,CONGRESISTA,ROBERTO ALEJANDRO,MUÑANTE LAMBRUSCHINI,CAJA MUNICIPAL DE AHORROS Y CREDITOS TACNA S.A.,Auxiliar de Operaciones,2013,2013
PERU NACION,CONGRESISTA,LILIANA CARLOTA,LAMBRUSCHINI REY,"COLEGIO FISCALIZADO "" TOQUEPALA""",Docente ,2013,2014
PERU NACION,CONGRESISTA,LILIANA CARLOTA,LAMBRUSCHINI REY,Colegio Privado Alexander Von Humboldt S.A.C.,Docente - Tutora,2014,2015
PERU NACION,CONGRESISTA,ROBERTO ALEJANDRO,MUÑANTE LAMBRUSCHINI,VIETTEL PERU SAC.,Agente Zonal,2014,2015
PERU NACION,CONGRESISTA,JAIME MANUEL,GALLEGOS FLORES,CONSULTORIO JURIDICO,ABOGADO,1995,Actualidad
PERU NACION,CONGRESISTA,FREDY,CHOQUEPATA CCAPACCA,fundación tintaya ,tecnico inseminacion,2014,2014
PERU NACION,CONGRESISTA,FREDY,CHOQUEPATA CCAPACCA,proyecto sierra sur,locador,2013,2013
PERU NACION,CONGRESISTA,FREDY,CHOQUEPATA CCAPACCA,agrobanco,gestor de negocios,2015,2016
PERU NACION,CONGRESISTA,FREDY,CHOQUEPATA CCAPACCA,CRAC los ANDES,asesor de negocios,2014,2015
PERU NACION,CONGRESISTA,FREDY,CHOQUEPATA CCAPACCA,proyecto segal,locador,2014,2014
PERU NACION,CONGRESISTA,HENRY,RIVEROS ALVIZURI,AGENCIA AGRARIA HUAMANGA,Sectorista ,2016,Actualidad
PERU NACION,CONGRESISTA,ZAIRA PAMELA,MENDIETA ALANYA,Consorcio Supervisor Hospitalario Ayacucho,Asistente especialista en Medio Ambiente,2015,Actualidad
PERU NACION,CONGRESISTA,GLORIA MARIA,SALAZAR TORRES,PROCONSER,SECRETARIA,2004,2015
PERU NACION,CONGRESISTA,JEANETH MARIA,HERRERA GONZALEZ,jeaneth maria herrera gonzalez,profesora,1995,Actualidad
PERU NACION,CONGRESISTA,ALVARO ISRAEL,PINTO CARDENAS,ATLAS TRS S.A.C.,Gerente General,2010,Actualidad
PERU NACION,CONGRESISTA,ALVARO ISRAEL,PINTO CARDENAS,Transportes Alejandrino Alvaro Pinto y Díaz,Administrador,2008,2010
PERU NACION,CONGRESISTA,GIANCARLO JOSE,DE LA GALA ORIHUELA,FIPROSER SAC,SUPERVISOR ,2014,2014
PERU NACION,CONGRESISTA,GIANCARLO JOSE,DE LA GALA ORIHUELA,HUERTA PRESBÍTERO ANGHELO - ABOGADO,ASISTENTE LEGAL,2007,2011
PERU NACION,CONGRESISTA,GIANCARLO JOSE,DE LA GALA ORIHUELA,COOPERATIVA DE TRABAJADORES DE PRODUCCION ESPECIALES T-IMPULSO LTDA.,SUPERVISOR DE PERSONAL,2012,2013
PERU NACION,CONGRESISTA,GIANCARLO JOSE,DE LA GALA ORIHUELA,PRODUCCION AGROPECUARIA Y SERVICIOS EIRL,ASISTENTE ADMINISTRATIVO,2005,2006
PERU NACION,CONGRESISTA,GIANCARLO JOSE,DE LA GALA ORIHUELA,ADECCO CONSULTING SA,SUPERVISOR DE PERSONAL,2013,2014
PERU NACION,CONGRESISTA,GIANCARLO JOSE,DE LA GALA ORIHUELA,ABOGADO GIANCARLO JOSE DE LA GALA ORIHUELA,ABOGADO INDEPENDIENTE,2015,Actualidad
PERU NACION,CONGRESISTA,GIANCARLO JOSE,DE LA GALA ORIHUELA,ALIMENTACION NUTRICION Y SALUD EIRL,ASESOR LEGAL Y JEFE DE RECURSOS HUMANOS,2014,2015
PERU NACION,CONGRESISTA,LUIS EDGAR,PALOMINO CABRERA,ministerio de educacion,profesor de aula,1974,1994
PERU NACION,CONGRESISTA,LUIS EDGAR,PALOMINO CABRERA,ministerio de transportes y comunicaciones,jefe de personal,2000,2003
PERU NACION,CONGRESISTA,LUIS EDGAR,PALOMINO CABRERA,ministerio de educacion,promotor de alfabetización integral,2004,2005
PERU NACION,CONGRESISTA,LUIS EDGAR,PALOMINO CABRERA,POLICLINICO SAN FRANCISCO DE ASIS,DIGITOPUNTURA,2013,Actualidad
PERU NACION,CONGRESISTA,LUIS EDGAR,PALOMINO CABRERA,universidad nacional mayor de san marcos,supervisor de vigilantes,1998,1999
PERU NACION,CONGRESISTA,GLADYS ESCOLASTICA,LEON MENDOZA,UGEL. CORONEL PORTILLO.,DOCENTE,1996,Actualidad
PERU NACION,CONGRESISTA,JOSE ENRIQUE,BOOTTGER PRADA,I.E. MARGARITA N° 6404,DOCENTE,1991,Actualidad
PERU NACION,CONGRESISTA,ROSA HORTENSIA,MARTINEZ CUBA,TELE ATENTO DEL PERU SAC,ASESOR DE SERVICIOS,2012,2013
PERU NACION,CONGRESISTA,ROSA HORTENSIA,MARTINEZ CUBA,AJE CORPORACION TANSNACIONAL,ASISTENTE ADMINISTRATIVO,1997,2002
PERU NACION,CONGRESISTA,ROSA HORTENSIA,MARTINEZ CUBA,TECNICAS AMERICAS DE ESTUDIO PARA PERU SA,SENIOR DE RELACIONES PUBLICAS,2006,2007
PERU NACION,CONGRESISTA,JAKELINE,MOZOMBITE MORALES,IGLESIA ALIANZA CRISTIANA Y MISIONERA,APOYO EN LA DIRECCIÓN DE ADOLESCENTES Y JOVENES,2014,Actualidad
PERU NACION,CONGRESISTA,JAKELINE,MOZOMBITE MORALES,EL ESTABLO DEL YOGURT,VENTAS,2008,2013
PERU NACION,CONGRESISTA,JAKELINE,MOZOMBITE MORALES,CAJA MUNICIPAL DE AHORRO Y CRÉDITOS MAYNAS,ASISTENTE DE RECUPERACIONES JUDICIALES ,2013,2014
PERU NACION,CONGRESISTA,JAKELINE,MOZOMBITE MORALES,MINISTERIO PUBLICO,ACOMPAÑAMIENTOS A VICTIMAS DE VIOLENCIA FAMILIAR Y SEXUAL,2010,2011
PERU NACION,CONGRESISTA,JAKELINE,MOZOMBITE MORALES,CAJA MUNICIPAL DE AHORRO Y CRÉDITOS DE TRUJILLO,ABOGADO EXTERNO,2015,Actualidad
PERU NACION,CONGRESISTA,ERICKA JUANA,MARTINEZ SANCHEZ,Distribuidora Dismar SRL,Secretaria,2014,2015
PERU NACION,CONGRESISTA,ERICKA JUANA,MARTINEZ SANCHEZ,Hospital Tingo Maria,Tecnica en Laboratorio Clinico,2012,2014
PERU NACION,CONGRESISTA,ERICKA JUANA,MARTINEZ SANCHEZ,Red de Salud Leoncio Prado,Inspectora Sanitaria,2009,2012
PERU NACION,CONGRESISTA,MOISES,ARISTA ESTACIO,Asociacion Central de productores Agropecuarios Alto Huallaga,Presidente,2012,Actualidad
PERU NACION,CONGRESISTA,MOISES,ARISTA ESTACIO,"Empresa Comercialiyadora, Tingo Maria MRE E.I.R.L.",Gerente,2010,2012
PERU NACION,CONGRESISTA,MOISES,ARISTA ESTACIO,ONG IPAA Integrando los pueblos andinos amazonicos,Presidente,2006,2010
PERU NACION,CONGRESISTA,ERICKA JUANA,MARTINEZ SANCHEZ,Consultorio Medico y Laboratorio Jenni,Tecnica en laboratorio clinico,2015,Actualidad
PERU NACION,CONGRESISTA,MADELI TEODULA,VILLANUEVA QUISPE,IESTP LA CANTUTA,DOCENTE,2013,2014
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,MUNICIPALIDAD PROVINCIAL DE ANGARAES,RESIDENTE,2010,2010
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,ASOCIACION CIVIL SAN JAVIER DEL PERU,PROMOTRO SOCIAL,2007,2007
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,ASOCIACION CIVIL SAN JAVIER DEL PERU,RESPONZABLE DE ZONA III,2006,2006
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,AGRORURAL - ALIADOS OCR,CONSULTOR,2011,2011
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,MUNICIPALIDAD PROVINCIAL DE ANGARAES,RESIDENTE,2009,2010
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,ASOCIACION CIVIL SAN JAVIER DEL PERU,RESPNSABLE DE LA ZONA III,2006,2006
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,MUNICIPALIDAD DISTRITAL DE HUANDO,RESIDENTE DE OBRA,2012,2013
PERU NACION,PRESIDENTE DE LA REPUBLICA,FRANCISCO ERNESTO,DIEZ-CANSECO TÁVARA,Grupo Organico Nacional S.A.,Director Asesor,2005,Actualidad
PERU NACION,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Inversiones CPC S.A.C,Presidente - Gerente General,2007,2013
PERU NACION,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,MARGARITA,GAMBOA URBINA,Hospital Militar Central,Enfermera Jefa,1998,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ALBERTO,CALLUPE PEREZ,Independiente,Ingeniero Mecanico,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ALBERTO,CALLUPE PEREZ,Ariana Publicidad SA,Jefe de Produccion,2008,2011
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ALBERTO,CALLUPE PEREZ,PRODAC SA,Asistente de Mantenimiiento,2006,2007
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ALBERTO,CALLUPE PEREZ,Vulco Peru SA,Inspector de Calidad,2012,2015
PERU PATRIA SEGURA,CONGRESISTA,AYDEE SEGUNDINA,HINOJOSA RUELAS,Instituto Nacional Materno Perinatal-Maternidad de Lima,LIC. ENFERMERIA,1995,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,MAX ANTONIO,ORELLANA FIORI,MUNICIPALIDAD  PROVINCIAL DE HUAROCHIRI - MATUCANA,DIRECTOR MUNICIPAL DE TRASPORTE URBANO,1996,1999
PERU PATRIA SEGURA,CONGRESISTA,RAQUEL,CHAVEZ CARDENAS,I.E.I. N° 774 - UGEL REQUENA,PROFESORA DE AULA,2010,2015
PERU PATRIA SEGURA,CONGRESISTA,SAMUEL,RUIZ CARDENAS,NENS,GERENTE,1997,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,SAMUEL,RUIZ CARDENAS,ASESORIA CONTABLE EXTERNA,ASESOR,2010,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,CAROLL JANET,PEREZ AROSTEGUI,Independiente,Servicios Generales,1990,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,ABRAHAM SET,PRADA CERRO,MUNICIPALIDAD DE CAÑETE,AREA DE LIQUIDACIONES,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,ABRAHAM SET,PRADA CERRO,POLARIS INGENIEROS CONSULTORES PRADA S.A.C.,GERENTE GENERAL ,2010,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,SEDIMA,BERNUY ATACHAGUA,"I.E. Nº 120 ""MANUEL ROBLES ALARACON""",PROFESORA DE AULA,1989,2015
PERU PATRIA SEGURA,CONGRESISTA,SEDIMA,BERNUY ATACHAGUA,"CEBA  ""MADRE TERESA DE CALCUTA """,FACILITADORA,2015,2015
PERU PATRIA SEGURA,CONGRESISTA,SILVIO,ANGULO MEDRANO,Independiente,Asesor Comercial,1990,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,SUJEIHY ZULEMA,ANCO DAZA,PERU BET SAC,ADMINISTRADORA,2013,2014
PERU PATRIA SEGURA,CONGRESISTA,SUJEIHY ZULEMA,ANCO DAZA,MACHO RECE AND SPORT BOOK,ADMINISTRADORA,2005,2011
PERU PATRIA SEGURA,CONGRESISTA,SUJEIHY ZULEMA,ANCO DAZA,CV. INVESTMENT THE HORSE SHOES,ADMINISTRADOR,2003,2005
PERU PATRIA SEGURA,CONGRESISTA,VICTOR HUGO DANIEL,MANCHEGO LIÑAN,Daniel  Manchego Liñan ,administrador ,2011,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,RUTH MONICA,VELASQUEZ CARRANZA,LAU VIDAL SAC,CONSULTOR CORPORATIVO,2003,2007
PERU PATRIA SEGURA,CONGRESISTA,RUTH MONICA,VELASQUEZ CARRANZA,COMPAÑIA INDUSTRIAL AUTOMOTIZ PLATINUM SAC,GERENTE GENERAL,2007,2009
PERU PATRIA SEGURA,CONGRESISTA,RUTH MONICA,VELASQUEZ CARRANZA,CONSEJO TRANSITORIO DE ADMINISTRACIÓN DE LA  REGIÓN LIMA CTAR LIMA,CONTADOR GENERAL,2001,2002
PERU PATRIA SEGURA,CONGRESISTA,RUTH MONICA,VELASQUEZ CARRANZA,GOBIERNO REGIONAL DE LIMA,COORDINADOR DE PROYECTO DIRECCION DE VIVIENDA  CONTRUCCION Y SANEAMIENTO,2009,2010
PERU PATRIA SEGURA,CONGRESISTA,RUTH MONICA,VELASQUEZ CARRANZA,MONICA VELASQUEZ CARRANZA,CONTADORA,1995,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,ELSA,QUICAÑA CANALES,BETHEL CHIRAPA SAC,GERENTE GENERAL,2003,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,YON,HERRERA SANTISTEBAN,ASPAS GENERALES SAC,obrero,2007,2010
PERU PATRIA SEGURA,CONGRESISTA,GERMAN,NARRO CABEZAS,Universidad Nacional de Trujillo,Asistente de Servicios Educativos y Cultura I,1980,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,CLAUDIO GABINO,VEGA CABALLERO,CONSTRUCCIONES Y SERVICIOS DE MANTENIMIENTO SAC,Gerente General,2011,2016
PERU PATRIA SEGURA,CONGRESISTA,NEISSER,CUEVA CABALLERO,"INSTITUCION EDUCATIVA 80821 ""CÉSAR VALLEJO""",PROFESOR POR HORAS,1997,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,JULIO ELIAS,LANDERAS AVILA,Universidad San Pedro - Filial - Trujillo,Docente Auxiliar,2004,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,BEDTIME,GARAY MONTES,"Institución Educativa Inicial N° 2026 ""Medallita Milagrosa""",Directora Encargada,1998,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,DIANA VANESSA,MUCHA LUCAS,Municipalidad Distrital de Saño,Jefa de la Oficina de Programación de Inversiones,2014,2014
PERU PATRIA SEGURA,CONGRESISTA,DIANA VANESSA,MUCHA LUCAS,Municipalidad Provincial de Jauja,Jefa de la Oficina de Programación e Inversiones,2011,2013
PERU PATRIA SEGURA,CONGRESISTA,DIANA VANESSA,MUCHA LUCAS,Municipalidad Distrital de Pomacancha,"Asesoramiento para presentación de PIP Creación de Plaza Principal Anexo Armonia, Pomacanc",2014,2014
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,INSPECTORATE SERVICES PERU S.A.C. (A BUREAU VERITAS GROUP COMPANY),Asistente de Proyecto,2011,2011
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Ministerio de la Presidencia,Presidente Ejecutivo del CTAR Junín,1999,2000
PERU PATRIA SEGURA,CONGRESISTA,DIANA VANESSA,MUCHA LUCAS,Municipalidad Distrital de Mito,Regularización de Informes Trimestrales de FONIPREL,2015,2015
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Fondo de Reconstrucción del Sur,Coordinador de Oficina Técnica de Cañete,2008,2009
PERU PATRIA SEGURA,CONGRESISTA,DIANA VANESSA,MUCHA LUCAS,Municipalidad Distrital de Ahuaycha,Reformulación del Perfil Merjoramiento y Construcción del Canal de Riego Shuntur Torque C.,2014,2014
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Municipalidad Provincial de Chanchamayo,Gerente de Desarrollo Economico,2012,2013
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Municipalidad Provincial de Concepcion,Gerente Municipal,2009,2010
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Cooperativa de  Producción y Trabajo Manufacturas del Centro ,Director Ejecutor de nuestra campaña agrícola  y Asesor Agrícola,1978,1978
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Geofísico de Meteorología e Hidrología de Huayao,Asesor Agrícola,1979,1979
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Cooperativa Agraria Santo Domingo Ltda.,Asistente de Maquinaria Agrícola,1978,1978
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Agroperuana Ingenieros EIR Ltda.,Gerente General,1995,2015
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Cooperativa Agrícola de Producción Hijos del Sol,Asesor de Campaña Agrícola ,1978,1979
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,Municipalidad Provincial de Vilcas Huamán,Coordinación del Plan de Incentivos a la Mejora de la Gestión y Modernización Municipal,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,Municipalidad Distrital de Daniel Hernandez,Apoyo Técnico Administrativo y Coord del Plan de Incentivos a la Mejora de la Gestión y Mo,2014,2014
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,Municipalidad Distrital de Acolla,Gerente Municipal,2013,2014
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,Municipalidad Provincial de Jauja,Gerente Municipal,2011,2013
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,ASOCIACIÓN BENÉFICA PRISMA,Coordinador Local Proyecto del Gobernabilidad y Transparencia,2009,2011
PERU PATRIA SEGURA,CONGRESISTA,ANA ISABEL,PAUCAR PEÑA,Poder Judicial Huancavelica,Especialista Judicial de Juzgado,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,ANA ISABEL,PAUCAR PEÑA,Colegio de Abogados de Huancavelica,Prácticas Pre Profesionales,2008,2009
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ADOLFO,HUERTA ESCATE,MUNICIPALIDAD PROVINCIAL DE ICA,ASESOR EXTERNO,1998,1998
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ADOLFO,HUERTA ESCATE,MUNICIPALIDAD PAUCAR DEL  SARA SARA ,ASESOR,2010,2010
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,HOSPITAL REGIONAL ICA,JEFE DEL AREA DE CONTROL PATRIMONIAL,2008,2010
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,HOSPITAL REGIONAL ICA,SERVIDOR PUBLICO,1995,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,HOSPITAL REGIONAL ICA,JEFE DE LA UNIDAD DE LOGISTICA,2011,2011
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,HOSPITAL REGIONAL ICA,JEFE DEL AREA DE ADQUISICIONES ,2007,2008
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,HOSPITAL REGIONAL ICA,JEFE OFICINA DE ESTADISTICA E INFORMATICA1,2015,2016
PERU PATRIA SEGURA,CONGRESISTA,YAQUELINE NINOSKA,MARTINEZ HURTECHO,AMA DE CASA,COCINA,2005,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,YANETT FABIOLA,RAMOS GARCIA,INSTITUCIÒN EDUCATIVA CARLOS CUETO FERNANDINI,ADMINISTRATIVO,2005,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Asociación UNACEM,Consultor Externo,2014,2015
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Municipalidad Distrital de Santa Rosa de Sacco,Subgerente de Desarrollo Economico,2011,2012
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Ministerio de Agricultura,Director Regional de Agricultura,1994,1999
PERU PATRIA SEGURA,CONGRESISTA,CALANDRA SAMMY,OLIVERA MARTINEZ,Municipalidad Distrital de Echarati,Asistente Administrativo,2015,2015
PERU PATRIA SEGURA,CONGRESISTA,EDSY,MATOS MOLINA,SUB GERENCIA DE OBRAS - GOB. REG. HVCA.,ASISTENTE ADMINISTRATIVO,2013,2013
PERU PATRIA SEGURA,CONGRESISTA,EDSY,MATOS MOLINA,PROCOMPITE - GERENCIA REGIONAL DE DESARROLLO ECONÓMICO - GOB.REG.HVCA.,ASISTENTE ADMINISTRATIVO,2015,2015
PERU PATRIA SEGURA,CONGRESISTA,FULGENCIO,PALOMINO QUISPE,TRABAJADOR INDEPENDIENTE,OBRERO,2005,2015
PERU PATRIA SEGURA,CONGRESISTA,EDSY,MATOS MOLINA,JURADO ELECTORAL ESPECIAL DE ANGARAES - JNE,ASISTENTE CONTABLE,2014,2014
