ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,EMPLEADOR,CARGO,ANIO_INICIO,ANIO_FIN
PERU PATRIA SEGURA,CONGRESISTA,EDSY,MATOS MOLINA,DIRECCIÓN REGIONAL DE EDUCACIÓN DE HUANCAVELICA ,APOYO ADMINISTRATIVO PARA EL AREA DE PLANIFICACIÓN,2015,2015
PERU PATRIA SEGURA,CONGRESISTA,EDSY,MATOS MOLINA,UNIDAD EJECUTORA LUCHA CONTRA LA POBREZA - GOB. REG. HVCA.,ASISTENTE ADMINISTRATIVO,2013,2014
PERU PATRIA SEGURA,CONGRESISTA,JUAN,VARGAS PEREZ,MINISTERIO DE EDUCACIÒN ,PROFESOR DE AULA,2001,2015
PERU PATRIA SEGURA,CONGRESISTA,CECILIA,PARI SILVA SANTISTEBAN,Promotora de Turismo Rural,Promotora General,2007,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,CARLOS OMAR,SOTO ZUBIATE,Jr. Jesús de Nazareth 153,Abogado,1987,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,VILMA NOEMI,GRAU ALIAGA,Bodega,Comercio,1995,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,LUCIO EUGENIO,MENDOZA SAAVEDRA,I.E. Manuel Gonzales Prada,Director Titular,1987,2014
PERU PATRIA SEGURA,CONGRESISTA,VICTOR FRANCISCO,VELASQUEZ GASTAÑADUI,Av. SAN Martín de Porres 787,Ingeniero Civil,2006,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,CECILIA,PARI SILVA SANTISTEBAN,Bocaditos y Menú JESFER,Dueña,2006,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,GILBERTO,CRUZADO VASQUEZ,universidad Nacional de Cajamarca,Docente Universitario,1978,2016
PERU PATRIA SEGURA,CONGRESISTA,BETTY ORMENCINDA,NUÑEZ DIAZ,CENTRO DE EDUC. BASICA ESPECIAL POLIVALENTE AQP MINIST DE EDUCACION,DIRECTORA,2011,2014
PERU PATRIA SEGURA,CONGRESISTA,BETTY ORMENCINDA,NUÑEZ DIAZ,C.E. BASICA ESPECIAL POLIVALENTE,DIRECTORA,1995,2005
PERU PATRIA SEGURA,CONGRESISTA,BETTY ORMENCINDA,NUÑEZ DIAZ,C.E. BASICA ESPECIAL POLIVALENTE,DOCENTE,1988,2004
PERU PATRIA SEGURA,CONGRESISTA,BETTY ORMENCINDA,NUÑEZ DIAZ,CENTRO DE EDUC. BASICA ESPECIAL POLIVALENTE AQP MINIST DE EDUCACION,PROFESORA DE EDUCACION ESPECIAL,2015,2015
PERU PATRIA SEGURA,CONGRESISTA,BETTY ORMENCINDA,NUÑEZ DIAZ,C.E. BASICA ESPECIAL NUESTRA SRA DEL PILAR - MINIST DE EDUCACION,DIRECTORA,2006,2010
PERU PATRIA SEGURA,CONGRESISTA,JOSE LUIS,CHIRINOS CHIRINOS,MUNICIPALIDAD DISTRITAL DEL VALLE DE LOS VOLCANES,GERENTE GENERAL,2012,2015
PERU PATRIA SEGURA,CONGRESISTA,JOSE LUIS,CHIRINOS CHIRINOS,MUNICIPALIDAD DISTRITAL DE PAMPAMARCA,GERENTE MUNICPAL,2015,2016
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO ENRIQUE,MONTOYA MONTOYA,ESTUDIO MONTOYA,ABOGADO,2000,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO ENRIQUE,MONTOYA MONTOYA,ABCONT S.A.C.,ABOGADO,2011,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,KAZAN,OCAMPO CARPIO,MUNICIPALIDAD DISTRITAL DE HUAMBO - CAYLLOMA - AREQUIPA,SUB GERENTE DE INFRAESTRUCTURA Y DESARROLLO URBANO,2016,2016
PERU PATRIA SEGURA,CONGRESISTA,KAZAN,OCAMPO CARPIO,CONSTRUCTORA RIVAS MUELLE S.A.C.,SUPERVISOR Y RESIDENTE DE OBRAS,2013,2015
PERU PATRIA SEGURA,CONGRESISTA,KAZAN,OCAMPO CARPIO,PROFESIONAL INDEPENDIENTE - OFICINA Y EN OBRAS,ELABORACION DE PROYECTOS - EJECUCION DE OBRAS,1997,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,KAZAN,OCAMPO CARPIO,MUNICIPALIDAD DISTRITAL DE HUANU HUANU,REDIDENTE DE OBRA,2014,2014
PERU PATRIA SEGURA,CONGRESISTA,KAZAN,OCAMPO CARPIO,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,PROYECTISTA - ASISTENTE TECNICO,2012,2013
PERU PATRIA SEGURA,CONGRESISTA,YURI ARNOLD,MEDINA BEGAZO,ESSALUD - AREQUIPA,MEDICO,2009,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,FRIDA FIORELLA,MATOS ANGULO,F & F BUSSINES GROUP PERUVIAN E.I.R.L.,GERENTE,2011,2015
PERU PATRIA SEGURA,CONGRESISTA,YURI ARNOLD,MEDINA BEGAZO,ESSALUD - ILO (MOQUEGUA),MEDICO,2008,2009
PERU PATRIA SEGURA,CONGRESISTA,YURI ARNOLD,MEDINA BEGAZO,PROFESIONAL MEDICO,MEDICO ORTOPEDISTA - TRAUMATOLOGO - CIRUJANO - ,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,YURI ARNOLD,MEDINA BEGAZO,ESSALUD - APURIMAC,MEDICO,2006,2007
PERU PATRIA SEGURA,CONGRESISTA,YURI ARNOLD,MEDINA BEGAZO,HOSPITAL GENERAL DE AREQUIPA,MEDICO RESIDENTE,2003,2006
PERU PATRIA SEGURA,CONGRESISTA,FRIDA FIORELLA,MATOS ANGULO,GOBIERNO REGIONAL DE AREQUIPA,RESIDENTE DE PROYECTO,2015,2016
PERU PATRIA SEGURA,CONGRESISTA,SUSANA MARINA,CERNA RODRIGUEZ,ARIANA PUBLICIDAD SAC,EMPLEADO,2015,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,ALEJO WILTON,SANCHEZ ROSSELL,"Negociaciones, Representaciones, Comerciales Generales NERECOGE ",Gerente,2016,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,TILER NIRO,MANRIQUE PRADO,JUBILADO DEL MINDEF,SU OFICIAL DEL EJERCITO,1967,1988
PERU PATRIA SEGURA,CONGRESISTA,TILER NIRO,MANRIQUE PRADO,JUBILADO EJERCITO PERUANO,SUB OFICIAL D EL EJERCITO PERUANO,1967,1989
PERU PATRIA SEGURA,CONGRESISTA,ROSA ELVIRA,MONTERO RICKARD,CLINICA SAN PABLO,ADMINSTRADORA DEL SERV. OPTICA,1995,1999
PERU PATRIA SEGURA,CONGRESISTA,ROSA ELVIRA,MONTERO RICKARD,INSTITUTO NACIONAL DE OFTALMOLOGIA,ADMINISTRATIVA,2001,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,EFRAIN WALTER,CRUZ MAMANI,SOUTHER COPPER SOUTHERN PERU,OPERADOR,2009,2016
PERU PATRIA SEGURA,CONGRESISTA,EDUARDO AGUSTIN,FEIJOO INFANTES,TEATRO MARZANO,ACTOR EN TEATRO,2005,2005
PERU PATRIA SEGURA,CONGRESISTA,EDUARDO AGUSTIN,FEIJOO INFANTES,GOLDS GYM,ENTRENADOR PERSONAL,2006,2008
PERU PATRIA SEGURA,CONGRESISTA,EDUARDO AGUSTIN,FEIJOO INFANTES,WOT TRAVEL ASSISTANCE,ASESOR DE VENTAS,2005,2005
PERU PATRIA SEGURA,CONGRESISTA,EDUARDO AGUSTIN,FEIJOO INFANTES,GIMNASIO FEIJOO S.A.C.,DUEÑO EMPRESARIO Y GERENTE GENERAL,2011,2016
PERU PATRIA SEGURA,CONGRESISTA,EDUARDO AGUSTIN,FEIJOO INFANTES,GOLDS GYM,ENTRENADOR PERSONAL,2008,2010
PERU PATRIA SEGURA,CONGRESISTA,LASTENIA,ZUÑIGA MENDOZA,RESTAURANTE-CEVICHERIA WENDY,CHEF-COCINERO,1985,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,ISHIKANE JIMENEZ,CAMPIÑA-MONTE CHIMBOTE,AGRICULTOR,2014,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,PEDRO MARIANO,RODRIGUEZ GASTAÑADUI,CLINICA DENTAL SAN PEDRO,CIRUJANO/DENTISTA,2000,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO VICTOR,MACEDO MERCADO,EMPRESA SIDEDURGICA DEL PERÚ S.A.A. SIDER PERÚ,ANALISTA DE SEGURIDAD INDUSTRIAL,1972,2012
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,UNIVERSIDAD PRIVADA DE TACNA,DOCENTE,1999,2016
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,ZONA FRANCA DE TACNA,PRESIDENTE DE DIRECTORIO,2014,2014
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,DOCENTE,2005,2014
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,SOCIEDAD DE BENEFICENCIA PUBLICA DE TACNA,PRESIDENTE DE DIRECTORIO,2015,2015
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,ILUSTRE COLEGIO DE ABOGADOS DE TACNA,DIRECTOR DE ÉTICA PROFESIONAL,2013,2014
PERU PATRIA SEGURA,CONGRESISTA,ESTELA CECILIA,GAMERO LOPEZ,Consultora Marka Aru,Profesional Principal /socia,2007,2009
PERU PATRIA SEGURA,CONGRESISTA,ESTELA CECILIA,GAMERO LOPEZ,Centro de investigacion y Desarrollo Andino Quechumara,"Coordinación General, representante legal",2004,2016
PERU PATRIA SEGURA,CONGRESISTA,ESTELA CECILIA,GAMERO LOPEZ,El Naranjo,Administradora,2005,2016
PERU PATRIA SEGURA,CONGRESISTA,ESTELA CECILIA,GAMERO LOPEZ,Sociedad Consultora y comercial Geo Norte Limitada,Asesora de Proyectos y apoyo Administrativo,2009,2010
PERU PATRIA SEGURA,CONGRESISTA,ESTELA CECILIA,GAMERO LOPEZ,Domicilio,Escritora,1995,2016
PERU PATRIA SEGURA,CONGRESISTA,WILLIAM,SOBRINO ARIAS,MUNICIPALIDAD DISTRITAL DE TINICACHI,ASESOR EXTERNO Y APOYO EN GESTIONES,2007,2008
PERU PATRIA SEGURA,CONGRESISTA,WILLIAM,SOBRINO ARIAS,MUNICIPALIDAD DISTRITAL DE CONDURIRI,ASESOR EXTERNO Y APOYO ENGESTIONES,2006,2006
PERU PATRIA SEGURA,CONGRESISTA,WILLIAM,SOBRINO ARIAS,MUNICIPALIDAD DISTRITAL DE UNICACHI,ASESOR EXTERNO Y APOYO EN GESTIONES,2011,2014
PERU PATRIA SEGURA,CONGRESISTA,WILLIAM,SOBRINO ARIAS,MUNICIPALIDAD DISTRITAL OLLACHEA,ASESOR EXTERNO Y APOYO EN GESTIONES,2005,2006
PERU PATRIA SEGURA,CONGRESISTA,WILLIAM,SOBRINO ARIAS,MUNICIPALIDAD DISTRITAL DE HUATA,ASESOR EXTERNO Y APOYO EN GESTIONES,2015,2016
PERU PATRIA SEGURA,CONGRESISTA,OSCAR PERCY,QUENAYA RODRIGUEZ,MINISTERIO DE DEFENSA,JEFE,1998,2007
PERU PATRIA SEGURA,CONGRESISTA,OSCAR PERCY,QUENAYA RODRIGUEZ,CONSULTORES ASESORES Q Y H,ASESOR,2009,2016
PERU PATRIA SEGURA,CONGRESISTA,OSCAR PERCY,QUENAYA RODRIGUEZ,MINISTERIO DEL INTERIOR,PREFECTO REGIONAL PUNO - TACNA - MOQUEGUA,1991,1993
PERU PATRIA SEGURA,CONGRESISTA,NELIDA,CANSAYA AQUINO,PLAZA INTERNACIONAL TUPAC AMARU ACOMITA I,COMERCIANTE,1998,Actualidad
PERU PATRIA SEGURA,CONGRESISTA,ELIANA,ARIAS CALDERON,MADARIAGA BEDOYA JUAN MIJAIL,DOCENTE,2014,2014
PERU POSIBLE,CONGRESISTA,DALMACIO MODESTO,JULCA JARA ,UNIVERSIDAD TECNOLOGICA DEL PERU,CATEDRATICO,2009,2014
PERU POSIBLE,CONGRESISTA,DALMACIO MODESTO,JULCA JARA ,MILENIUM SOLUTION SAC,PRESIDENTE DE DIRECTORIO,2009,2010
PERU POSIBLE,CONGRESISTA,DALMACIO MODESTO,JULCA JARA ,TECNIGAS SAC,GERENTE GENERAL,2010,2011
PERU POSIBLE,CONGRESISTA,DALMACIO MODESTO,JULCA JARA ,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,CATEDRATICO,2013,2014
PERU POSIBLE,CONGRESISTA,DALMACIO MODESTO,JULCA JARA ,EMAX S.A,GERENTE,2006,2010
PERU POSIBLE,CONGRESISTA,JIMMY,GUERRA REYNA,EMPRESA SANTA ROSA E.I.R.L,ASISTENTE ADMINISTRATIVO,2008,Actualidad
PERU POSIBLE,CONGRESISTA,GISSELA,ROJAS FERNANDEZ,LABORATORIO DIVINO NIÑO JESÚS,TECNICA EN LABORATORIO CLINICO,2014,2015
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,Dirección Regional de la Produccion,Director Regional,2011,2012
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,IPSS  (Instituto Peruano de Seguridad Social),Jefe de la División de Cobranzas ,1980,1991
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,"Empresa de Transportes Publico Interprov. de Pasajeros ""SUR ANDINO""",Gerente General,2000,Actualidad
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,Dirección Regional de Circulación Terrestre,Director Regional,2003,2003
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,PETT  (Proyecto Especial de Titulación de Tierras),Director Ejecutivo PETT - Titulacion de Tierras,2005,2006
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,Municipalidad Distrital de Capachica,Obrero,2014,2014
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,Ministerio de Educacion,Supervisor de PRONAMA,2008,2008
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,Comunidad Campesina Miraflores - Yapura,Trabajo Agropecuario Familiar,1989,Actualidad
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,UGEL PUNO,Promotor de PRONOEI,2012,2013
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,INEI,Revisor y Jefe de Seccion,2012,2012
PERU POSIBLE,CONGRESISTA,TERESA ETELBINA,ALAGON JAUREGUI,HONORARIOS POR PRESTACIÒN DE SERVICIOS,INDEPENDIENTE,2007,2014
PERU POSIBLE,CONGRESISTA,MARIO,AQUISE GOMEZ,GRUPO EDITORIAL SUR,PERIODISTA,1988,Actualidad
PERU POSIBLE,CONGRESISTA,TERESA ETELBINA,ALAGON JAUREGUI,GOBIERNO REGIONAL -PUNO,ASISTENTE ADMINISTRATIVO,2007,2007
PERU POSIBLE,CONGRESISTA,NANCY IDALIA,GIL VILLANUEVA ,PESQUERA HAYDUCK,SUPERVISORA DE PLANTA,1997,2001
PERU POSIBLE,CONGRESISTA,NANCY IDALIA,GIL VILLANUEVA ,MINISTERIO DEL INTERIOR,GOBERNADOR,2002,2006
PERU POSIBLE,CONGRESISTA,YVAN SEGUNDINO,HERNANDEZ CARRASCO,UNIVERSIDAD SAN PEDRO,DOCENTE AUXILIAR CONTRADADO,2004,2010
PERU POSIBLE,CONGRESISTA,GISSELA,ROJAS FERNANDEZ,GENMEDICA E.I.R.L,TÉCNICA EN LABORATORIO CLINICO,2016,2016
PERU POSIBLE,CONGRESISTA,GISSELA,ROJAS FERNANDEZ,ADESA - ANCON ,TÉCNICA EN LABORATORIO CLINICO,2014,2015
PERU POSIBLE,CONGRESISTA,JORGE EDUARDO,LOPEZ VALLES,UNIVERSIDAD NACIONAL DE SAN MARTIN,DOCENTE,2008,2015
PERU POSIBLE,CONGRESISTA,JORGE EDUARDO,LOPEZ VALLES,DIRECCION REGIONAL AGRARIA,ADMINISTRADOR DE AGENCIAS,2002,2004
PERU POSIBLE,CONGRESISTA,JORGE EDUARDO,LOPEZ VALLES,FONCODES,CAPACITADOR EN GESTIÓN EMPRESARIAL,2005,2006
PERU POSIBLE,CONGRESISTA,JORGE EDUARDO,LOPEZ VALLES,BANCO DE CREDITO DEL PERÚ,ASISTENTE,1981,1991
PERU POSIBLE,CONGRESISTA,ELOY CRISTOBAL,VEGA SOLOGUREN,EJERCITO PERUANO,OFICIAL EP,1977,1992
PERU POSIBLE,CONGRESISTA,TERESA ETELBINA,ALAGON JAUREGUI,CONSULT. E INMOB.SOLUCIONES CERVANTES E.I.R.L.,GERENTE,2015,Actualidad
PERU POSIBLE,CONGRESISTA,MARIO,AQUISE GOMEZ,I.E.P. Nº 70571 HURAY JARAN,PROFESOR DE AULA,1993,Actualidad
PERU POSIBLE,CONGRESISTA,GERVASIO CLEMENTE,GARCIA SANCHEZ,SOLUCIONES Y SERVICIOS INTELIGENTES S.A.C.,GERENTE GENERAL Y SOCIO,2013,Actualidad
PERU POSIBLE,CONGRESISTA,TERESA ETELBINA,ALAGON JAUREGUI,MINISTERIO DE LA MUJER Y DESARROLLO SOCIAL ,MIEMBRO DEL DIRECTORIO -BENEFICENCIA ,2005,2006
PERU POSIBLE,CONGRESISTA,GERVASIO CLEMENTE,GARCIA SANCHEZ,CONTADOR PUBLICO Y SANEAMIENTO EN BIENES Y RAICES,CONTADOR PUBLICO COLEGIADO,1990,Actualidad
PERU POSIBLE,CONGRESISTA,JACOB,SHAJIAN HIDALGO,ORGANIZACION REGIONAL DE LOS PUEBLOS INDIGENAS DE LA AMAZONIA NORTE ,ASESOR,2013,2014
PERU POSIBLE,CONGRESISTA,JACOB,SHAJIAN HIDALGO,ASOCIACION NACION AWAJUN Y WAMPIS DEL PERU,ASESOR,2014,2015
PERU POSIBLE,CONGRESISTA,KAREN,SANTILLAN GHIORZO,Universidad Nacional Toribio Rodriguez de Mendoza - Chachapoyas,Docente ,2015,Actualidad
PERU POSIBLE,CONGRESISTA,KAREN,SANTILLAN GHIORZO,CENTRO PSICOLOGICO INTEGRAL SALDAÑA,TECNOLOGO MEDICO,2012,Actualidad
PERU POSIBLE,CONGRESISTA,KAREN,SANTILLAN GHIORZO,ATENCION DOMICILIARIA ,TECNOLOGO MEDICO,2009,Actualidad
PERU POSIBLE,CONGRESISTA,EVER SALVADOR,BURGA SERRANO,SUB PREFECTO MINTER,SUBPREFECTOPROVINCIA UTCUBAMBA,2003,2004
PERU POSIBLE,CONGRESISTA,EVER SALVADOR,BURGA SERRANO,Director UGEL - UTCUBAMBA,DIRECTOR,2009,2010
PERU POSIBLE,CONGRESISTA,JANETT GLORIA,PEREZ HUERTA ,MINiSTERIO DE EDUCACION,ESPECIALISTA DIRECCION EDUCATIVA SUPERIOR  PEDAGOGICA,2009,2010
PERU POSIBLE,CONGRESISTA,JANETT GLORIA,PEREZ HUERTA ,MINISTERIO DE EDUCACION,ESPECIALISTA DIRECCION EDUCATIVA INICIAL,2010,2011
PERU POSIBLE,CONGRESISTA,JANETT GLORIA,PEREZ HUERTA ,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,COORDINADORA DE PROGRAMA VIDA DIGNA,2014,2015
PERU POSIBLE,CONGRESISTA,JANETT GLORIA,PEREZ HUERTA ,MINISTERIO DE EDUCACION,ESPECIALISTA,2012,2014
PERU POSIBLE,CONGRESISTA,JOHN ISRAEL,LEON CALIXTO,I.E. 2 DE MAYO,DOCENTE,2002,2009
PERU POSIBLE,CONGRESISTA,ROXANA JANET,DEL CARPIO RAMIREZ VDA DE LEON,UNIVERSIDAD PARTICULAR ARZOBISPO LOAYZA,DOCENTE,2008,2015
PERU POSIBLE,CONGRESISTA,ROXANA JANET,DEL CARPIO RAMIREZ VDA DE LEON,I. E. GENERAL PRADO,DOCENTE,2000,2015
PERU POSIBLE,CONGRESISTA,ROXANA JANET,DEL CARPIO RAMIREZ VDA DE LEON,CONSEJO NACIONAL PARA LA EVALUACION CONAFU,PRESIDENTA DE COMITE DE AUTOEVALUACION,2014,2015
PERU POSIBLE,CONGRESISTA,ROXANA JANET,DEL CARPIO RAMIREZ VDA DE LEON,UNIVERSIDAD NACIONAL DEL CALLAO,DOCENTE,2009,2010
PERU POSIBLE,CONGRESISTA,JOHN ISRAEL,LEON CALIXTO,UNMSM,ESPECIALISTA EN EDUCACIÓN,2009,2010
PERU POSIBLE,CONGRESISTA,JOHN ISRAEL,LEON CALIXTO,I.E. 2 DE MAYO,DOCENTE,2011,2012
PERU POSIBLE,CONGRESISTA,JOHN ISRAEL,LEON CALIXTO,I.E. N° 4008,DIRECTOR,2013,2016
PERU POSIBLE,CONGRESISTA,MILAGROS ESTEFANIA,RODRIGUEZ CORNEJO,SERVICIO INDUSTRIAL SAN SILVESTRE S.R.L,ASISTENTE CONTABLE,2011,2012
PERU POSIBLE,CONGRESISTA,MILAGROS ESTEFANIA,RODRIGUEZ CORNEJO,ELECTRO G&S INGENIEROS S.A.C,JEFE DE RECURSOS HUMANOS,2012,2013
PERU POSIBLE,CONGRESISTA,MILAGROS ESTEFANIA,RODRIGUEZ CORNEJO,UNIVERSIDAD CIENTIFICA DEL SUR S.A.C,AUXILIAR ADMINISTRATIVO,2015,2015
PERU POSIBLE,CONGRESISTA,MILAGROS ESTEFANIA,RODRIGUEZ CORNEJO,ELECTRO G&S INGENIEROS S.A.C,ASISTENTE DE GERENCIA Y TESORERIA,2011,2011
PERU POSIBLE,CONGRESISTA,MILAGROS ESTEFANIA,RODRIGUEZ CORNEJO,SANGUCHES DEL PERÚ S.A.C,ÁREA DE SERVICIO - DELIVERY,2007,2008
PERU POSIBLE,CONGRESISTA,ARNALDO MARQUEZ,MELGAREJO HERRERA,CONSORCIO EDUCATIVO HARRY SULLIVAN,JEFE DE IMAGEN INSTITUCIONAL,2013,Actualidad
PERU POSIBLE,CONGRESISTA,ARNALDO MARQUEZ,MELGAREJO HERRERA,EMPRESA DE TRANSPORTES PESQUEROS SAC SECTOR PRIVADO,GERENTE,2012,Actualidad
PERU POSIBLE,CONGRESISTA,MANUEL,RIOS ARCE,ESTUDIO JURIDICO ALEJOS,DILIGENCIADOR,2006,2011
PERU POSIBLE,CONGRESISTA,MANUEL,RIOS ARCE,MINISTERIO DE CULTURA,SEGURIDAD Y DILIGENCIADOR,2011,Actualidad
PERU POSIBLE,CONGRESISTA,ERNESTO,PAZ PINARES,INDUSTRIAS Y NEGOCIOS S.A.C.,GERENTE,2011,Actualidad
PERU POSIBLE,CONGRESISTA,NORA JULIA,MELCHOR COHAILA,ASESORIA LEGAL,ABOGADA,2006,Actualidad
PERU POSIBLE,CONGRESISTA,ERIKA ROXANA,HUANCAS RETTEZ,ESSALUD SERVIS EL JALU S.R.L.,OPERADORA DE MÓDULOS,2015,2015
PERU POSIBLE,CONGRESISTA,ERIKA ROXANA,HUANCAS RETTEZ,ESSALUD SERVICIO MC TOURS S.R.L.,OPERADORA DE MÓDULOS,2015,2015
PERU POSIBLE,CONGRESISTA,ERIKA ROXANA,HUANCAS RETTEZ,ESSALUD GRANT S.R.L.,DIGITADORA,2014,2014
PERU POSIBLE,CONGRESISTA,GONZALO,CRUZ ABARCA,EMPRESA DE SERVICIOS MULTIPLES SANTA ROSA S.A.,SUB GERENTE ,2008,Actualidad
PERU POSIBLE,CONGRESISTA,MARIA TERESA,NUNURA RODRIGUEZ,CENTRO DE ESTUDIOS SOCIALES Y PUBLICACIONES - CESIP,COORDINADORA LOCAL DE PROYECTO,2009,2010
PERU POSIBLE,CONGRESISTA,MARIA TERESA,NUNURA RODRIGUEZ,ASOCIACIÓN KALLPA,PROFESIONAL DE CAMPO,2007,2008
PERU POSIBLE,CONGRESISTA,GONZALO,CRUZ ABARCA,PROYECTO ESPECIAL BINACIONAL PUYANGO TUMBES,DIRECTOR DE DESARROLLO AGRÍCOLA,2002,2007
PERU POSIBLE,CONGRESISTA,MARIA TERESA,NUNURA RODRIGUEZ,PROGRAMA NACIONAL CUNA MAS,ESPECIALISTA ZONAL EN SALUD,2014,Actualidad
PERU POSIBLE,CONGRESISTA,GONZALO,CRUZ ABARCA,EMPRESA POLPART S.R.L.,APODERADO GENERAAL,2010,Actualidad
PERU POSIBLE,CONGRESISTA,MARIA TERESA,NUNURA RODRIGUEZ,MÉDICOS DEL MUNDO ESPAÑA - SEDE PERU,RESPONSABLE DE SALUD SEXUAL Y REPRODUCTIVA,2011,2013
PERU POSIBLE,CONGRESISTA,MARIA TERESA,NUNURA RODRIGUEZ,PROGRAMA DE NACIONES UNIDAS PARA EL DESARROLLO,COORDINADORA TECNICA,2013,2014
PERU POSIBLE,CONGRESISTA,NANCY IDALIA,GIL VILLANUEVA ,MUNICIPALIDAD DISTRITAL DE COISHCO,APOYO ELABORACION DE PROYECTOS,2015,Actualidad
PERU POSIBLE,CONGRESISTA,JUANA GRIMALDA,GUTIERREZ RAMOS ,BAZAR RAFFIS,ADMINISTRATIVO,2013,Actualidad
PERU POSIBLE,CONGRESISTA,JUANA GRIMALDA,GUTIERREZ RAMOS ,PROGRAMA NACIONAL DE ASISTENCIA ALIMENTARIA-PRONAA,ASISTENTE TECNICO,2005,2006
PERU POSIBLE,CONGRESISTA,JUANA GRIMALDA,GUTIERREZ RAMOS ,SOCIEDAD DE BENEFICENCIA DE AREQUIPA-SBA ,MIEMBRO DEL DIRECTORIO-SBA,2004,2005
PERU POSIBLE,CONGRESISTA,LUIS FERNANDO,DEZA COASACA ,I.E. 40221 CORAZON DE JESUS LA PAMPA SOCABAYA,PROFESOR DE AULA,2012,Actualidad
PERU POSIBLE,CONGRESISTA,SANTOS JUVENAL,BORDA ORIHUELA,ESTUDIO JURIDICO JUVENAL BORDA,EJERCICIO LIBRE DE LA PROFESION,2015,Actualidad
PERU POSIBLE,CONGRESISTA,SANTOS JUVENAL,BORDA ORIHUELA,ALTURAS PERU SAC,GERENTE,2013,Actualidad
PERU POSIBLE,CONGRESISTA,JUAN JORGE,GAVIDIA CASTILLO,UNIVERSIDAD ALAS PERUANAS,DOCENTE,2012,2015
PERU POSIBLE,CONGRESISTA,JUAN JORGE,GAVIDIA CASTILLO,UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS,DOCENTE,2014,2014
PERU POSIBLE,CONGRESISTA,MAGDA,DEL MAR CRUZ,INSTITUCIÓN EDUCATIVA PRIMARIA DE MENORES 54182 - ANCO HUAYLLO URIPA,DOCENTE,2015,2015
PERU POSIBLE,CONGRESISTA,MAGDA,DEL MAR CRUZ,INSTITUCION EDUCATIVA PRIMARIA DE MENORES N° 54530 SAÑOC,DOCENTE,2016,2016
PERU POSIBLE,CONGRESISTA,CESAR ANTONIO,MEZA HUANCA ,PERU CONSULTA INGENIERIA ESPECIALIZADA E.I.R.L.,GERENTE GENERAL,2015,2016
PERU POSIBLE,CONGRESISTA,JUANA GRIMALDA,GUTIERREZ RAMOS ,PROGRAMA NACIONAL DE ASISTENCIA ALIMENTARIA-PRONAA,ASISTENTE TECNICO,2011,2012
PERU POSIBLE,CONGRESISTA,CESAR ANTONIO,MEZA HUANCA ,CESAR ANTONIO MEZA HUANCA,INGENIERO DE PROYECTOS,2008,2015
PERU POSIBLE,CONGRESISTA,CESAR ANTONIO,MEZA HUANCA ,RICO POLLO S.A.C.,CONTROLADOR DE OPERACIONES,2006,2006
PERU POSIBLE,CONGRESISTA,CESAR ANTONIO,MEZA HUANCA ,UNIVERSIDAD ALAS PERUANAS,CATEDRATICO,2008,2008
