ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,AMBITO,NOMBRE_CARGO,ANIO_INICIO,ANIO_FINAL
ACCION POPULAR,CONGRESISTA,ARMANDO,VILLANUEVA MERCADO,REGIONAL,SECRETARIO GENERAL,1981,1982
ACCION POPULAR,CONGRESISTA,ARMANDO,VILLANUEVA MERCADO,REGIONAL,SECRETARIO GENERAL ,2014,2015
ACCION POPULAR,CONGRESISTA,ARMANDO,VILLANUEVA MERCADO,REGIONAL,SECRETARIO GENERAL ,2005,2006
ACCION POPULAR,CONGRESISTA,AUGUSTO,REY HERNANDEZ DE AGUERO,PROVINCIAL,MIEMBRO DE LA ASAMBLEA DE AFILIADOS,2014,2015
ACCION POPULAR,CONGRESISTA,AZAEL,CORDOVA CASTILLO,PROVINCIAL,SECRETARIO DE ORGANIZACION,2010,2012
ACCION POPULAR,CONGRESISTA,BLANCA MARIA,ROCHA VDA DE JANZ,NACIONAL,SECRETARIA DEPARTAMENTAL DE IDEOLOGIA -TARAPOTO-SAN MARTIN,1984,1985
ACCION POPULAR,CONGRESISTA,BLANCA MARIA,ROCHA VDA DE JANZ,NACIONAL,SECRETARIA NACIONAL DE ACCION POLITICA DE LA MUJER,2007,2009
ACCION POPULAR,CONGRESISTA,BLANCA MARIA,ROCHA VDA DE JANZ,NACIONAL,VICE SECRETARIA NACIONAL DE CAPACITACION Y BIENESTAR,2009,2011
ACCION POPULAR,CONGRESISTA,BLANCA MARIA,ROCHA VDA DE JANZ,NACIONAL,PERSONERA NACIONAL ALTERNA,1992,1994
ACCION POPULAR,CONGRESISTA,CARLOS ALBERTO,LAINEZ PALACIOS,PROVINCIAL,SECRETARIO GENERAL PROVINCIAL,2001,2003
ACCION POPULAR,CONGRESISTA,CARLOS ALBERTO,LAINEZ PALACIOS,PROVINCIAL,SECRETARIO PROVINCIAL DE DISCIPLINA,1994,1996
ACCION POPULAR,CONGRESISTA,CARLOS ANDRES,TRELLES SARAZU,DISTRITAL,SECRETARIO GENERAL,2014,2016
ACCION POPULAR,CONGRESISTA,CARLOS ENRIQUE,MORALES MANSILLA,REGIONAL,VICE SECRETARIO DE POLITICA,2012,2014
ACCION POPULAR,CONGRESISTA,CARLOS ENRIQUE,MORALES MANSILLA,DISTRITAL,SECRETARIO DISTRITAL DE EL TAMBO - HUANCAYO,2011,2012
ACCION POPULAR,CONGRESISTA,CARLOS ENRIQUE,MORALES MANSILLA,REGIONAL,SECRETARIO GENERAL,2015,2016
ACCION POPULAR,CONGRESISTA,CARLOS PEDRO,ORTIZ SEGURA,NACIONAL,PERSONERO NACIONAL ALTERNO,2005,2010
ACCION POPULAR,CONGRESISTA,CARMELA TEODORA,APOLAYA HIDALGO ,PROVINCIAL,SECRETARIA GENERAL PROVINCIAL,2004,2007
ACCION POPULAR,CONGRESISTA,CARMELA TEODORA,APOLAYA HIDALGO ,PROVINCIAL,SECRETARIA DE JUVENTUDES,1988,1989
ACCION POPULAR,CONGRESISTA,CARMELA TEODORA,APOLAYA HIDALGO ,REGIONAL,SECRETARIA GENERAL DEPARTAMENTAL DE LIMA PROVINCIAS,2013,2015
ACCION POPULAR,CONGRESISTA,CARMELA TEODORA,APOLAYA HIDALGO ,PROVINCIAL,SECRETARIA DE LA MUJER,2000,2002
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,REGIONAL,SECRETARIA GENERAL DE LA MUJER LIM METROPOLITANA,1992,1993
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,NACIONAL,SECRETARIA GENERAL DE LA MUJER,2015,Actualidad
ACCION POPULAR,CONGRESISTA,CARMEN ROSA,AGUILAR ALGUIAR,NACIONAL,secretaria general de la mujer,2011,2013
ACCION POPULAR,CONGRESISTA,EDMUNDO,DEL AGUILA HERRERA,NACIONAL,SEC. PLANIFICACION Y DESARROLLO,2002,2004
ACCION POPULAR,CONGRESISTA,EDMUNDO,DEL AGUILA HERRERA,DISTRITAL,SECRETARIO GENERAL,2011,2013
ACCION POPULAR,CONGRESISTA,EDMUNDO,DEL AGUILA HERRERA,NACIONAL,SEC. DE ASUNTOS EDUCACIONALES,2007,2009
ACCION POPULAR,CONGRESISTA,EDMUNDO,DEL AGUILA HERRERA,REGIONAL,SECRETARIO GENERAL,2013,2016
ACCION POPULAR,CONGRESISTA,EDWIN JAVIER,MARTINEZ CONCHA,REGIONAL,VICE SEC. GRAL ORGANIZACIONAL,2007,2009
ACCION POPULAR,CONGRESISTA,EDWIN JAVIER,MARTINEZ CONCHA,REGIONAL,SECRETARIO GENERAL,2011,2013
ACCION POPULAR,CONGRESISTA,EDWIN JAVIER,MARTINEZ CONCHA,REGIONAL,VICE SEC. GRAL. POLITICA,2009,2011
ACCION POPULAR,CONGRESISTA,EDWIN JAVIER,MARTINEZ CONCHA,REGIONAL,SECRETARIO GOBIERNOS LOCALES Y REGIONALES,2013,2015
ACCION POPULAR,CONGRESISTA,ELVA M,TAPIA BAZAN,REGIONAL,Vice Secretaria de Política,1980,1980
ACCION POPULAR,CONGRESISTA,ELVA M,TAPIA BAZAN,REGIONAL,Secretaria General del Comando Femenino,1983,Actualidad
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,NACIONAL,VOCAL TRIBUNAL DE DISCIPLINA,2014,2016
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,NACIONAL,MIEMBRO COMITE NACIONAL ELECTORAL,2008,2009
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,NACIONAL,SECRETARIO ASUNTOS MUNICIPALES,2006,2008
ACCION POPULAR,CONGRESISTA,FERNANDO,AGUILAR CASTILLO,NACIONAL,SECRETARIO DE POLITICA II,2004,2006
ACCION POPULAR,CONGRESISTA,GLADYS MARLENE,ORTIZ RODRIGUEZ,REGIONAL,Secretaria del Comité Electoral,2010,2012
ACCION POPULAR,CONGRESISTA,GLORIA ALBINA,ALVARADO ROMERO,NACIONAL,SECRETARIA DE PRENSA Y PROPAGANDA ,1987,1988
ACCION POPULAR,CONGRESISTA,GLORIA ALBINA,ALVARADO ROMERO,NACIONAL,SECRETARIA DE ORGANIZACION COMITE NACIONAL DE LA MUJER ,2015,Actualidad
ACCION POPULAR,CONGRESISTA,HUGO ESAUD,BENDEZU HUARCAYA,REGIONAL,SECRETARIO DE GOBIERNOS LOCALES,2004,2006
ACCION POPULAR,CONGRESISTA,HUGO ESAUD,BENDEZU HUARCAYA,PROVINCIAL,SECRETARIO GENERAL,2002,2004
ACCION POPULAR,CONGRESISTA,HUGO ESAUD,BENDEZU HUARCAYA,PROVINCIAL,SECRETARIO GENERAL,2013,2015
ACCION POPULAR,CONGRESISTA,HUMBERTO CONSTANTINO,ANDRADE ANGULO,REGIONAL,SECRETARIO GENERAL DEPARTAMENTAL,2014,Actualidad
ACCION POPULAR,CONGRESISTA,HUMBERTO CONSTANTINO,ANDRADE ANGULO,NACIONAL,SECRETARIO NACIONAL DE PLANIFICACIÓN Y DESARROLLLO,2015,Actualidad
ACCION POPULAR,CONGRESISTA,HUMBERTO CONSTANTINO,ANDRADE ANGULO,REGIONAL,VICE SECRETARIO DEPARTAMENTAL DE ORGANIZACION,2011,2013
ACCION POPULAR,CONGRESISTA,JANETH,QUISPE PAITAN,REGIONAL,SECRETARIA REGIONAL DE HUANCAVELICA,2015,Actualidad
ACCION POPULAR,CONGRESISTA,JAVIER ENRIQUE,ROCHA MORENO ,REGIONAL,SECRETARIO GENERAL DE JUVENTUDES,2013,2015
ACCION POPULAR,CONGRESISTA,JHOSSELYN JHEYDI,QUIROZ PALACIOS,NACIONAL,SECRETARIA NACIONAL DE JUVENTUDES ,2013,2015
ACCION POPULAR,CONGRESISTA,JORGE EDUARDO,APONTE REY,PROVINCIAL,SECRETARIO GENERAL PROVINCIAL,2014,2015
ACCION POPULAR,CONGRESISTA,JORGE LUIS,QUINTANA GARCIA GODOS,DISTRITAL,SECRETARIO GENERAL,2013,2014
ACCION POPULAR,CONGRESISTA,JORGE LUIS,QUINTANA GARCIA GODOS,DISTRITAL,SECRETARIO GENERAL,2008,Actualidad
ACCION POPULAR,CONGRESISTA,JORGE RAFAEL,FOINQUINOS MERA ,REGIONAL,SECRETARIO GENERAL DEPARTAMENTAL DE LORETO,2013,2015
ACCION POPULAR,CONGRESISTA,JOSE ROSELL,RUBIO MONTEZA,PROVINCIAL,Vice Secretario de organización,2014,2015
ACCION POPULAR,CONGRESISTA,JUAN JOSE,ROCHA LOPEZ,REGIONAL,SECRETARIO DE JUVENTUDES,2010,2011
ACCION POPULAR,CONGRESISTA,JUAN JOSE,ROCHA LOPEZ,NACIONAL,SECRETARIO DE ORGANIZACION DE JUVENTUDES,2013,Actualidad
ACCION POPULAR,CONGRESISTA,JUAN MARIANO,NAVARRO PANDO,NACIONAL,SUB SECRETARIO DE DISCIPLINA ,2009,2010
ACCION POPULAR,CONGRESISTA,JUAN MARIANO,NAVARRO PANDO,NACIONAL,VICE SECRETARIO DE CAPACITACION,2013,2015
ACCION POPULAR,CONGRESISTA,JUSTINA,APAZA LOPEZ,PROVINCIAL,SEC GRL CAP DE LA MUJER LIMA METROPOLITANA,2007,2009
ACCION POPULAR,CONGRESISTA,JUSTINA,APAZA LOPEZ,NACIONAL,VICE SEC GRL NACIONAL ORGANIZACION,2011,2013
ACCION POPULAR,CONGRESISTA,JUSTINA,APAZA LOPEZ,PROVINCIAL,VIC SEC DE ORG LIMA METROPOLITANA,2009,2011
ACCION POPULAR,CONGRESISTA,JUSTINA,APAZA LOPEZ,DISTRITAL,SECRETARIA GENERAL DE BREÑA,2004,2006
ACCION POPULAR,CONGRESISTA,LEOPOLDO ANIBAL,ALBAÑIL ORDINOLA,REGIONAL,SECRETARIO GENERAL DEPARTAMENTAL,2015,2016
ACCION POPULAR,CONGRESISTA,LEOPOLDO ANIBAL,ALBAÑIL ORDINOLA,REGIONAL,PRESIDENTE COMITE ELECTORAL REGIONAL,2007,2008
ACCION POPULAR,CONGRESISTA,LIVIA SOLEDAD,MAYOR MONTESINOS,NACIONAL,SECRETARÍA GENERAL PROVINCIAL,2009,2011
ACCION POPULAR,CONGRESISTA,LUDGERIO,ABANTO ALBARRAN,REGIONAL,VOCERO,2014,Actualidad
ACCION POPULAR,CONGRESISTA,LUDGERIO,ABANTO ALBARRAN,REGIONAL,PRESIDENTE CONSEJO PLAN DE GOBIERNO,2013,2014
ACCION POPULAR,CONGRESISTA,LUIS ALBERTO MARTIN,FRANCO MORA,DISTRITAL,SECRETARIO DISTRITAL,2004,2006
ACCION POPULAR,CONGRESISTA,LUIS ANGEL,ARAGON CARREÑO,NACIONAL,SECRETARIO DE ASUNTOS LABORALES,2011,2013
ACCION POPULAR,CONGRESISTA,LUIS ANGEL,ARAGON CARREÑO,REGIONAL,SECRETARIO GENERAL,2009,2011
ACCION POPULAR,CONGRESISTA,LUIS ANGEL,ARAGON CARREÑO,REGIONAL,REPRESENTANTE LEGAL,2014,2014
ACCION POPULAR,CONGRESISTA,LUIS ANGEL,ARAGON CARREÑO,REGIONAL,SECRETARIO DE ORGANIZACIONES,2007,2009
ACCION POPULAR,CONGRESISTA,LUIS FERNANDO,OLAZABAL CONDE,DISTRITAL,SECRETARIO DE JUVENTUDES,1971,1973
ACCION POPULAR,CONGRESISTA,LUIS FERNANDO,OLAZABAL CONDE,DISTRITAL,SECRETARIO GENERAL DE COMUNICACIONES VECINALES,2011,2013
ACCION POPULAR,CONGRESISTA,LUIS FERNANDO,OLAZABAL CONDE,DISTRITAL,VICE SECRETARIO GENERAL DE ORG,2013,2015
ACCION POPULAR,CONGRESISTA,LUIS HUMBERTO,SIME BALLADARES,PROVINCIAL,Presidente del Comité Electoral,2003,2004
ACCION POPULAR,CONGRESISTA,LUIS SEGUNDO,YOVERA CHICOMA,NACIONAL,VICE PRESIDENTE CONSEJO NAC. PLAN DE GOBIERNO ,2015,Actualidad
ACCION POPULAR,CONGRESISTA,LUIS SEGUNDO,YOVERA CHICOMA,NACIONAL,SEC. NAC. INTERINO COMANDO PROFESIONALES ,2011,2013
ACCION POPULAR,CONGRESISTA,MARIA LOURDES,LLANO FLORES,REGIONAL,Secretaria de la Mujer,2007,2008
ACCION POPULAR,CONGRESISTA,MARIA LOURDES,LLANO FLORES,REGIONAL,Secretaria Departamental ,2011,Actualidad
ACCION POPULAR,CONGRESISTA,MARIA SHEILA PATRICIA,LAZO DEL CARPIO,NACIONAL,VICE PRESIDENTE TRIBUNAL DISCIPLINA,2014,2016
ACCION POPULAR,CONGRESISTA,MARIA SHEILA PATRICIA,LAZO DEL CARPIO,DISTRITAL,SECRETARIA DISTRITAL,2013,2014
ACCION POPULAR,CONGRESISTA,MARIO,ACOSTA QUISPE,REGIONAL,SECRETARIO GENERAL,2013,2015
ACCION POPULAR,CONGRESISTA,MARIO,ACOSTA QUISPE,REGIONAL,SECRETARIO GENERAL,2009,2011
ACCION POPULAR,CONGRESISTA,MARTHA CLARET,ROMANI CRUZ,REGIONAL,SECRETARIA DE LA MUJER,2013,2015
ACCION POPULAR,CONGRESISTA,MIGUEL,ROMAN VALDIVIA,REGIONAL,SECRETARIO GENERAL,2013,2015
ACCION POPULAR,CONGRESISTA,MILAGROS DEL CARMEN,SUAREZ CARO DE GARATE,PROVINCIAL,SECRETARIA DE LA MUJER,2015,Actualidad
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,DISTRITAL,SEC.RELACIONES INTERIORES Y EXTERIORES - SEC. DE ESTADÍSTICA  COM. DIST.SN ISIDR,1990,1994
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,NACIONAL,SECRETARIA NACIONAL DE CONGRESO  Y DE PLENARIOS,2011,2013
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,NACIONAL,SECRETARIA NACIONAL DE PERSONEROS Y ASUNTOS ELECTORALES,2011,2013
ACCION POPULAR,CONGRESISTA,NORMA TEODORA MARIA,MARTINEZ CASTILLO,NACIONAL,SECRETARIA NACIONAL DE RELACIONES ( ENCARGADA POR VACANCIA DE TITULAR),2011,2013
ACCION POPULAR,CONGRESISTA,OLGA,MOREANO VARGAS,PROVINCIAL,SECRETARIA GENERAL PROVINCIAL DE CARMEN DE LA LEGUA REYNOSO ,2014,2016
ACCION POPULAR,CONGRESISTA,OLGA,MOREANO VARGAS,REGIONAL,VICE SECRETARIA DE POLITICA DEPARTAMENTAL DE JUVENTUDES DEL CALLAO,1983,1985
ACCION POPULAR,CONGRESISTA,OLGA,MOREANO VARGAS,REGIONAL,SECRETARIA DE DIFUSIÓN DEPARTAMENTAL DE JUVENTUDES DEL CALLAO,1980,1982
ACCION POPULAR,CONGRESISTA,OLGA,MOREANO VARGAS,REGIONAL,SECRETARIA DE LA COMISIÓN REORGANIZADORA DEPARTAMENTAL DEL CALLAO,1985,1986
ACCION POPULAR,CONGRESISTA,OSWALDO RUBEN,ALFARO JIMENEZ,REGIONAL,Secretario de Organizacion del Comite Ejecutivo Departamental del Cusco,1981,1984
ACCION POPULAR,CONGRESISTA,OSWALDO RUBEN,ALFARO JIMENEZ,REGIONAL,Secretario General del Comite Ejecutivo Provincial de Nasca,2012,Actualidad
ACCION POPULAR,CONGRESISTA,OSWALDO RUBEN,ALFARO JIMENEZ,REGIONAL,Secretario de Acciones Politicas del Comite Ejecutivo Departamental de Apurimac,1984,1986
ACCION POPULAR,CONGRESISTA,PAUL GABRIEL,GARCIA OVIEDO,REGIONAL,Secretario de Juventudes,2013,2015
ACCION POPULAR,CONGRESISTA,PEDRO ANTONIO,MORALES MANSILLA,REGIONAL,SECRETARIO GENERAL DEPARTAMENTAL JUNIN,1986,1990
ACCION POPULAR,CONGRESISTA,PEDRO ANTONIO,MORALES MANSILLA,REGIONAL,SECRETARIO DEPARTAMENTAL DE JUVENTUDES,1976,Actualidad
ACCION POPULAR,CONGRESISTA,PEDRO ANTONIO,MORALES MANSILLA,NACIONAL,MIEMBRO DEL PLENO NACIONAL,2000,2006
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,DISTRITAL,SECRETARIO DISTRITAL DEL RIMAC,2015,Actualidad
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,DISTRITAL,VICE SECRETARIO DE POLITICA DEL RIMAC,2000,2001
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,NACIONAL,SUB. SECRETARIO NACIONAL DE ASUNTOS ELECTORALES ,2005,2007
ACCION POPULAR,CONGRESISTA,PEDRO GUILLERMO,ROSARIO TUEROS,NACIONAL,MIEMBRO DEL COMITE NACIONAL DE JUVENTUDES,1998,2000
ACCION POPULAR,CONGRESISTA,RAUL BENJAMIN,PIZARRO MAYORCA,DISTRITAL,SECRETARIO GENERAL,2003,2005
ACCION POPULAR,CONGRESISTA,SHEILLAH MARIA MILAGROS,MIÑANO BAUTISTA,REGIONAL,SECRETARIA TÉCNICA REGIONAL DE ASUNTOS LEGALES,2013,2015
ACCION POPULAR,CONGRESISTA,SHEILLAH MARIA MILAGROS,MIÑANO BAUTISTA,REGIONAL,PERSONERO LEGAL TITULAR,2013,2014
ACCION POPULAR,CONGRESISTA,SHEILLAH MARIA MILAGROS,MIÑANO BAUTISTA,REGIONAL,PERSONERO LEGAL TITULAR,2006,2009
ACCION POPULAR,CONGRESISTA,VALERIANA ELIZABETH,YEPEZ YOVED,NACIONAL,SECRETARIA NACIONAL DE IDEOLOGIA Y CULTURA,2005,2007
ACCION POPULAR,CONGRESISTA,VALERIANA ELIZABETH,YEPEZ YOVED,NACIONAL,SECRETARIA DE  DIFUSION,2000,2002
ACCION POPULAR,CONGRESISTA,VALERIANA ELIZABETH,YEPEZ YOVED,NACIONAL,SECRETARIA NACIONAL DE COORDINACIÓN DE LA MUJER ,2009,2011
ACCION POPULAR,CONGRESISTA,VALERIANA ELIZABETH,YEPEZ YOVED,NACIONAL,SECRETARIA DE ECONOMIA DEL COMANDO DE PROFESIONALES,2006,2008
ACCION POPULAR,CONGRESISTA,VICTOR ANDRES,GARCIA BELAUNDE,NACIONAL,VICE PRESIDENTE,2002,2004
ACCION POPULAR,CONGRESISTA,VICTOR ANDRES,GARCIA BELAUNDE,NACIONAL,PRESIDENTE DEL PARTIDO,2004,2009
ACCION POPULAR,CONGRESISTA,VICTOR JUAN,VALDIVIA REYES,DISTRITAL,SECRETARIO GENERAL,2010,2012
ACCION POPULAR,CONGRESISTA,VICTOR MANUEL,BELAUNDE GONZALES,DISTRITAL,VICE SECRETARIO POLITICO,2011,2013
ACCION POPULAR,CONGRESISTA,VICTOR MARIANO,MARIN NEYRA,PROVINCIAL,SECRETARIO GENERAL,1991,1992
ACCION POPULAR,CONGRESISTA,VICTOR MARIANO,MARIN NEYRA,PROVINCIAL,SECRETARIO GENERAL,1998,1999
ACCION POPULAR,CONGRESISTA,VICTOR MARIANO,MARIN NEYRA,PROVINCIAL,SECRETARIO GENERAL,1994,1995
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,REGIONAL,SECRETARIO DE PROYECCIÓN PARTIDARIA,2000,2002
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,REGIONAL,SECRETARIO REGIONAL ,2005,2007
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,REGIONAL,VICESECRETARIO REGIONAL DE ORGANIZACIÓN,2003,2004
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,REGIONAL,VICESECRETARIO GENERAL DE POLÍTICA,1998,1999
ACCION POPULAR,CONGRESISTA,YANETT,FERIA DE TONG,REGIONAL,SECRETARIA DE LA MUJER,2007,2008
ACCION POPULAR,CONGRESISTA,YANETT,FERIA DE TONG,REGIONAL,VICE SECRETARIA DE CAPACITACION,2015,2015
ACCION POPULAR,CONGRESISTA,YANETT,FERIA DE TONG,REGIONAL,SECRETARIA GENERAL REGIONAL,2009,2010
ACCION POPULAR,CONGRESISTA,YOLANDA,MORI RAMIREZ,PROVINCIAL,SECRETARIA PROVINCIAL DE RELACIONES PUBLICAS,2013,2015
ACCION POPULAR,CONGRESISTA,YONHY,LESCANO ANCIETA,NACIONAL,SECRETARIO GENERAL NACIONAL,2010,2012
ACCION POPULAR,CONGRESISTA,YONHY,LESCANO ANCIETA,NACIONAL,DEFENSOR ADJUNTO I,2004,Actualidad
ACCION POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,VICTOR ANDRES,GARCIA BELAUNDE,NACIONAL,VICE PRESIDENTE,2002,2004
ACCION POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,VICTOR ANDRES,GARCIA BELAUNDE,NACIONAL,PRESIDENTE DEL PARTIDO,2004,2009
ACCION POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,RICARDO EDMUNDO,DEL AGUILA MOROTE,NACIONAL,VICE PRESIDENTE,2011,2015
ACCION POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,RICARDO EDMUNDO,DEL AGUILA MOROTE,NACIONAL,SECRETARIO GENERAL,1987,1990
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ABEL,AYARZA ROMERO,NACIONAL,PRESIDETENTE DE LA COMISIÓN DE ÉTICA NACIONAL,2014,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ARLES,OGOSI HUAMANI,REGIONAL,Secretario de Economía y Tesorería - fundador,2014,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CARLOS MAGNO,CHACON FLORES,NACIONAL,PRESIDENTE FUNDADOR,1990,1993
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CESAR AUGUSTO,SANDOVAL NIZAMA,NACIONAL,SECRETARIO NACIONAL DE IDEOLOGÍA Y DOCTRINA,2013,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CESAR AUGUSTO,SANDOVAL NIZAMA,NACIONAL,ADHERENTE FUNDACIONAL,2004,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CESAR AUGUSTO,SANDOVAL NIZAMA,NACIONAL,PERSONERO LEGAL TITULAR,2004,2005
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CESAR AUGUSTO,SANDOVAL NIZAMA,NACIONAL,SECRETARIO NACIONAL DE IDEOLOGÍA Y DOCTRINA,2010,2013
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CIRILO PABLO,RAMIREZ ROJAS,PROVINCIAL,SECRETARIO GENERAL COMITE PROVINCIAL DE CAÑETE,2007,2010
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CIRILO PABLO,RAMIREZ ROJAS,PROVINCIAL,SECRETARIO GENERAL COMITE PROVINCIAL DE CAÑETE,2004,2007
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CIRILO PABLO,RAMIREZ ROJAS,PROVINCIAL,SECRETARIO GENERAL COMITE PROVINCIAL DE CAÑETE,2010,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CIRILO PABLO,RAMIREZ ROJAS,NACIONAL,COORDINADOR NACIONAL DE LOS COMITES PROVINCIALES,2012,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CRISANTO CIRILO,ABREGU CANALES,PROVINCIAL,VICESECRETARIO DE POLÍTICA ,2004,2010
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CRISANTO CIRILO,ABREGU CANALES,REGIONAL,VICEPRESIDENTE,2013,2015
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CRISANTO CIRILO,ABREGU CANALES,REGIONAL,SECRETARIO ASUNTOS COMUNALES Y ADMINISTRATIVOS ,2010,2012
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DEYANIRA,FARFAN CHAUCA,REGIONAL,Apoderado Fundador,2012,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELIO NICOLAS,ARCAYA TASAYCO,PROVINCIAL,SECRETARIO PROVINCIAL,2015,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELIOVARDO CALIXTO,HUACOTO PALLAROZO,PROVINCIAL,SECRETARIO PROVINCIAL,2002,2004
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ENRIQUE,WONG PUJADA,REGIONAL,AFILIADO,2010,2011
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ENRIQUE,WONG PUJADA,NACIONAL,AFILIADO,2004,2006
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,IBAR,QUINTANA MOSCOSO,REGIONAL,REGIDOR PROVINCIAL AND.,1993,1995
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,IBAR,QUINTANA MOSCOSO,REGIONAL,GERENE DE DESARROLLO SOCIAL,2003,2004
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,IBAR,QUINTANA MOSCOSO,REGIONAL,GERENTE DE DESARROLLO SOCIAL,2005,2005
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ISAAC FREDY,SERNA GUZMAN ,NACIONAL,Secretario de Plan de Gobierno,2014,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ISAAC FREDY,SERNA GUZMAN ,REGIONAL,Secretario Regional de Ica,2005,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JAIME ANTONIO,VASQUEZ ACOSTA ,PROVINCIAL,Secretario Provincial,2012,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE AFRANIO,OJEDA IZAGUIRRE,PROVINCIAL,FUNDADOR,2006,2007
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE ALEJANDRO,VEGA ANTONIO ,PROVINCIAL,Secretario Metropolitano Lima,1999,2000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE ALEJANDRO,VEGA ANTONIO ,DISTRITAL,Secretario Distrital de San Juan de Lurigancho,1995,1998
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE ALEJANDRO,VEGA ANTONIO ,NACIONAL,Secretario General Nacional,2005,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE ALEJANDRO,VEGA ANTONIO ,REGIONAL,Secretario General Departamental,2001,2004
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE LEON,LUNA GALVEZ,NACIONAL,SECRETARIO GENERAL,2011,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JUAN DAVID,PERRY CRUZ,REGIONAL,MIEMBRO DEL TRIBUNAL ELECTORAL,2006,Actualidad
