ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,AMBITO,NOMBRE_CARGO,ANIO_INICIO,ANIO_FINAL
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MERINO CRUZ ,PROVINCIAL,SEC. GENERAL,2004,2009
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MELGAR MOSCOSO ,NACIONAL,SUB. SEC. ORG. CIVILES,2005,Actualidad
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MELGAR MOSCOSO ,REGIONAL,SECRETARIO GENERAL,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,ERASMO ALEJANDRO,FERNANDEZ SIXTO,REGIONAL,Secretario de Infraestructura,2003,2006
ALIANZA POPULAR,CONGRESISTA,ESGGILIA PAOLA,ZELADA CONTRERAS,REGIONAL,MIEMBRO TITULAR DEL TRIBUNAL REGIONAL DE ETICA Y MORAL DE LA LIBERTAD,2005,2006
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,DISTRITAL,SEC. GRAL JAP LA VICTORIA,2005,Actualidad
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,NACIONAL,SEC. NACIONAL DE JUVENTUD,2008,Actualidad
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,NACIONAL,SEC GRAL JAP LIMA,2007,Actualidad
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,NACIONAL,MIENBRO DEL TRIBUNAL ELECTORAL,2004,2004
ALIANZA POPULAR,CONGRESISTA,FERNANDO,ALFARO JIMENEZ ,NACIONAL,SUB SECRETARIO DEL COMANDO NACIONAL UNIVERSITARIO APRISTA,1994,1995
ALIANZA POPULAR,CONGRESISTA,FERNANDO GARI,HUAYHUA LEVANO ,PROVINCIAL,SECRETARIO DE JUVENTUDES,1999,2004
ALIANZA POPULAR,CONGRESISTA,FLAVIA AVELINA,CRUZADO ULLOA DE REYES,NACIONAL,SECRETARIA NACIONAL ANDOAP,2015,2016
ALIANZA POPULAR,CONGRESISTA,FLOR DE MARIA,TRUJILLO MARCELO,REGIONAL,DELEGADA CONVENCION NACIONAL ELECTORAL,2005,Actualidad
ALIANZA POPULAR,CONGRESISTA,FLOR DE MARIA,TRUJILLO MARCELO,NACIONAL,SECRETARIO DE DESARROLLO ECONOMICO,2004,2006
ALIANZA POPULAR,CONGRESISTA,FLOR DE MARIA,TRUJILLO MARCELO,REGIONAL,COORDINADORA PROGRAMA SALUD,2005,Actualidad
ALIANZA POPULAR,CONGRESISTA,FRANKLIN HUMBERTO,SANCHEZ ORTIZ ,REGIONAL,Presidente del Codeplan - PAP Tumbes,1984,1985
ALIANZA POPULAR,CONGRESISTA,FRANKLIN HUMBERTO,SANCHEZ ORTIZ ,NACIONAL,Secretario de Economía CDT,1983,1984
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,NACIONAL,Miembro Com. Nac. Electoral,1989,1990
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,NACIONAL,Miembro C.E.N,1988,1990
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,NACIONAL,Director Nacional de Campaña,1989,1990
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,NACIONAL,Pres. Com. Nac. Asunt. Electorales,1987,1990
ALIANZA POPULAR,CONGRESISTA,GEORGE ADRIEL,BERRIOS RAMOS,REGIONAL,SECRETARIO REGIONAL DE MADRE DE DIOS,2012,2015
ALIANZA POPULAR,CONGRESISTA,GEORGE ADRIEL,BERRIOS RAMOS,REGIONAL,SECRETARIO REGIONAL ,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,GLADYS SOLEDAD,ARCE LOPEZ,REGIONAL,Secretaria de Organizacion JAP,1989,1991
ALIANZA POPULAR,CONGRESISTA,GLADYS SOLEDAD,ARCE LOPEZ,REGIONAL,Secretaria General Regional,2009,2014
ALIANZA POPULAR,CONGRESISTA,GLADYS SOLEDAD,ARCE LOPEZ,REGIONAL,Secretaria de Accion Politica de la Mujer,2015,2015
ALIANZA POPULAR,CONGRESISTA,GONZALO GUSTAVO,GONZALES GONZALES,REGIONAL,SECRETARIO REGIONAL DE SAN MARTIN,2011,2011
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,DISTRITAL,SECRETARIO DISTRITAL DE LINCE,2001,2001
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,PROVINCIAL,SECRETARIO PROVINCIAL DE LIMA CENTRO,2002,2004
ALIANZA POPULAR,CONGRESISTA,HERNAN ELAR,DE LA FUENTE RONDON,NACIONAL,SUB SECRETARIO NACIONAL DE SINDICATOS,1991,1991
ALIANZA POPULAR,CONGRESISTA,HERNAN ULISES,CADENILLAS LUNA,REGIONAL,SECRETARIO REGIONAL,2011,2015
ALIANZA POPULAR,CONGRESISTA,HUGO IVAN,POLO POLO,REGIONAL,SECRETARIO REGIONAL DE POLITICA,2013,2016
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,REGIONAL,Primer Sub Secretario Departamental,2011,2015
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,DISTRITAL,Secretario Distrital,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,JANE MARGARITA,COSAR CAMACHO,DISTRITAL,Secretaria de Gobiernos Locales,2011,2015
ALIANZA POPULAR,CONGRESISTA,JAVIER ALBERTO,BARREDA JARA,NACIONAL,MIEMBRO DE LA DIRECCIÓN NACIONAL,2010,Actualidad
ALIANZA POPULAR,CONGRESISTA,JAVIER ALBERTO,BARREDA JARA,NACIONAL,PRESIDENTE DE LA COMISIÓN IDEOLOGICA,1995,2005
ALIANZA POPULAR,CONGRESISTA,JAVIER ALCIDES,BERNAL SALAS,NACIONAL,SECRETARIO GENERAL,1995,2000
ALIANZA POPULAR,CONGRESISTA,JAVIER ALCIDES,BERNAL SALAS,NACIONAL,MIEMBRO DEL COMITE,2001,2010
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,PROVINCIAL,SUB SECRETARIO PROVINCIAL DE LIMA,1983,Actualidad
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,NACIONAL,VICEPRESIDENTE,2003,2011
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,NACIONAL,SECRETARIO GENERAL COLEGIADO,1989,Actualidad
ALIANZA POPULAR,CONGRESISTA,JAVIER RENATO,MORAN MORAN,NACIONAL,SUB SECRETARIO GENERAL,2010,2014
ALIANZA POPULAR,CONGRESISTA,JAVIER RENATO,MORAN MORAN,NACIONAL,SECRETARIO DE JUVENTUDES,1992,1994
ALIANZA POPULAR,CONGRESISTA,JAVIER RENATO,MORAN MORAN,NACIONAL,SECRETARIO DE ORGANIZACION,1998,Actualidad
ALIANZA POPULAR,CONGRESISTA,JHON SANDER,ALEGRIA ANGULO,REGIONAL,SECRETARIO DE CAPACITACION,2012,Actualidad
ALIANZA POPULAR,CONGRESISTA,JHON SANDER,ALEGRIA ANGULO,PROVINCIAL,RESIDENTE DEL TRIBUNAL ELECTORAL,2014,2015
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,NACIONAL,SECRETARIO GENERAL,1999,2004
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,NACIONAL,SECRETARIO GENERAL,2004,Actualidad
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,NACIONAL,PRESIDENTE DE LA COMISIÓN POLITICA,1995,1999
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,NACIONAL,SECRETARIO GENERAL POLITICO,2010,2016
ALIANZA POPULAR,CONGRESISTA,JOSE AUGUSTO,VARGAS FERNANDEZ,DISTRITAL,SECRETARIO GENERAL- SURCO,1992,Actualidad
ALIANZA POPULAR,CONGRESISTA,JOSE AUGUSTO,VARGAS FERNANDEZ,REGIONAL,SECRETARIO GENERAL,1998,Actualidad
ALIANZA POPULAR,CONGRESISTA,JOSE AUGUSTO,VARGAS FERNANDEZ,NACIONAL,MIEMBRO DE LA COMISION POLITICA,2009,Actualidad
ALIANZA POPULAR,CONGRESISTA,JOSE AUGUSTO,VARGAS FERNANDEZ,PROVINCIAL,SECRETARIO GENERAL J.A.P.,1979,1981
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,SANCHEZ MONTES DE OCA,NACIONAL,SUB SECRETARIO JAP,1984,1984
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,SANCHEZ MONTES DE OCA,DISTRITAL,SECRETARIO GENERAL JAP,1983,1983
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,SANCHEZ MONTES DE OCA,NACIONAL,SUB SECRETARIO DE ECONOMIA JAP,1985,1985
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,SANCHEZ MONTES DE OCA,NACIONAL,SECRETARIO GENERAL AGRUPACION NACIONAL DE ECONOMISTAS,2002,2002
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,EGUREN NEUENSCHWANDER ,NACIONAL,VICE PRESIDENTE ,2010,2011
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,EGUREN NEUENSCHWANDER ,REGIONAL,JEFE DEPARTAMETAL DE DOCTRINA,1989,Actualidad
ALIANZA POPULAR,CONGRESISTA,JUDITH,PANCORBO SALAS,PROVINCIAL,SECRETARIA PROVINCIAL DE JUVENTUDES,2014,2015
ALIANZA POPULAR,CONGRESISTA,JUVAL MARTIN,CORDOVA PALACIOS,REGIONAL,SECRETARIO GENERAL REGIONAL,2000,2003
ALIANZA POPULAR,CONGRESISTA,JUVAL MARTIN,CORDOVA PALACIOS,REGIONAL,PRIMER SUB SECRETARIO REGIONAL,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,LESLIE KAREN,ANGULO PEREZ,NACIONAL,SUBSECRETARIA GENERAL,2009,2010
ALIANZA POPULAR,CONGRESISTA,LESLIE KAREN,ANGULO PEREZ,DISTRITAL,SECRETARIA DE LA JUVENTUD,2005,2007
ALIANZA POPULAR,CONGRESISTA,LUCIANA MILAGROS,LEON ROMERO,DISTRITAL,Secretaria General JAP,1993,1995
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,PROVINCIAL,COORDINADOR REGIONAL,2001,2004
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,PROVINCIAL,COORDINADOR REGIONAL,2004,2015
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,PROVINCIAL,COORDINADOR,1993,1998
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,PROVINCIAL,COORDINADOR,1989,1992
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,REGIONAL,SEC. GRAL. COMITE,2005,2006
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,PROVINCIAL,SEC. GRAL. LA CONVENCION,1992,1993
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,DISTRITAL,SEC. GARL. CUA UNSA,1988,1989
ALIANZA POPULAR,CONGRESISTA,LUIS DANIEL,WILSON UGARTE,REGIONAL,SEC. GRAL.COMANDO DE ACCION,2014,2014
ALIANZA POPULAR,CONGRESISTA,LUIS ENRIQUE,RIOS GALDO,NACIONAL,SECRETARIO GENERAL AGRUPACIÓN NACIONAL,2014,2016
ALIANZA POPULAR,CONGRESISTA,LUIS ENRIQUE,RIOS GALDO,NACIONAL,ORGANIZACIÓN PLENARIA AGRUPACIÓN PROFESIONALES ,2010,2010
ALIANZA POPULAR,CONGRESISTA,LUIS ENRIQUE,RIOS GALDO,NACIONAL,SUB.SECRETARIO GRAL.ANDIMA,2011,2013
ALIANZA POPULAR,CONGRESISTA,LUISA,SOTELO LUNA ,REGIONAL,SEC. REG. JAP APURIMAC ,1981,1985
ALIANZA POPULAR,CONGRESISTA,LUISA,SOTELO LUNA ,REGIONAL,Miembro Comisión Política Regional,2014,2015
ALIANZA POPULAR,CONGRESISTA,LUISA,SOTELO LUNA ,REGIONAL,MIEMBRO COMISIÓN POLÍTICA REGIONAL,2014,2015
ALIANZA POPULAR,CONGRESISTA,LUISA,SOTELO LUNA ,REGIONAL,CERPAP,1988,1988
ALIANZA POPULAR,CONGRESISTA,LUISA,SOTELO LUNA ,REGIONAL,Sub Secretaria  CERPAP,1988,1988
ALIANZA POPULAR,CONGRESISTA,LUISA,SOTELO LUNA ,PROVINCIAL,Secretaria de Jap Apu.,1981,1985
ALIANZA POPULAR,CONGRESISTA,MANUEL ISIDRO,VASQUEZ FLORES ,REGIONAL,Personero Legal,2006,2006
ALIANZA POPULAR,CONGRESISTA,MANUEL VICENTE,TELLO CESPEDES,PROVINCIAL,SECRETARIO DE ORGANIZACION,1975,1978
ALIANZA POPULAR,CONGRESISTA,MANUEL VICENTE,TELLO CESPEDES,PROVINCIAL,SECRETARIO GENERAL,1978,Actualidad
ALIANZA POPULAR,CONGRESISTA,MARIA DEL CARMEN,VALENCIA CASAS DE SIMBRON,DISTRITAL,Secretaria de Organizacion,2007,2010
ALIANZA POPULAR,CONGRESISTA,MARIA DEL CARMEN,VALENCIA CASAS DE SIMBRON,DISTRITAL,Secretaria Distrital,2011,2015
ALIANZA POPULAR,CONGRESISTA,MARIA ELISA,SALDAÑA RAMIREZ,REGIONAL,Secretaria de Acción Política de la Mujer,2009,2015
ALIANZA POPULAR,CONGRESISTA,MARIA ELISA,SALDAÑA RAMIREZ,REGIONAL,Sub Secretaria General ,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,MARIA ELIZABETH,RONDO LAYZA ,PROVINCIAL,DIRECTORA GENERAL FRENTE SOCIAL,2004,2004
ALIANZA POPULAR,CONGRESISTA,MARIA ELIZABETH,RONDO LAYZA ,REGIONAL,COORDINADORA PRO NAVIDAD DEL NIÑO,2015,2015
ALIANZA POPULAR,CONGRESISTA,MARIA ELIZABETH,RONDO LAYZA ,PROVINCIAL,SEC. GENERAL DEL PAP SANCHEZ CARRION,1998,2002
ALIANZA POPULAR,CONGRESISTA,MARIA ELIZABETH,RONDO LAYZA ,PROVINCIAL,SEC. GRAL.. JAP SANCHEZ CARRION,1984,1987
ALIANZA POPULAR,CONGRESISTA,MARIO FERNANDO,JERI KURIYAMA,PROVINCIAL,SECRETARIO GENERAL,2002,2015
ALIANZA POPULAR,CONGRESISTA,MAVILA ESTHER,VASQUEZ DIAZ,REGIONAL,SECRETARIA DE FORMACION Y CAPACITACION,2013,Actualidad
ALIANZA POPULAR,CONGRESISTA,MAYBEE MILAGROS,VALENTIN CALDAS,REGIONAL,Secretaria de la Mujer,2015,2016
ALIANZA POPULAR,CONGRESISTA,MERCEDES MILAGROS,NUÑEZ GUTIERREZ ,REGIONAL,SUB SECRETARIA DE LA MUJER,2009,2011
ALIANZA POPULAR,CONGRESISTA,MERCEDES MILAGROS,NUÑEZ GUTIERREZ ,REGIONAL,SUB SECRETARIA ASUNTO LABORAL Y SINDICAL,2012,2014
ALIANZA POPULAR,CONGRESISTA,MIGUEL DE LOS REYES,ROSAS SILVA,NACIONAL,SUB SECRETARIO NACIONAL PROPAGANDA,1999,2001
ALIANZA POPULAR,CONGRESISTA,MIGUEL DE LOS REYES,ROSAS SILVA,NACIONAL,SECRETARIA NACIONAL ECOLOGIA Y MEDIO AMBIENTE,2005,2010
ALIANZA POPULAR,CONGRESISTA,MIGUEL DE LOS REYES,ROSAS SILVA,NACIONAL,SUB SECRETARIO NACIONAL PROPAGANDA,1999,Actualidad
ALIANZA POPULAR,CONGRESISTA,MILUSKA FIORELLA,CARHUAYANO FLORES,REGIONAL,Secretaria de Juventudes Lima,2011,2015
ALIANZA POPULAR,CONGRESISTA,MILUSKA FIORELLA,CARHUAYANO FLORES,DISTRITAL,Secretaria de Juventudes,2006,2010
ALIANZA POPULAR,CONGRESISTA,MOISES ELIAS,MONTENEGRO LOPEZ,DISTRITAL,SECRETARIO DE ORGANIZACION PAP - PIMENTEL,1982,Actualidad
ALIANZA POPULAR,CONGRESISTA,MOISES ELIAS,MONTENEGRO LOPEZ,REGIONAL,DIRECTOR REGIONAL PLAN PERU BICENTENARIO,2015,2015
ALIANZA POPULAR,CONGRESISTA,MOISES ELIAS,MONTENEGRO LOPEZ,REGIONAL,PRESIDENTE PLAN DE GOBIERNO REGIONAL,2010,2010
ALIANZA POPULAR,CONGRESISTA,MOISES ELIAS,MONTENEGRO LOPEZ,REGIONAL,PRESIDENTE DE PLAN DE GOBIERNO MUNICIPAL/REGIONAL,2014,2014
ALIANZA POPULAR,CONGRESISTA,NERI FELIPE,TORRES GUTIERREZ ,PROVINCIAL,SEC. GENERAL,2010,2015
ALIANZA POPULAR,CONGRESISTA,NERI FELIPE,TORRES GUTIERREZ ,PROVINCIAL,SEC. GENERAL,2007,2009
ALIANZA POPULAR,CONGRESISTA,NERI FELIPE,TORRES GUTIERREZ ,PROVINCIAL,SEC. GENERAL,2009,2010
ALIANZA POPULAR,CONGRESISTA,NERI FELIPE,TORRES GUTIERREZ ,PROVINCIAL,SEC. GENERAL,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,NIDIA RUTH,VILCHEZ YUCRA,NACIONAL,MIEMBRO DIRECCION POLITICA,2010,2016
ALIANZA POPULAR,CONGRESISTA,NIDIA RUTH,VILCHEZ YUCRA,NACIONAL,COORDINADORA REGIONAL CENTRO,2004,2010
ALIANZA POPULAR,CONGRESISTA,OSCAR ENRIQUE,TORRES QUIROZ,PROVINCIAL,SECRETARIO GENERAL,2015,2016
ALIANZA POPULAR,CONGRESISTA,PAUL ERWIN,PFLÜCKER FAVERON ,DISTRITAL,SECRETARIA DE JUVENTUDES,2014,2014
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,REGIONAL,SECRETARIO GENERAL REGIONAL LAMBAYEQUE,2015,2016
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,REGIONAL,SECRETARIO DE CULTURA- LAMBAYEQUE,1986,1987
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,REGIONAL,SUB SECRETARIO GENERAL REGIONAL-LAMBAYEQUE,2009,2010
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,PROVINCIAL,SUB SECRETARIO GENERAL PROVINCIAL - LAMBAYEQUE,1999,2002
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,NACIONAL,SECRETARIO GENERAL,2011,Actualidad
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,NACIONAL,VICEPRESIDENTE,2007,2011
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,REGIONAL,SECRETARIO REGIONAL,2003,2007
ALIANZA POPULAR,CONGRESISTA,RAFAEL JULIO ANTONIO,OCAÑA MELGAREJO,DISTRITAL,Secretario  General,2007,2011
ALIANZA POPULAR,CONGRESISTA,RAFAEL JULIO ANTONIO,OCAÑA MELGAREJO,DISTRITAL,Secretario General,2005,Actualidad
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,SECRETARIO NACIONAL DE POLITICA,1992,1996
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,VICEPRESIDENTE,1999,2003
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,VICEPRESIDENTE,2003,2007
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,SECRETARIO GENERAL,2007,2011
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,PRESIDENTE ,2011,Actualidad
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,JEFE COMANDO NACIONAL DE CAMPAÑA,1988,1992
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,SECRETARIO NACIONAL DE MOVILIZACION,1986,1988
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,NACIONAL,SECRETARIO NACIONAL DE POLITICA,1996,1999
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,REGIONAL,SUB SECRETARIO GENERAL,2011,2014
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,REGIONAL,SECRETARIO GENERAL ENCARGADO,2014,2015
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,REGIONAL,SECRETARIO GENERAL COMANDO UNIVERSITARIO APRISTA,2001,2002
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,REGIONAL,PERSONERO LEGAL TITULAR,2010,2011
ALIANZA POPULAR,CONGRESISTA,ROBERTO CARLOS,LAIME SIVANA ,PROVINCIAL,SECRETARIO GENERAL,2015,2016
ALIANZA POPULAR,CONGRESISTA,RONALD RAUL,CONTRERAS ALVAREZ,DISTRITAL,SECRETARIO DE CAPACITACION,2004,2004
ALIANZA POPULAR,CONGRESISTA,ROSA LILIANA,TORRES CASTILLO ,NACIONAL,SECRETARIA GENERAL,2000,2000
ALIANZA POPULAR,CONGRESISTA,ROSA LILIANA,TORRES CASTILLO ,NACIONAL,FUNDADORA,2007,2010
ALIANZA POPULAR,CONGRESISTA,SALOMON,ALIAGA PEREZ,REGIONAL,Presidente del Tribunal de Etica Y Moral - Region Ucayali,2004,2008
ALIANZA POPULAR,CONGRESISTA,SALOMON,ALIAGA PEREZ,DISTRITAL,Secretario de Agrupaciones Profesionales del CED Ucayali,1986,1988
ALIANZA POPULAR,CONGRESISTA,SALOMON,ALIAGA PEREZ,REGIONAL,Sub Secretario General - CER UCAYALI,2009,2011
ALIANZA POPULAR,CONGRESISTA,SALOMON,ALIAGA PEREZ,DISTRITAL,Secretario del Interior del CED Ucayali,1988,1990
ALIANZA POPULAR,CONGRESISTA,SARITA SOBEYDA,QUISPE MARCA ,DISTRITAL,SEC. ORGANIZACION,2015,2015
ALIANZA POPULAR,CONGRESISTA,SHARON VANESSA,ORE RENGIFO,NACIONAL,SECREATARIA DE LA MUJER,2014,Actualidad
ALIANZA POPULAR,CONGRESISTA,SHARON VANESSA,ORE RENGIFO,NACIONAL,SECRETARIA ACCIÓN POLÍTICA - MUJER,2015,2016
ALIANZA POPULAR,CONGRESISTA,SILVIA MIRIAM,ORTEGA MIRANDA,REGIONAL,SECRETARIA GENERAL REGIONAL,2005,Actualidad
ALIANZA POPULAR,CONGRESISTA,VICTOR GERMAN,BOLUARTE MEDINA ,REGIONAL,SUB SECRETARIO GENERAL,2002,Actualidad
ALIANZA POPULAR,CONGRESISTA,VICTOR GERMAN,BOLUARTE MEDINA ,REGIONAL,SUB SECRETARIO GENERAL,2005,Actualidad
ALIANZA POPULAR,CONGRESISTA,VICTOR GERMAN,BOLUARTE MEDINA ,REGIONAL,SECRETARIO GENERAL,2013,Actualidad
ALIANZA POPULAR,CONGRESISTA,VICTOR GERMAN,BOLUARTE MEDINA ,REGIONAL,SUB SECRETARIO GENERAL,1991,1992
ALIANZA POPULAR,CONGRESISTA,VIRGINIO,CARRANZA DOMINGUEZ,PROVINCIAL,REGIDOR PROVINCIAL CALLAO,1993,1995
ALIANZA POPULAR,CONGRESISTA,VIRGINIO,CARRANZA DOMINGUEZ,NACIONAL,DIPUTADO X EL CALLAO,1990,Actualidad
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,REGIONAL,SECRETARIO DE ORGANIZACION  LIMA PROVINCIAS,2012,2015
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,PROVINCIAL,SECRETARIO PROVINCIAL DE HUAURA,1988,1992
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,REGIONAL,SECRETARIO REGIONAL LIMA PROVINCIAS,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,REGIONAL,SECRETARIO REGIONAL,2016,Actualidad
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,REGIONAL,SECRETARIO REGIONAL,2012,2015
ALIANZA POPULAR,CONGRESISTA,YHUSLEY KERIBAN,ANGULO ANGULO,REGIONAL,SUB SECRETARIA GENERAL REG.,2015,2015
ALIANZA POPULAR,CONGRESISTA,YOLANDA ERMENILDA,LOZADA STAMBURY ,REGIONAL,SECRETARIA REGIONAL ECONOMIA,2012,Actualidad
ALIANZA POPULAR,CONGRESISTA,YOLANDA ERMENILDA,LOZADA STAMBURY ,REGIONAL,1RA. SUBSECRETARIA REGIONAL,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,REGIONAL,PRESIDENTE,1991,2016
ALIANZA POPULAR,PRESIDENTE DE LA REPUBLICA,ALAN GABRIEL LUDWIG,GARCIA PEREZ,NACIONAL,SECRETARIO GENERAL,1982,1985
ALIANZA POPULAR,PRESIDENTE DE LA REPUBLICA,ALAN GABRIEL LUDWIG,GARCIA PEREZ,NACIONAL,PRESIDENTE,1985,2015
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,NACIONAL,SECRETARIA NACIONAL DE POLITICA,1980,1992
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,NACIONAL,PRESIDENTA,2003,2011
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,NACIONAL,SECRETARIA NACIONAL DE ASUNTOS ELECTORALES,1984,1988
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,NACIONAL,SECRETARIA GENERAL COLEGIADA,1992,1999
ALIANZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,DAVID ABRAHAM,SALAZAR MOROTE,REGIONAL,COORDINADOR REGIONAL,2002,2015
DEMOCRACIA DIRECTA,CONGRESISTA,ALIOSI ANTONIA,CANCAN OLEA,DISTRITAL,REGIDORA,2007,2010
DEMOCRACIA DIRECTA,CONGRESISTA,ANDRES AVELINO,ALCANTARA PAREDES,NACIONAL,PRESIDENTE,2009,2011
DEMOCRACIA DIRECTA,CONGRESISTA,ANDRES AVELINO,ALCANTARA PAREDES,NACIONAL,PRESIDENTE,2011,2016
DEMOCRACIA DIRECTA,CONGRESISTA,DOMINGO WILLIAM,ANCCASI LOPEZ,PROVINCIAL,SECRETARIO DE ACTAS,2005,2006
DEMOCRACIA DIRECTA,CONGRESISTA,ELEUTERIO,TORREJON PEZO,PROVINCIAL,SEC. DEL INTERIOR,2010,2011
DEMOCRACIA DIRECTA,CONGRESISTA,ELEUTERIO,TORREJON PEZO,PROVINCIAL,PRESIDENTE DEL COMITÉ PROVINCIAL,2014,Actualidad
