ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,CENTRO_SECUNDARIA,FECHAS,GRADO1,GRADO2,GRADO3,GRADO4,GRADO5
PERU NACION,CONGRESISTA,GLORIA MARIA,SALAZAR TORRES,JUANA CERVANTES DE BOLOGNESI,1968 - 1972,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,GUILIANA RAQUEL,ZUÑIGA GOTUZZO,Colegio Santa Rita de Chosica,1988 - 1992,,,,,
PERU NACION,CONGRESISTA,HENRY,RIVEROS ALVIZURI,"Institucion Educativa """"Andres Avelino Caceres",1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JACINTO JAIME,POVES SIHUAY,POLITÉCNICO REGIONAL DEL CENTRO ,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JAIME MANUEL,GALLEGOS FLORES,GRAN UNIDAD ESCOLAR SAN CARLOS,1976 - 0,,,,,5TO
PERU NACION,CONGRESISTA,JAIME MANUEL,GALLEGOS FLORES,GRAN UNIDAD ESCOLAR SAN CARLOS,1976 - 1980,,,,,5TO
PERU NACION,CONGRESISTA,JAKELINE,MOZOMBITE MORALES,GOMEZ ARIAS DAVILA,1997 - 2001,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JAVIER OTONIEL,PARDO NIMA,Pronoe Señor de Luren,1975 - 2007,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JEANETH MARIA,HERRERA GONZALEZ,I.E SANTA ROSA DE VITERBO,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JENNY ROCIO,DIAZ HONORES,Colegio Nacional Isabel la Catolica,1987 - 1990,1ERO,2DO,3ERO,4TO,
PERU NACION,CONGRESISTA,JENNY ROCIO,DIAZ HONORES,Colegio Privado Nuestra Señora del Monte Carmelo,1991 - 0,,,,,5TO
PERU NACION,CONGRESISTA,JOSE ALEJANDRO,YARLEQUE MUJICA,GUE [Ricardo Bentin,1963 - 1967,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JOSE ENRIQUE,BOOTTGER PRADA,CEMBA,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JUAN ALEJANDRO,REVERDITTO BARRERA,LA SALLE,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JUAN ARTURO,ZAVALA GARCIA,instituto experimental nro. 8 Rimac,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JUAN CARLOS,LAPA CAMARGO,SAN JUAN,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JUAN JOSE,CHAVEZ PAZ,Colegio Claretiano Arequipa,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JUAN JOSE,CHAVEZ PAZ,Colegio Claretiano Arequipa,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,JUAN PABLO,QUIÑE VIGIL,COLEGIO CLARETIANO,1964 - 1965,1ERO,2DO,,,
PERU NACION,CONGRESISTA,JUAN PABLO,QUIÑE VIGIL,COLEGIO MILITAR FRANCISCO BOLOGNESI,1965 - 1967,,,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,KARLA JOANNA,QUIÑE IGLESIAS,COLEGIO JOHN DEWEY,2001 - 2011,1ERO,,,,
PERU NACION,CONGRESISTA,KARLA JOANNA,QUIÑE IGLESIAS,COLEGIO LA INMACULADA CONCEPCION,2002 - 0,,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,KATTIA ROXANA,MUCHA MANSILLA,NUESTRA SEÑORA DEL ROSARIO,1985 - 1989,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,LEONCIO GENARO,FLORES KONJA,Alfonso Ugarte,1958 - 0,,,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,LEONCIO GENARO,FLORES KONJA,Colegio Nacional Luis Fabio Xaman,1956 - 1957,1ERO,2DO,,,
PERU NACION,CONGRESISTA,LILIANA CARLOTA,LAMBRUSCHINI REY,"COLEGIO PARTICULAR "" ROSA DE AMÉRICA""",1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,LINO ANTONIO,ARCE CHOCANO,San Luis Gonzaga,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,LORENA FLORENCIA,CHAVEZ CARMONA DE DE LA CRUZ,SANTO TOMAS DE AQUINO ,1993 - 1998,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,LUIS,CORZO CORZO,THOMAS ALVA EDISON,1965 - 1970,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,LUIS ALBERTO,SANCHEZ CACERES,Simon Bolivar,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,LUIS EDGAR,PALOMINO CABRERA,GRAN UNIDAD ESCOLAR SAN CARLOS DE PUNO,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MADELI TEODULA,VILLANUEVA QUISPE,JESUS NAZARENO,1999 - 2003,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MANUEL CRUZ,CULLAMPE GRANDEZ,BLAS VALERA,1993 - 1993,,,,4TO,
PERU NACION,CONGRESISTA,MANUEL CRUZ,CULLAMPE GRANDEZ,RAMON CASTILLA,1990 - 1992,1ERO,2DO,3ERO,,
PERU NACION,CONGRESISTA,MANUEL CRUZ,CULLAMPE GRANDEZ,3051 EL MILAGRO ,1994 - 1994,,,,,5TO
PERU NACION,CONGRESISTA,MANUEL TEODORO,MACEDO ALTAMIRANO,CEMBA,1999 - 2003,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MARGARITA,GAMBOA URBINA,CN JOSE MARIA RAYGADA GALLO,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MARIA RAQUEL,DARG QUIÑONES,Colegio San Marcos Monterrico,1979 - 1984,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MARIA SANTOS,LLAQUE SANCHEZ, C.E.S .ELVIRA GARCIA Y GARCIA,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MARIANELLA MONICA,FLORES GALINDO,Nuestra Señora de la Asuncion ,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MARLENE JANET,IGLESIAS GONZALES,COLEGIO PARTICULAR DE LA INMACULADA CONCEPCION,1976 - 1978,,,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MARLENE JANET,IGLESIAS GONZALES,GRAN UNIDAD ESCOLAR TERESA GONZALES DE FANNING,1974 - 1975,1ERO,2DO,,,
PERU NACION,CONGRESISTA,MARTIN JAIME,RAMOS LAPA,COLEGIO NACIONAL DE CIENCIA Y ARTES LA VICTORIA DE AYACUCHO,1991 - 1995,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,MOISES,ARISTA ESTACIO,Colegio Nacional Agropecuario Naranjillo,1972 - 1976,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,NANCY CECILIA,CARPIO GONZALES,COLEGIO SAGRADO CORAZON SOPHIANUM,1996 - 2000,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,OLCES CHRISTIAN,CARRION REYES,TTE. CRL. ALFREDO BONIFAZ,1997 - 2001,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,OTTO JUAN NORBERTO,ELESPURU NESANOVICH,COLEGIO SANTA MARIA MARIANISTAS,1969 - 1973,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,PEDRO RODOLFO,GAITAN CASTRO,CEP SALESIANO SAN JUAN BOSCO,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,RICHAR,CHAVEZ VARGAS,CENTRO EDUCATIVO NRO 1179 TOMAS ALVA EDISON,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,ROBERTO ALEJANDRO,MUÑANTE LAMBRUSCHINI,COLEGIO PARROQUIAL SAN NORBERTO,2001 - 2005,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,ROSA HORTENSIA,MARTINEZ CUBA,"CN. ""NTRA. ""SRA. DE LAS MERCEDES""",1975 - 1975,1ERO,,,,
PERU NACION,CONGRESISTA,ROSA HORTENSIA,MARTINEZ CUBA,"COLEGIO PARTICULAR ""MARIA AUXILIADORA""",1976 - 0,,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,SERGIO MANUEL,LOZANO ACHO,CEP LIMA SAN CARLOS,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,VEANEY,CORDOVA FERNANDEZ,FRANCISCA DIEZ CANSECO DE CASTILLA,1993 - 1998,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,WILBERTA JOSEFA,TACORA CRUZ,I.E.S. MARIA ASUNCIÓN GALINDO,1984 - 1988,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,CONGRESISTA,ZAIRA PAMELA,MENDIETA ALANYA,NUESTRA SEÑORA DE FATIMA,2002 - 2007,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,PRESIDENTE DE LA REPUBLICA,FRANCISCO ERNESTO,DIEZ-CANSECO TÁVARA,Colegio Internacional de La Haya Grange School Chile Colegio Markham,1958 - 1962,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,PRIMER VICEPRESIDENTE DE LA REPUBLICA,CLAUDIO ALEJANDRO,ZOLLA SUAREZ,Pedro Ruiz Gallo y Inmaculada Concepcion,1981 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU NACION,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,MARGARITA,GAMBOA URBINA,CN JOSE MARIA RAYGADA GALLO,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,ABRAHAM SET,PRADA CERRO,San Luis Gonzaga de ICA ,1980 - 1984,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,ADOLFO,QUISPE CONDORI,COLEGIO NACIONAL POLITÉCNICO LOS ANDES,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,ALEJO WILTON,SANCHEZ ROSSELL,Colegio Nacional Rafael Grau - Mamara,1969 - 1974,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,ANA ISABEL,PAUCAR PEÑA,Colegio Nacional de Mujeres Francisca Diez Canceco de Castilla,1998 - 2002,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,BEDTIME,GARAY MONTES,Colegio Santa Rosa,1980 - 1981,1ERO,2DO,,,
PERU PATRIA SEGURA,CONGRESISTA,BEDTIME,GARAY MONTES,Modelo,1982 - 1984,,,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,BETTY ORMENCINDA,NUÑEZ DIAZ,CENTRO EDUCATIVO ELVIRA GARCIA Y GARCIA,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,CALANDRA SAMMY,OLIVERA MARTINEZ,LA CONVENCION,2004 - 2008,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ADOLFO,HUERTA ESCATE,I. E. SAN LUIS GONZAGA DE ICA,1981 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ALBERTO,CALLUPE PEREZ,Alfonso Ugarte,1984 - 1985,1ERO,2DO,,,
PERU PATRIA SEGURA,CONGRESISTA,CARLOS ALBERTO,CALLUPE PEREZ,CE 1204,1985 - 1988,,,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,CARLOS OMAR,SOTO ZUBIATE,Cristo Rey- Cajamarca,1973 - 1978,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,CAROLL JANET,PEREZ AROSTEGUI,Andres Avelino Caceres,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,CECILIA,PARI SILVA SANTISTEBAN,Santa Teresita,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,CLAUDIO GABINO,VEGA CABALLERO,Centro Educativo 866 - 454,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,DIANA VANESSA,MUCHA LUCAS,Colegio Nuestra Señora de Cocharcas,1998 - 2002,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,EDSY,MATOS MOLINA,FRANCISCA DIEZ CANSECO DE CASTILLA,2001 - 2005,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,EDUARDO AGUSTIN,FEIJOO INFANTES,SANTA MARIA DE LA FRONTERA,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,EFRAIN WALTER,CRUZ MAMANI,RICARDO PALMA,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,ELIANA,ARIAS CALDERON,ELENA DE SANTA MARIA,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,ELSA,QUICAÑA CANALES,MARISCAL CACERES,1988 - 1992,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,ESTELA CECILIA,GAMERO LOPEZ,Santisima Niña Maria,1969 - 1973,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO ENRIQUE,MONTOYA MONTOYA,COLEGIO MILITAR FRANCISCO BOLOGNESI,1982 - 1984,,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO ENRIQUE,MONTOYA MONTOYA,MANUEL MUÑOZ NAJAR,1980 - 1981,1ERO,2DO,,,
PERU PATRIA SEGURA,CONGRESISTA,FERNANDO VICTOR,MACEDO MERCADO,SAN PEDRO,1965 - 1969,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,FREDDY MODESTO,MONTESINOS RIOS,CHAMPAGNAT,1964 - 1968,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,FRIDA FIORELLA,MATOS ANGULO,IE NUESTRA SEÑORA DE LA ASUNCION,1988 - 1992,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,FULGENCIO,PALOMINO QUISPE,RAMON CASTILLA Y MARQUESADO,1970 - 2013,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,GERMAN,NARRO CABEZAS,"Colegio Nacional Leoncio Prado""",1968 - 1972,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,GILBERTO,CRUZADO VASQUEZ,San Ramón-Guillermo Urrelo-Cristo Rey,1965 - 1970,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,Colegio Mariano J. Valdivia,1985 - 1985,,,,,5TO
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,Colegio Particular Humberto Vildal Unda,1982 - 1984,,2DO,3ERO,4TO,
PERU PATRIA SEGURA,CONGRESISTA,JOHN,PINEDA SALAS,Colegio Particular San Antonio Abad de Cusco,1980 - 1980,1ERO,,,,
PERU PATRIA SEGURA,CONGRESISTA,JOSE LUIS,CHIRINOS CHIRINOS,HONORIO BENAVIDES,1991 - 1995,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,JUAN,VARGAS PEREZ,RAMÒN CASTILLA Y MARQUESADO,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,JULIO ELIAS,LANDERAS AVILA,"Colegio Nacional ""San Juan""",1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,KAZAN,OCAMPO CARPIO,JORGE BASADRE,1985 - 1989,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,LASTENIA,ZUÑIGA MENDOZA,INMACULADA DE LA MERCED,1973 - 1974,1ERO,2DO,,,
PERU PATRIA SEGURA,CONGRESISTA,LASTENIA,ZUÑIGA MENDOZA,VICTOR ANDRES BELAUNDE,1975 - 1978,,,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,LUCIO EUGENIO,MENDOZA SAAVEDRA,Manuel Gonzales Prada,1966 - 1968,1ERO,2DO,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,LUCIO EUGENIO,MENDOZA SAAVEDRA,San Ramoón,1969 - 0,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,C. N. ABRAHAM VALDELOMAR,1978 - 1983,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,ISHIKANE JIMENEZ,CE CESAR VALLEJO,1979 - 1979,,,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,ISHIKANE JIMENEZ,GUE SAN PEDRO,1980 - 1981,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,ISHIKANE JIMENEZ,GUE SANCHEZ CARRION,1976 - 1978,1ERO,2DO,,,
PERU PATRIA SEGURA,CONGRESISTA,MARITZA,BARRERA URTEAGA,Colegio Casa Grande,1979 - 1982,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,NANCY AIDEE,ABANTO ZAMORA,"Colegio Nacional ""Santa Rosa""",1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,NEISSER,CUEVA CABALLERO,"Colegio Nacional ""San José""",1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,NELIDA,CANSAYA AQUINO,C.E.S. JOSE ANTONIO ENCINAS,2003 - 2007,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,NILTHON,CAQUI GONZALES,JOSE CARLOS MARIATEGUI,2000 - 2004,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,OSCAR PERCY,QUENAYA RODRIGUEZ,G.U.E. JOSE ANTONIO ENCINAS,1970 - 1976,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,PEDRO HUMBERTO,JINES ARROYO,Colegio Nacional Pedro Galvez E.,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,PEDRO MARIANO,RODRIGUEZ GASTAÑADUI,POLITECNICO NACIONAL DEL SANTA,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,RAQUEL,CHAVEZ CARDENAS,JULIO C. TELLO,1993 - 0,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,RAQUEL,CHAVEZ CARDENAS,ROSA AGUSTINA DONAYRE DE MOREY,1990 - 1992,1ERO,2DO,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Colegio Particular Gamarra,1961 - 1961,,,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Colegio Tupac Amaru,1962 - 1963,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,RAUL ANDRES,POMA PALACIOS,Gran Unidad Escolar Santa Isabel,1959 - 1960,1ERO,2DO,,,
PERU PATRIA SEGURA,CONGRESISTA,ROSA ELVIRA,MONTERO RICKARD,STA MARGARITA,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,RUTH MONICA,VELASQUEZ CARRANZA,CEN ANGELICA PALMA ROMAN,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,SAMUEL,RUIZ CARDENAS,ROSA AGUSTINA DONAYRE DE MOREY,1993 - 1994,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,SAMUEL,RUIZ CARDENAS,1070,1990 - 1992,1ERO,2DO,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,SILVIO,ANGULO MEDRANO,CE Daniel Alcides Carrion,1953 - 1957,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,SUJEIHY ZULEMA,ANCO DAZA,DIVINA MISERICORDIA,1996 - 1996,,,,,5TO
PERU PATRIA SEGURA,CONGRESISTA,SUJEIHY ZULEMA,ANCO DAZA,LIBERTADOR SIMON BOLIVAR,1992 - 1995,1ERO,2DO,3ERO,4TO,
PERU PATRIA SEGURA,CONGRESISTA,SUSANA MARINA,CERNA RODRIGUEZ,MARIA AUXILIADORA,1970 - 1970,,,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,SUSANA MARINA,CERNA RODRIGUEZ,MI HOGAR Y ESCUELA,1968 - 1969,1ERO,2DO,,,
PERU PATRIA SEGURA,CONGRESISTA,SUSANA MARINA,CERNA RODRIGUEZ,PARTICULAR SANTA MARIA EUGENIA,1972 - 1973,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,TILER NIRO,MANRIQUE PRADO,GUE RICARDO BENTIN-RIMAC-LIMA,1967 - 1971,,,,,5TO
PERU PATRIA SEGURA,CONGRESISTA,VICTOR FRANCISCO,VELASQUEZ GASTAÑADUI,C.E.E. Cesar Vallejo,1976 - 0,,,,,5TO
PERU PATRIA SEGURA,CONGRESISTA,VICTOR FRANCISCO,VELASQUEZ GASTAÑADUI,Gran Unidad Faustino Sanchez Carrión,1972 - 1975,1ERO,2DO,3ERO,4TO,
PERU PATRIA SEGURA,CONGRESISTA,VICTOR HUGO DANIEL,MANCHEGO LIÑAN,CEP. AMAUTA ,2004 - 2005,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,VICTOR HUGO DANIEL,MANCHEGO LIÑAN,CEP. DOMINGO SABIO ,2001 - 2003,1ERO,2DO,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,VILMA NOEMI,GRAU ALIAGA,C.E.E. Santa Teresita,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,WILLIAM,SOBRINO ARIAS,G.U.E. SAN CARLOS,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,YANETT FABIOLA,RAMOS GARCIA,RAUL PORRAS BARRENECHEA,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,YAQUELINE NINOSKA,MARTINEZ HURTECHO,"C. N. SANTA ANA, C.N. JORGE CHAVEZ,  ",1995 - 1997,1ERO,2DO,3ERO,,
PERU PATRIA SEGURA,CONGRESISTA,YAQUELINE NINOSKA,MARTINEZ HURTECHO,I.E.P.  ALFONSO UGARTE,1998 - 1999,,,,4TO,5TO
PERU PATRIA SEGURA,CONGRESISTA,YON,HERRERA SANTISTEBAN,CESAR VALLEJO,1990 - 1994,1ERO,2DO,3ERO,4TO,
PERU PATRIA SEGURA,CONGRESISTA,YURI ARNOLD,MEDINA BEGAZO,COLEGIO SAN JOSE,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ALEJANDRO GABRIEL,ENCINAS FERNANDEZ,U.E. BARTOLOME HERRERA,1952 - 1957,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ANA ROSARIO,QUIROZ CASTAÑEDA ,C.BASE ELVIRA GARCIA Y GARCIA.,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ANDRE XAVIER ANTONIO,ROMERO SANCHEZ,CEP CLARETIANO,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ANTONIA MARGARET,ASUNCION CAMPOS,IE las capullanas,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ARNALDO MARQUEZ,MELGAREJO HERRERA,I.E. JOSÉ MARÍA ARGUEDAS,1993 - 1997,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,CARLOS ENRIQUE,CHOQUEHUANCA CHAVEZ,GRAN UNIDAD ESCOLAR MARIANO MELGAR,1971 - 1976,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,CARMEN ZOILA,VELASQUEZ TABOADA,CNM MARIA NEGRON UGARTE,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,CESAR ANTONIO,MEZA HUANCA ,COLEGIO MILITAR FRANCISCO BOLOGNESI,1987 - 1989,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,CESAR ANTONIO,MEZA HUANCA ,SAN FRANCISCO,1985 - 1986,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,CIRO JERSY,CANCHUMANI SALOME,C.N. SANTA ISABEL,1999 - 1999,,,3ERO,,
PERU POSIBLE,CONGRESISTA,CIRO JERSY,CANCHUMANI SALOME,COLEGIO RAMIRO VILLAVERDE LAZO,2000 - 2001,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,CIRO JERSY,CANCHUMANI SALOME,SAGRADO CORAZON DE JESUS,1997 - 1998,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,DALMACIO MODESTO,JULCA JARA ,COLEGIO NACIONAL SAN MARTIN DE PORRES,1970 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,DELFINA GUADALUPE,LOPEZ ARANDA,COLEGIO NACIONAL MARIA PARADO DE BELLIDO,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,DELFINA VICTORIA,TORANZO ALFARO ,COLEGIO DE SEÑORITAS SANTA MARTA,1971 - 1976,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,DIONICIO,VASQUEZ ESQUIVEL,I.E. PUBLICA DE MARIAS,1995 - 2000,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,DORA MAXIMILA,RODRIGUEZ CAMPUSANO VDA DE RIVERA,C.N. BUENA VENTURA SEPULVEDA,1951 - 1955,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,DORA MAXIMILA,RODRIGUEZ CAMPUSANO VDA DE RIVERA,C.N. NUESTRA SEÑORA DE GUADALUPE,1965 - 1965,,,,,5TO
PERU POSIBLE,CONGRESISTA,EDITH FANY,JIMENEZ GARCIA,CEP LA ASUNCION,1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
